coptic,greek
ⲹⲏⲗⲓⲕⲓⲁ,ηλικια
ⲹⲏⲗⲓⲟⲥ,ηλιος
ⲹⲏⲗⲓⲽⲓⲁ,ηλικια
ⲹⲏⲡⲁⲣ,ηπαρ
ⲹⲏⲡⲟⲩⲗⲩⲙⲯⲓⲥ,υπολημψις
ⲹⲏⲣⲱⲇⲓⲁⲛⲟⲥ,ηρωδιανοι
ⲹⲏⲧⲓⲕⲟⲛ,ιδικον
ⲹⲏⲧⲣⲁ,ητρον
ⲹⲓⲁⲧⲣⲟⲥ,ιατρος
ⲹⲓⲇⲓⲟⲛ,ιδιος
ⲹⲓⲇⲓⲱⲧⲏⲥ,ιδιωτης
ⲹⲓⲉⲣⲁ,ιερος
ⲹⲓⲉⲣⲁⲧⲓⲕⲟⲛ,ιερατικος
ⲹⲓⲉⲣⲁⲧⲓⲟⲛ,ιερατειον
ⲹⲓⲉⲣⲟⲛ,ιερον
ⲹⲓⲉⲣⲟⲫⲁⲛⲧⲏⲥ,ιεροφαντης
ⲹⲓⲕⲁⲛⲟⲥ,ικανος
ⲹⲓⲕⲟⲛⲓⲕⲟⲥ,εικονικως
ⲹⲓⲕⲱⲛ,εικων
ⲹⲓⲗⲓⲕⲣⲓⲛⲏⲥ,ειλικρινης
ⲹⲓⲙⲁⲣⲙⲉⲛⲏ,ειμαρμενη
ⲹⲓⲙⲉⲣⲟⲥ,ιμερος
ⲹⲓⲛⲁ,ινα
ⲹⲓⲡⲡⲉⲩⲥ,ιππευς
ⲹⲓⲡⲡⲓⲕⲟⲥ,ιππικος
ⲹⲓⲥⲁⲅⲅⲉⲗⲟⲥ,ισαγγελος
ⲹⲓⲥⲁⲩⲣⲟⲥ,ισαυρος
ⲹⲓⲥⲟⲇⲩⲛⲁⲙⲓⲥ,ισοδυναμις
ⲹⲓⲥⲟⲇⲩⲛⲁⲙⲟⲥ,ισοδυναμος
ⲹⲓⲥⲟⲛ,ισον
ⲹⲓⲥⲟⲥ,ισος
ⲹⲓⲥⲟⲭⲣⲟⲛⲟⲥ,ισοχρονος
ⲹⲓⲥⲧⲏⲣ,υστερεω
ⲹⲓⲥⲧⲟⲣⲓ,ιστορεω
ⲹⲓⲥⲧⲟⲣⲓⲍⲉ,ιστοριζω
ⲹⲓⲧⲁⲗⲓⲕⲏ,ιταλικος
ⲹⲟⲃⲟⲗⲟⲥ,οβολος
ⲹⲟⲇⲟⲥ,οδος
ⲹⲟⲓⲟⲛ,οιος
ⲹⲟⲗⲓⲅⲟⲛ,ολιγος
ⲹⲟⲗⲟⲕⲁⲩⲧⲱⲙⲁ,ολοκαυτωμα
ⲹⲟⲗⲟⲕⲟⲧⲧⲓⲛⲟⲥ,ολοκοττινος
ⲹⲟⲗⲟⲛ,ολος
ⲹⲟⲗⲟⲥⲏⲣⲓⲕⲕⲟⲛ,ολοσηρικον
ⲹⲟⲗⲱⲥ,ολως
ⲹⲟⲙⲓⲗⲓⲁ,ομιλια
ⲹⲟⲙⲟⲗⲟⲅⲉⲓ,ομολογεω
ⲹⲟⲙⲟⲗⲟⲅⲏⲧⲏⲥ,ομολογητης
ⲹⲟⲙⲟⲗⲟⲅⲓⲁ,ομολογια
ⲹⲟⲙⲟⲛⲟⲓ,ομονοεω
ⲹⲟⲙⲟⲛⲟⲓⲁ,ομονοια
ⲹⲟⲙⲟⲟⲩⲥⲓⲟⲛ,ομοουσιος
ⲹⲟⲙⲟⲟⲩⲥⲓⲟⲥ,ομοουσιος
ⲹⲟⲙⲟⲡⲛⲉⲩⲙⲁ,ομοπνευμα
ⲹⲟⲙⲱⲥ,ομως
ⲹⲟⲡⲗⲓⲍⲉ,οπλιζω
ⲹⲟⲡⲗⲟⲛ,οπλον
ⲹⲟⲡⲟⲧⲉ,οποτε
ⲹⲟⲡⲟⲩ,οπου
ⲹⲟⲡⲱⲥ,οπως
ⲹⲟⲣⲁⲥⲓⲥ,ορασις
ⲹⲟⲣⲁⲧⲟⲛ,ορατος
ⲹⲟⲣⲓⲍⲉ,οριζω
ⲹⲟⲣⲙⲏ,ορμη
ⲹⲟⲣⲙⲓⲥⲕⲟⲥ,ορμισκος
ⲹⲟⲣⲟⲙⲁ,οραμα
ⲹⲟⲣⲟⲥ,ορος
ⲹⲟⲥⲓⲱⲧⲁⲧⲟⲥ,οσιωτατος
ⲹⲟⲥⲟⲛ,οσος
ⲹⲟⲧⲁⲛ,οταν
ⲹⲟⲧⲉ,οτε
ⲹⲣⲁⲃⲧⲱⲥ,ραβδος
ⲹⲣⲁⲙⲛⲟⲥ,ραμνος
ⲹⲣⲁⲭⲁ,ρακα
ⲹⲣⲉⲟⲛ,ρεον
ⲹⲣⲉⲡⲓⲍⲉ,ριπιζω
ⲹⲣⲉⲩⲙⲁ,ρευμα
ⲹⲣⲉⲩⲙⲁⲧⲓⲥⲉ,ρευματιζειν
ⲹⲣⲏⲧⲟⲛ,ρητον
ⲹⲣⲏⲧⲱⲣ,ρητωρ
ⲹⲣⲟⲇⲓⲛⲟⲛ,ροδινος
ⲹⲣⲱⲙⲁⲓⲕⲟⲛ,ρωμαικος
ⲹⲣⲱⲙⲁⲓⲟⲥ,ρωμαιος
ⲹⲩⲁⲕⲓⲛⲑⲓⲛⲟⲛ,υακινθινος
ⲹⲩⲁⲕⲓⲛⲑⲟⲥ,υακινθος
ⲹⲩⲃⲣⲓⲍⲉ,υβριζω
ⲹⲩⲃⲣⲓⲥⲧⲏⲥ,υβριστης
ⲹⲩⲇⲣⲓⲁ,υδρια
ⲹⲩⲇⲣⲟⲡⲓⲕⲟⲥ,υδρωπικος
ⲹⲩⲗⲏ,ηλος
ⲹⲩⲗⲓⲕⲏ,υλικος
ⲹⲩⲗⲓⲕⲟⲛ,υλικος
ⲹⲩⲗⲓⲕⲟⲥ,υλικος
ⲹⲩⲗⲩⲅⲓⲁ,ηλικια
ⲹⲩⲙⲉⲕⲣⲁⲛⲓⲟⲛ,ημικρανιον
ⲹⲩⲙⲏⲛ,υμην
ⲹⲩⲙⲛⲉⲩⲉ,υμνευω
ⲹⲩⲙⲛⲓ,υμνεω
ⲹⲩⲙⲛⲟⲗⲟⲅⲉⲓ,υμνολογεω
ⲹⲩⲙⲛⲟⲗⲟⲅⲓⲁ,υμνολογια
ⲹⲩⲙⲛⲟⲥ,υμνος
ⲹⲩⲙⲛⲱⲧⲟⲥ,υμνωδος
ⲹⲩⲡⲁⲅⲟⲣⲉⲩⲉ,υπαγορευω
ⲹⲩⲡⲁⲣⲏⲥ,υπαρης
ⲹⲩⲡⲁⲣⲝⲓⲥ,υπαρξις
ⲹⲩⲡⲁⲣⲭⲟⲛⲧⲁ,υπαρχοντα
ⲹⲩⲡⲉⲩⲑⲉⲛⲟⲥ,υπευθυνος
ⲹⲩⲡⲏⲣⲉⲥⲓⲁ,υπηρεσια
ⲹⲩⲡⲏⲣⲉⲧⲉⲓ,υπηρετεω
ⲹⲩⲡⲏⲣⲉⲧⲏⲥ,υπηρετης
ⲹⲩⲡⲓⲥⲭⲟⲩ,υπισχνεομαι
ⲹⲩⲡⲟⲃⲁⲗⲉ,υποβαλλω
ⲹⲩⲡⲟⲅⲣⲁⲫⲉ,υπογραφω
ⲹⲩⲡⲟⲅⲣⲁⲫⲉⲩⲥ,υπογραφευς
ⲹⲩⲡⲟⲅⲣⲁⲫⲏ,υπογραφη
ⲹⲩⲡⲟⲇⲓⲁⲕⲟⲛⲟⲥ,υποδιακονος
ⲹⲩⲡⲟⲇⲓⲁⲕⲱⲛ,υποδιακων
ⲹⲩⲡⲟⲑⲉⲥⲓⲥ,υποθεσις
ⲹⲩⲡⲟⲑⲏⲕⲏ,υποθηκη
ⲹⲩⲡⲟⲕⲉιⲙⲉⲛⲟⲥ,υποκειμαι
ⲹⲩⲡⲟⲕⲉⲓⲥⲑⲁⲓ,υποκειμαι
ⲹⲩⲡⲟⲕⲟⲣⲉⲩⲉ,υποκορευω
ⲹⲩⲡⲟⲕⲣⲓⲛⲉ,υποκρινω
ⲹⲩⲡⲟⲕⲣⲓⲥⲓⲥ,υποκρισις
ⲹⲩⲡⲟⲕⲣⲓⲧⲏⲥ,υποκριτης
ⲹⲩⲡⲟⲗⲩⲙⲯⲓⲥ,υπολημψις
ⲹⲩⲡⲟⲙⲓⲛⲉ,υπομενω
ⲹⲩⲡⲟⲙⲛⲏⲙⲁ,υπομνημα
ⲹⲩⲡⲟⲙⲛⲏⲥⲓⲥ,υπομνησις
ⲹⲩⲡⲟⲙⲛⲏⲥⲕⲉ,υπομνησκω
ⲹⲩⲡⲟⲙⲛⲓⲍⲉ,υπομνησκω
ⲹⲩⲡⲟⲙⲟⲛⲏ,υπομονη
ⲹⲩⲡⲟⲡⲟⲇⲓⲟⲛ,υποποδιον
ⲹⲩⲡⲟⲥⲧⲁⲥⲓⲥ,υποστασις
ⲹⲩⲡⲟⲧⲁⲅⲏ,υποταγη
ⲹⲩⲡⲟⲧⲁⲥⲥⲉ,υποτασσω
ⲹⲩⲡⲟⲩⲣⲅⲉⲓ,υπουργεω
ⲹⲩⲡⲟⲩⲣⲅⲓⲁ,υπουργια
ⲹⲩⲡⲟⲩⲣⲅⲓⲥⲑⲉ,υπουργεω
ⲹⲩⲡⲟⲭⲟⲣⲉⲓ,υποχωρεω
ⲹⲩⲡⲱⲣⲁ,υπωρα
ⲹⲩⲡⲱⲣⲁⲟⲛ,υπωρειος
ⲹⲩⲥⲥⲱⲡⲟⲛ,υσσωπον
ⲹⲩⲥⲧⲉⲣⲏⲙⲁ,υστερημα
ⲹⲩⲥⲩⲭⲓⲁ,ησυχια
ⲹⲱⲣⲟⲥⲕⲟⲡⲟⲥ,ωροσκοπος
ⲹⲱⲥ,ως
ⲹⲱⲥⲡⲉⲣ,ωσπερ
ⲹⲱⲥⲧⲉ,ωστε
ⲻⲓⲟⲉⲝⲟⲩⲥⲓⲁ,εξουσια
ⲽⲓⲛⲥ⳨ⲟ︦ⲩ︦,σταυροω
ⲽⲟⲗⲗⲉ,κολλα
ⲿⲁⲑⲩⲥⲓⲥ,διαθεσις
ⲿⲁⲗⲏⲅⲓⲑⲁⲓ,διαλεγω
ⲿⲁⲙⲁⲣⲧⲉⲣⲉ,διαμαρτυρεομαι
ⲿⲕⲛⲉⲩⲉ,δεικνευω
