coptic_lemma,greek_form,count
ⲁⲡⲟⲥⲧⲏⲑⲟⲥ,αποστηθοσ,2
ⲁⲥⲑⲉ,ασθε,2
ⲉⲡⲉⲓⲧⲁⲥⲥⲉ,επειτασσε,2
ⲙⲟⲛⲁⲭⲏ,μοναχη,2
ⲡⲁⲣⲧⲁⲗⲏⲥ,παρταλησ,2
ⲙⲟⲛⲟⲭⲟⲥ,μονοχοσ,2
ⲉⲥⲩⲭⲓⲁ,εσυχια,2
ⲙⲁⲣⲕⲁⲣⲓⲧⲏⲥ,μαρκαριτησ,2
ⲹⲁⲣⲙⲟⲥ,ⲹαρμοσ,2
ⲹⲉⲛⲧⲟⲩ,ⲹεντου,2
ⲁⲛⲁⲗⲏⲯⲓⲥ,αναληψισ,2
ⲡⲉⲣⲁ,περα,2
ⲑⲉⲟⲫⲟⲣⲟⲥ,θεοφοροσ,2
ⲍⲱⲅⲣⲁⲫⲉⲓ,ζωγραφει,2
ⲅⲩⲙⲛⲁⲥⲓⲁ,γυμνασια,2
ⲕⲟⲗⲁⲥⲧⲏⲣⲓⲟⲛ,κολαστηριον,2
ⲁⲑⲗⲏⲥⲓⲥ,αθλησισ,2
ⲑⲁⲣⲓ,θαρι,2
ⲙⲛⲧⲙⲁⲅⲟⲥ,μντμαγοσ,2
ⲕⲧⲓⲥⲓⲥ,κτισισ,2
ⲹⲩⲡⲟⲡⲟⲇⲓⲟⲛ,ⲹυποποδιον,2
ⲅⲓⲅⲁⲥ,γιγασ,2
ⲡⲁⲣⲁⲕⲗⲏⲥⲓⲥ,παρακλησισ,2
ⲥⲱⲣ,σωρ,2
ⲉⲡⲓⲥⲕⲟⲡⲟⲩ,επισκοπου,2
ⲥⲩⲅⲕⲗⲏⲧⲓⲕⲏ,συγκλητικη,2
ⲃⲏⲥⲁⲣⲓⲟⲛ,βησαριον,2
ⲫⲓⲗⲁⲅⲣⲓⲟⲥ,φιλαγριοσ,2
ⲃⲁⲗⲗⲁⲧⲓⲟⲛ,βαλλατιον,2
ⲹⲩⲡⲉⲣⲉⲭⲓⲟⲥ,ⲹυπερεχιοσ,2
ⲿⲛⲧⲟⲗⲏ,ⲿντολη,2
ⲑⲉⲱⲇⲱⲣⲟⲥ,θεωδωροσ,2
ⲹⲉⲛⲁⲧⲟⲛ,ⲹενατον,2
ⲕⲟⲗⲟⲃⲟⲥ,κολοβοσ,2
ⲑⲉⲟⲇⲟⲣⲟⲥ,θεοδοροσ,2
ⲕⲁⲥⲓⲁⲛⲟⲥ,κασιανοσ,2
ⲃⲁⲥⲓⲙⲟⲥ,βασιμοσ,2
ⲙⲛⲧⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ,μντσυνκλητικοσ,2
ⲍⲱⲛⲧ,ζωντ,2
ⲡⲁⲓ,παι,2
ⲫⲣⲟⲛⲧⲓⲍⲉ,φροντιζε,2
ⲑⲉⲱⲫⲓⲗⲟⲥ,θεωφιλοσ,2
ⲡⲁⲡⲁⲥ,παπασ,2
ⲥⲁⲣⲁⲡⲓⲟⲛ,σαραπιον,2
ⲕⲱⲥⲙⲓⲕⲟⲛ,κωσμικον,2
ⲙⲉⲗⲱⲧⲏ,μελωτη,2
ⲁⲣⲥⲉⲛⲓⲟⲥ,αρσενιοσ,2
ⲟⲩⲁ,ουα,2
ⲥⲩⲛⲕⲗⲏⲧⲓⲕⲏ,συνκλητικη,2
ⲉⲩⲭⲁⲣⲓⲥⲧⲁ,ευχαριστα,2
ⲣⲁⲕⲣⲓⲃⲏⲥ,ρακριβησ,2
ⲹⲩⲡⲏⲣⲉⲭⲓⲟⲥ,ⲹυπηρεχιοσ,2
ⲙⲛⲧⲕⲱⲥⲙⲓⲕⲟⲛ,μντκωσμικον,2
ⲡⲁⲣⲓⲅⲟⲣⲓ,παριγορι,2
ⲉⲅⲅⲩⲏ,εγγυη,2
ⲡⲗⲁⲡⲧⲉⲓ,πλαπτει,2
ⲉⲡⲓⲭⲓⲣⲉ,επιχιρε,2
ⲡⲗⲉⲟⲛⲉⲝⲓⲁ,πλεονεξια,2
ⲙⲛⲧⲣⲉⲵⲿⲕⲁⲣⲡⲟⲥ,μντρεⲵⲿκαρποσ,2
ⲕⲉⲛⲟⲇⲟⲝⲓⲁ,κενοδοξια,2
ⲡⲣⲟⲫⲁⲥⲓⲥ,προφασισ,2
ⲳⲉⲧⲧⲉⲗⲟⲥ,ⲳεττελοσ,2
ⲕⲁⲛⲁⲛⲁⲓⲟⲥ,καναναιοσ,2
ⲕⲧⲉⲯⲩⲭⲏ,κτεψυχη,2
ⲟⲡⲧⲉⲩⲉ,οπτευε,2
ⲡⲗⲉⲟⲛⲉⲕⲧⲉ,πλεονεκτε,2
ⲳⲃⲣⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ,ⲳβρκληρονομοσ,2
ⲥⲩⲙⲙⲉⲧⲟⲭⲟⲥ,συμμετοχοσ,2
ⲁⲛⲁⲥⲧⲣⲉⲫⲉ,αναστρεφε,2
ⲁⲧⲡⲁⲣⲁⲓⲧⲉⲓ,ατπαραιτει,2
ⲉⲡⲏⲣⲉⲓⲁ,επηρεια,2
ⲉⲩⲭⲁⲣⲓⲥⲧⲓⲁ,ευχαριστια,2
ⲣⲹⲩⲙⲉⲣⲟⲥ,ρⲹυμεροσ,2
ⲣⲛⲟⲙⲟⲥ,ρνομοσ,2
ⲑⲉⲟⲇⲱⲣⲁ,θεοδωρα,2
ⲡⲣⲱⲧⲱⲛ,πρωτων,2
ⲳⲃⲏⲣⲥⲭⲟⲗⲁⲥⲧⲓⲕⲟⲥ,ⲳβηρσχολαστικοσ,2
ⲉⲡⲉⲓⲑⲩⲙⲓ,επειθυμι,2
ⲥⲭⲟⲗⲁⲥⲧⲓⲕⲏ,σχολαστικη,2
ⲧⲹⲓⲕⲱⲛ,τⲹικων,2
ⲿⲥⲭⲏⲙⲁ,ⲿσχημα,2
ⲁⲣⲭⲏⲙⲁⲛⲧⲣⲓⲧⲏⲥ,αρχημαντριτησ,2
ⲁⲛⲑⲉⲙⲓⲟⲥ,ανθεμιοσ,2
ⲇⲣⲁⲙⲁ,δραμα,2
ⲉⲣⲉ,ερε,2
ⲣⲉⲵⲇⲟⲅⲙⲁⲧⲓⲍⲉ,ρεⲵδογματιζε,2
ⲣⲉⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ,ρενδαιμωνιον,2
ⲹⲩⲗⲟⲥ,ⲹυλοσ,2
ⲉⲝⲹⲟⲙⲟⲗⲟⲅⲏⲥⲓⲥ,εξⲹομολογησισ,2
ⲕⲏⲣⲩⲅⲙⲁ,κηρυγμα,2
ⲭⲣⲉⲓⲥⲧⲓⲁⲛⲟⲥ,χρειστιανοσ,2
ⲙⲛⲧⲗⲏⲥⲧⲏⲥ,μντληστησ,2
ⲡⲟⲛⲏⲣⲉⲩⲉ,πονηρευε,2
ⲡⲁⲣⲁⲇⲓⲅⲙⲁⲧⲓⲍⲉ,παραδιγματιζε,2
ⲙⲁⲅⲉⲓⲣⲟⲥ,μαγειροσ,2
ⲽⲛⲉⲓⲇⲱⲗⲟⲛ,ⲽνειδωλον,2
ⲉⲩⲣⲓⲡⲟⲥ,ευριποσ,2
ⲉⲡⲟⲓⲕⲓⲟⲛ,εποικιον,2
ⲙⲛⲧⲁⲡⲟⲥⲧⲟⲥ,μνταποστοσ,2
ⲟⲣⲭⲉ,ορχε,2
ⲥⲡⲉⲕⲟⲩⲗⲁⲧⲱⲣ,σπεκουλατωρ,2
ⲁⲡⲟⲥⲧⲁⲥⲥⲉ,αποστασσε,2
ⲃⲁⲥⲕⲁⲛⲟⲥ,βασκανοσ,2
ⲙⲉⲥⲟⲩⲁⲫⲓ,μεσουαφι,2
ⲕⲁⲉⲡⲓⲥⲧⲏⲙⲏ,καεπιστημη,2
ⲙⲛⲧⲣⲉⲵⲹⲉⲧⲃⲯⲩⲭⲏ,μντρεⲵⲹετβψυχη,2
ⲹⲓⲗⲗⲁⲣⲓⲁ,ⲹιλλαρια,2
ⲍⲏⲛⲱⲛ,ζηνων,2
ⲕⲁⲧⲁⲅⲁⲓⲟⲛ,καταγαιον,2
ⲥⲩⲛⲍⲏⲧⲏⲧⲏⲥ,συνζητητησ,2
ⲻⲓⲥⲱⲙⲁ,ⲻισωμα,2
ⲕⲁⲡⲁⲣⲛⲁⲟⲩⲙ,καπαρναουμ,2
ⲅⲉⲣⲁⲥⲏⲛⲟⲥ,γερασηνοσ,2
ⲉⲡⲓⲑⲁⲛⲁⲧⲏⲥ,επιθανατησ,2
ⲳⲁⲹⲣⲁⲓ,ⲳαⲹραι,2
ⲡⲉⲣⲓⲕⲁⲑⲁⲣⲙⲁ,περικαθαρμα,2
ⲡⲁⲓⲇⲁⲅⲱⲅⲟⲥ,παιδαγωγοσ,2
ⲣⲉⲵⲹⲱⲥ,ρεⲵⲹωσ,2
ⲹⲩⲗⲓⲕⲟⲥ,ⲹυλικοσ,2
ⲛⲟⲏⲧⲏ,νοητη,2
ⲁⲧⲉⲡⲓⲥⲕⲟⲡⲟⲥ,ατεπισκοποσ,2
ⲫⲩⲗⲟⲡⲟⲛⲟⲥ,φυλοπονοσ,2
ⲉⲝⲏⲅⲉⲥⲑⲁⲓ,εξηγεσθαι,2
ⲗⲉⲓⲧⲟⲩⲣⲅⲓⲁ,λειτουργια,2
ⲥⲉ,σε,2
ⲕⲁⲫⲁⲣⲛⲁⲟⲩⲙ,καφαρναουμ,2
ⲗⲉⲟⲩⲉⲓ,λεουει,2
ⲁⲗⲫⲁⲓⲟⲥ,αλφαιοσ,2
ⲁⲣⲭⲓⲧⲗⲕⲹⲙⲥ,αρχιτλκⲹμσ,2
ⲫⲁⲣⲣⲓⲥⲁⲓⲟⲥ,φαρρισαιοσ,2
ⲁⲣⲭⲓⲧⲉⲕⲧⲱⲛ,αρχιτεκτων,2
ⲧⲁⲩⲉⲕⲁⲣⲡⲟⲥ,ταυεκαρποσ,2
ⲕⲁⲡⲓⲥⲧⲓⲥ,καπιστισ,2
ⲇⲟⲅⲙⲁⲧⲓⲍⲉ,δογματιζε,2
ⲽⲛⲭⲣⲏⲙⲁ,ⲽνχρημα,2
ⲃⲁⲩⲕⲁⲗⲓⲟⲛ,βαυκαλιον,2
ⲧⲁⲗⲉⲑⲩⲥⲓⲁ,ταλεθυσια,2
ⲁⲡⲟⲇⲏⲙⲓⲁ,αποδημια,2
ⲉⲡⲉⲓⲑⲩⲙⲓⲁ,επειθυμια,2
ⲹⲏⲗⲓⲕⲓⲁ,ⲹηλικια,2
ⲡⲁⲣⲁⲫⲩⲥⲓⲛ,παραφυσιν,2
ⲥⲡⲟⲩⲇⲁⲓⲟⲥ,σπουδαιοσ,2
ⲹⲉⲧⲁⲍⲉ,ⲹεταζε,2
ⲱⲫⲉⲗⲓⲁ,ωφελια,2
ⲡⲁⲣⲑⲉⲛⲓⲕⲟⲛ,παρθενικον,2
ⲙⲛⲧⲕⲁⲕⲟⲩⲣⲅⲟⲥ,μντκακουργοσ,2
ⲉⲩⲕⲁⲓⲣⲓⲁ,ευκαιρια,2
ⲙⲉⲗⲏⲧⲁ,μελητα,2
ⲣⲉⲵⲧⲟⲩⲻⲉⲯⲩⲭⲏ,ρεⲵτουⲻεψυχη,2
ⲗⲓⲙⲏⲛ,λιμην,2
ⲥⲕⲟⲡⲧⲉⲓ,σκοπτει,2
ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓⲁ,κληρονομεια,2
ⲡⲱⲧⲏⲣⲓⲟⲛ,πωτηριον,2
ⲛⲉⲩⲣⲟⲛ,νευρον,2
ⲣⲟⲣⲫⲁⲛⲟⲥ,ρορφανοσ,2
ⲇⲓⲇⲁⲥⲕⲁⲗⲱⲥ,διδασκαλωσ,2
ⲡⲣⲟⲉⲥⲧⲟⲥ,προεστοσ,2
ⲇⲩⲙⲟⲥ,δυμοσ,2
ⲥⲱⲙⲁⲿⲕⲟⲛ,σωμαⲿκον,2
ⲇⲓⲁⲧⲟⲭⲟⲥ,διατοχοσ,2
ⲣⲥⲡⲟⲩⲇⲏ,ρσπουδη,2
ⲡⲉⲝⲩⲗⲓⲕⲟⲛ,πεξυλικον,2
ⲡⲁⲧⲣⲓⲕⲓⲟⲥ,πατρικιοσ,2
ⲇⲓⲁⲡⲉⲣⲁ,διαπερα,2
ⲗⲉⲩⲕⲱⲙⲁ,λευκωμα,2
ⲡⲁⲣⲹⲏⲥⲓⲁⲍⲉ,παρⲹησιαζε,2
ⲹⲉⲑⲟⲥ,ⲹεθοσ,2
ⲯⲩⲫⲓⲥⲙⲁ,ψυφισμα,2
ⲁⲇⲓⲕⲟⲛ,αδικον,2
ⲇⲉⲩⲧⲉⲣⲟⲛⲟⲙⲓⲟⲛ,δευτερονομιον,2
ⲗⲟⲅⲓⲕⲟⲥ,λογικοσ,2
ⲉⲡⲓⲥⲕⲟⲡⲓⲟⲛ,επισκοπιον,2
ⲥⲩⲛⲅⲣⲁⲫⲉⲩⲥ,συνγραφευσ,2
ⲗⲁⲙⲡⲣⲟⲥ,λαμπροσ,2
ⲇⲓⲁⲗⲟⲅⲟⲥ,διαλογοσ,2
ⲭⲣⲏⲥⲓⲙⲟⲛ,χρησιμον,2
ⲭⲓⲣⲟⲅⲣⲁⲫⲟⲛ,χιρογραφον,2
ⲹⲓⲥⲁⲅⲅⲉⲗⲟⲥ,ⲹισαγγελοσ,2
ⲫⲩⲗⲁⲕⲧⲏⲣⲓⲟⲛ,φυλακτηριον,2
ⲑⲩⲙⲟⲥ,θυμοσ,2
ⲭⲣⲩⲥⲟⲗⲓⲛⲑⲟⲥ,χρυσολινθοσ,2
ⲥⲟⲩⲻⲟⲩⲧⲏ,σουⲻουτη,2
ⲁⲗⲏⲑⲟⲥ,αληθοσ,2
ⲁⲕⲁⲕⲓⲟⲥ,ακακιοσ,2
ⲕⲁⲕⲟⲥ,κακοσ,2
ⲕⲟⲓⲛⲟⲛⲟⲥ,κοινονοσ,2
ⲇⲓⲟⲓⲕⲉⲓ,διοικει,2
ⲅⲁⲗⲓⲗⲁⲓⲟⲥ,γαλιλαιοσ,2
ⲡⲗⲁⲿⲁ,πλαⲿα,2
ⲉⲝⲟⲣⲅⲓⲥⲧⲏⲥ,εξοργιστησ,2
ⲉⲝⲏⲅⲏⲥⲓⲥ,εξηγησισ,2
ⲹⲩⲇⲁⲛⲉ,ⲹυδανε,2
ⲙⲛⲧⲉⲩⲅⲉⲛⲏⲥ,μντευγενησ,2
ⲙⲩⲗⲟⲛ,μυλον,2
ⲕⲉ,κε,2
ⲁⲣⲭⲏⲇⲉⲕⲧⲱⲛ,αρχηδεκτων,2
ⲟⲙⲟⲟⲩⲥⲓⲟⲥ,ομοουσιοσ,2
ⲟⲙⲟⲟⲩⲥⲓⲁ,ομοουσια,2
ⲣⲁⲥⲕⲓⲛ,ρασκιν,2
ⲉⲣⲙⲁⲓⲹⲩⲗⲏ,ερμαιⲹυλη,2
ⲙⲁⲓⲁⲣⲭⲱⲛ,μαιαρχων,2
ⲥⲭⲓⲥⲙⲁⲧⲓⲕⲟⲥ,σχισματικοσ,2
ⲙⲉⲥⲟⲡⲟⲧⲟⲙⲓⲁ,μεσοποτομια,2
ⲹⲟⲩⲟⲭⲣⲓⲁ,ⲹουοχρια,2
ⲙⲁⲓⲭⲣⲓⲥⲧⲟⲥ,μαιχριστοσ,2
ⲓⲇⲓⲱⲧⲏⲥ,ιδιωτησ,2
ⲙⲉⲧⲡⲉⲣⲓⲉⲣⲅⲟⲥ,μετπεριεργοσ,2
ⲧⲁⲣⲥⲟⲥ,ταρσοσ,2
ⲉⲣⲑⲁⲣⲣⲓⲛ,ερθαρριν,2
ⲙⲉⲧⲁⲧⲿⲁⲕⲣⲓⲥⲓⲥ,μετατⲿακρισισ,2
ⲡⲩⲑⲁⲅⲟⲣⲁⲥ,πυθαγορασ,2
ⲡⲗⲁⲧⲱⲛ,πλατων,2
ⲉⲛⲕⲣⲁⲧⲓⲁ,ενκρατια,2
ⲉⲩⲃⲗⲁⲥⲫⲏⲙⲓⲁ,ευβλασφημια,2
ⲹⲓⲇⲁⲓⲙⲱⲛ,ⲹιδαιμων,2
ⲁⲣⲓⲧⲓⲙⲁⲛ,αριτιμαν,2
ⲹⲓⲇⲉⲙⲱⲛ,ⲹιδεμων,2
ⲹⲩⲥⲧⲟⲣⲓⲛ,ⲹυστοριν,2
ⲉⲣⲉⲛⲉⲣⲅⲓⲛ,ερενεργιν,2
ⲉⲣⲭⲣⲉⲱⲥⲧⲓⲛ,ερχρεωστιν,2
ⲥⲕⲉⲡⲓ,σκεπι,2
ⲥⲩⲛⲫⲱⲛⲓⲛ,συνφωνιν,2
ⲁⲛⲁⲭⲱⲣⲏⲥⲓⲥ,αναχωρησισ,2
ⲉⲛⲓⲱⲭⲟⲥ,ενιωχοσ,2
ⲥⲡⲟⲩⲇⲉⲟⲥ,σπουδεοσ,2
ⲉⲝⲏⲅⲓⲥⲓⲥ,εξηγισισ,2
ⲙⲟⲩⲛⲁⲭⲟⲥ,μουναχοσ,2
ⲙⲉⲧⲙⲟⲩⲛⲁⲭⲟⲥ,μετμουναχοσ,2
ⲡⲟⲗⲉⲧⲓⲁ,πολετια,2
ⲉⲣⲑⲉⲟⲣⲓⲛ,ερθεοριν,2
ⲇⲱⲣⲟⲥ,δωροσ,2
ⲑⲉⲣⲙⲏⲥⲓ,θερμησι,2
ⲹⲓⲫⲱⲛⲏ,ⲹιφωνη,2
ⲙⲟⲛⲥⲧⲏⲣⲓⲟⲛ,μονστηριον,2
ⲉⲣⲉⲡⲓⲃⲟⲩⲗⲉⲩⲓⲛ,ερεπιβουλευιν,2
ⲹⲁⲗⲁⲕ,ⲹαλακ,2
ⲻⲉⲙⲉⲩⲕⲉⲣⲓⲁ,ⲻεμευκερια,2
ⲉⲣⲥⲩⲛⲕⲣⲓⲛⲓⲛ,ερσυνκρινιν,2
ⲡⲛⲁⲧⲓⲕⲟⲥ,πνατικοσ,2
ⲻⲓⲛⲑⲣⲉⲡⲓⲁⲥⲉⲃⲏⲥ,ⲻινθρεπιασεβησ,2
ⲹⲓⲥⲧⲟⲣⲉⲓⲛ,ⲹιστορειν,2
ⲹⲟⲥⲓⲱⲧⲁⲧⲟⲥ,ⲹοσιωτατοσ,2
ⲉⲡⲓⲥⲕⲡⲟⲥ,επισκποσ,2
ⲡⲛⲉⲩⲙⲁⲧⲟⲫⲟⲣⲟⲥ,πνευματοφοροσ,2
ⲕⲟⲗⲩⲃⲏⲑⲣⲁ,κολυβηθρα,2
ⲧⲣⲓⲁⲉ,τριαε,2
ⲟⲙⲟⲟⲩⲉⲓⲟⲉ,ομοουειοε,2
ⲡⲣⲟⲫⲏⲧⲓⲕⲟⲛ,προφητικον,2
ⲙⲁⲑⲏⲙⲁ,μαθημα,2
ⲁⲡⲟⲥⲧⲏⲑⲏⲥ,αποστηθησ,2
ⲉⲣⲛⲏⲥⲧⲉⲩⲉⲓⲛ,ερνηστευειν,2
ⲉⲣⲥⲧⲁⲩⲣⲱⲛⲉⲓⲛ,ερσταυρωνειν,2
ⲉⲣⲇⲟⲕⲓⲙⲁⲍⲉⲓⲛ,ερδοκιμαζειν,2
ⲉⲣⲕⲟⲥⲙⲉⲓⲛ,ερκοσμειν,2
ⲉⲣⲁⲡⲟⲧⲁⲍⲉⲥⲑⲁⲓ,εραποταζεσθαι,2
ⲿⲉⲛⲧⲟⲗⲏ,ⲿεντολη,2
ⲡⲁⲣⲹⲟⲩⲥⲓⲁ,παρⲹουσια,2
ⲉⲛⲉⲣⲅⲏⲙⲁ,ενεργημα,2
ⲁⲣⲭⲓ,αρχι,2
ⲟⲗⲟⲕⲁⲩⲧⲱⲙⲁ,ολοκαυτωμα,2
ⲉⲣⲁⲡⲟⲗⲁⲩⲓⲛ,εραπολαυιν,2
ⲉⲣⲥⲫⲣⲁⲅⲓⲍⲓⲛ,ερσφραγιζιν,2
ⲟⲙⲟⲓⲱⲥ,ομοιωσ,2
ⲉⲱⲛ,εων,2
ⲁⲅⲓⲁ,αγια,2
ⲉⲣⲁⲡⲟⲥⲧⲟⲗⲟⲥ,εραποστολοσ,2
ⲉⲣⲡⲣⲟⲫⲏⲧⲏⲥ,ερπροφητησ,2
ⲉⲣⲡⲉⲣⲡⲉⲣⲟⲥ,ερπερπεροσ,2
ⲉⲣⲭⲣⲟⲛⲟⲥ,ερχρονοσ,2
ⲁⲧⲯⲩⲭⲏ,ατψυχη,2
ⲙⲛⲧⲙⲁⲓⲭⲣⲏⲙⲁ,μντμαιχρημα,2
ⲙⲛⲧⲁⲩⲑⲁⲇⲏⲥ,μνταυθαδησ,2
ⲙⲁⲓⲗⲟⲅⲟⲥ,μαιλογοσ,2
ⲙⲛⲧⲗⲁⲙⲡⲣⲟⲥ,μντλαμπροσ,2
ⲁⲕⲁⲛⲁⲕⲧⲉⲓ,ακανακτει,2
ⲣⲉⲵⲿⲕⲁⲣⲡⲟⲥ,ρεⲵⲿκαρποσ,2
ⲇⲓⲟⲓⲕⲏⲧⲏⲥ,διοικητησ,2
ⲹⲁⲗⲏⲥⲓⲥ,ⲹαλησισ,2
ⲙⲛⲧⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ,μντταλαιπωροσ,2
ⲥⲁⲣⲁⲕⲏⲛⲟⲥ,σαρακηνοσ,2
ⲡⲉⲣⲥⲏⲥ,περσησ,2
ⲉⲣⲹⲉⲓⲣⲏⲛⲏ,ερⲹειρηνη,2
ⲅⲛⲏⲥⲓⲟⲥ,γνησιοσ,2
ⲉⲣⲑⲉⲱⲣⲉⲓⲛ,ερθεωρειν,2
ⲱⲣⲓⲱⲛ,ωριων,2
ⲇⲓⲁⲇⲟⲭⲟⲥ,διαδοχοσ,2
ⲙⲉⲧⲡⲁⲣⲁⲛⲟⲙⲟⲥ,μετπαρανομοσ,2
ⲉⲣⲭⲉⲓⲣⲟⲧⲟⲛⲉⲓⲛ,ερχειροτονειν,2
ⲁⲡⲟⲕⲣⲓⲧⲏⲥ,αποκριτησ,2
ⲁⲡⲟⲥⲧⲟⲗⲓⲕⲟⲛ,αποστολικον,2
ⲁⲕⲙⲏⲛ,ακμην,2
ⲥⲫⲉⲛⲇⲟⲛⲏ,σφενδονη,2
ⲥⲓⲣⲟⲙⲁⲥⲧⲏⲥ,σιρομαστησ,2
ⲡⲁⲣⲁⲧⲓⲅⲙⲁ,παρατιγμα,2
ⲫⲁⲥⲅⲓⲁ,φασγια,2
ⲁⲑⲁⲛⲁⲧⲟⲥ,αθανατοσ,2
ⲍⲱⲏ,ζωη,2
ⲑⲣⲓⲥⲕⲓⲁ,θρισκια,2
ⲹⲟⲣⲓⲍⲉ,ⲹοριζε,2
ⲡⲗⲁⲕⲏⲇⲁⲥ,πλακηδασ,2
ⲧⲣⲁⲓⲛⲟⲥ,τραινοσ,2
ⲙⲏⲭⲁⲛⲏ,μηχανη,2
ⲡⲁⲛⲟⲡⲟⲗⲓⲥ,πανοπολισ,2
ⲧⲏⲡⲟⲥ,τηποσ,2
ⲁⲩⲧⲟⲅⲉⲛⲏⲥ,αυτογενησ,2
ⲙⲛⲧⲉ,μντε,2
ⲣⲙⲛⲕⲟⲥⲙⲟⲥ,ρμνκοσμοσ,2
ⲿⲉⲝⲟⲩⲥⲓⲁ,ⲿεξουσια,2
ⲡⲣⲟⲃⲟⲗⲏ,προβολη,2
ⲧⲉⲗⲉⲓⲟⲛ,τελειον,2
ⲙⲛⲧⲁⲕⲣⲓⲃⲏⲥ,μντακριβησ,2
ⲹⲩⲗⲓⲕⲏ,ⲹυλικη,2
ⲣⲉⲵⲕⲁⲧⲁⲗⲁⲗⲓ,ρεⲵκαταλαλι,2
ⲁⲕⲟⲗⲟⲩⲑⲉⲓ,ακολουθει,2
ⲹⲟⲣⲟⲥ,ⲹοροσ,2
ⲧⲉⲩⲭⲟⲥ,τευχοσ,2
ⲙⲉⲧⲟⲭⲟⲥ,μετοχοσ,2
ⲫⲣⲁⲅⲓⲍⲉ,φραγιζε,2
ⲙⲉⲧⲁⲅⲅⲓⲥⲙⲟⲥ,μεταγγισμοσ,2
ⲁⲭⲱⲣⲏⲧⲟⲛ,αχωρητον,2
ⲧⲣⲓⲡⲛⲉⲩⲙⲁⲧⲟⲥ,τριπνευματοσ,2
ⲙⲛⲧⲡⲟⲛⲏⲣⲟⲥ,μντπονηροσ,2
ⲣⲕⲁⲕⲉ,ρκακε,2
ⲭⲁⲛⲁⲛⲁⲓⲟⲥ,χαναναιοσ,2
ⲉⲩⲅⲉⲣⲓⲁ,ευγερια,2
ⲳⲣⲡⲥⲩⲙⲁⲛⲉ,ⲳρπσυμανε,2
ⲛⲟⲉⲓⲛ,νοειν,2
ⲁⲛⲁⲗⲩⲙⲯⲓⲥ,αναλυμψισ,2
ⲁⲕⲉⲣⲁⲓⲟⲥ,ακεραιοσ,2
ⲕⲁⲥⲕⲁⲛⲇⲁⲗⲟⲛ,κασκανδαλον,2
ⲿⲉⲗⲉⲏⲙⲟⲥⲩⲛⲏ,ⲿελεημοσυνη,2
ⲫⲟⲣⲧⲓⲟⲛ,φορτιον,2
ⲣⲡⲉⲓⲣⲁⲍⲉ,ρπειραζε,2
ⲟⲩⲭ,ουχ,2
ⲙⲟⲩⲥⲓⲕⲟⲛ,μουσικον,2
ⲡⲁⲣⲁⲙⲩⲑⲓⲍⲉ,παραμυθιζε,2
ⲡⲣⲟⲥⲇⲟⲕⲓⲁ,προσδοκια,2
ⲃⲟⲩⲛⲟⲥ,βουνοσ,2
ⲙⲛⲧⲡⲣⲟⲫⲏⲧⲏⲥ,μντπροφητησ,2
ⲕⲁⲡⲏⲗⲟⲥ,καπηλοσ,2
ⲥⲡⲁⲧⲁⲗⲁ,σπαταλα,2
ⲙⲛⲧⲁⲛⲁⲓⲥⲑⲏⲧⲟⲥ,μνταναισθητοσ,2
ⲧⲱⲧⲥ,τωτσ,2
ⲕⲁⲥⲓⲁ,κασια,2
ⲙⲉⲧⲁⲃⲟⲗⲟⲥ,μεταβολοσ,2
ⲉⲣⲉⲙⲓⲁ,ερεμια,2
ⲙⲉⲧⲁⲙⲉⲗⲏⲥ,μεταμελησ,2
ⲗⲉⲩⲕⲏ,λευκη,2
ⲟⲭⲗⲟⲥ,οχλοσ,2
ⲙⲁⲅⲓⲣⲟⲥ,μαγιροσ,2
ⲉⲑⲁⲣⲥⲓⲥ,εθαρσισ,2
ⲭⲓⲣⲟⲇⲟⲛⲓⲁ,χιροδονια,2
ⲕⲓⲇⲁⲣⲓⲥ,κιδαρισ,2
ⲥⲁⲣⲇⲓⲟⲛ,σαρδιον,2
ⲥⲧⲓⲭⲟⲥ,στιχοσ,2
ⲫⲟⲓⲛⲓⲝ,φοινιξ,2
ⲙⲉⲧⲁ,μετα,2
ⲡⲁⲧⲣⲓⲁ,πατρια,2
ⲛⲁⲟⲥ,ναοσ,2
ⲙⲉⲗⲓ,μελι,2
ⲙⲉⲧⲁⲣⲭⲓⲧⲉⲕ,μεταρχιτεκ,2
ⲥⲡⲉⲗⲉⲟⲛ,σπελεον,2
ⲵⲣⲟⲩⲭⲟⲥ,ⲵρουχοσ,2
ⲕⲣⲓⲧⲏⲣⲓⲟⲛ,κριτηριον,2
ⲕⲩⲣⲝ,κυρξ,2
ⲕⲟⲛⲇⲣⲁⲛⲧⲏⲥ,κονδραντησ,2
ⲉⲣⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ,ερκληρονομοσ,2
ⲉⲣⲁⲕⲟⲗⲟⲩⲑⲓⲛ,ερακολουθιν,2
ⲉⲡⲱⲣⲁ,επωρα,2
ⲇⲓⲁⲕⲣⲏⲥⲓⲥ,διακρησισ,2
