coptic_lemma,greek_form,count
ⲕⲉⲫⲁⲗⲏ,κεφαλη,9
ⲇⲉⲕⲁⲛⲟⲥ,δεκανοσ,9
ⲁⲫⲣⲟⲇⲓⲧⲏ,αφροδιτη,9
ⲛⲟⲙⲓⲕⲟⲥ,νομικοσ,9
ⲉⲡⲓⲅⲣⲁⲫⲏ,επιγραφη,9
ⲗⲏⲙⲙⲁ,λημμα,9
ⲗⲁⲩⲣⲁ,λαυρα,9
ⲫⲩⲗⲓⲝ,φυλιξ,9
ⲡⲟⲗⲉⲙⲓⲕⲟⲛ,πολεμικον,8
ⲃⲗⲁⲡⲧⲉⲓ,βλαπτει,8
ⲁⲡⲟⲥⲧⲁⲧⲏⲥ,αποστατησ,8
ⲙⲁⲗⲁⲕⲟⲥ,μαλακοσ,8
ⲭⲁⲗⲓⲛⲟⲥ,χαλινοσ,8
ⲧⲉⲱⲥ,τεωσ,8
ⲁⲣⲭⲏⲇⲓⲁⲕⲟⲛⲟⲥ,αρχηδιακονοσ,8
ⲫⲱⲣⲉⲓ,φωρει,8
ⲿⲁⲅⲁⲡⲏ,ⲿαγαπη,8
ⲙⲛⲧⲏ,μντη,8
ⲥⲱⲙⲁⲧⲓⲕⲟⲛ,σωματικον,8
ⲥⲟⲩⲇⲁⲣⲓⲟⲛ,σουδαριον,8
ⲉⲣⲏⲙⲓⲁ,ερημια,8
ⲇⲓⲱⲕⲉⲓ,διωκει,8
ⲉⲡⲟⲩⲣⲁⲛⲓⲟⲛ,επουρανιον,8
ⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ,συμβουλευε,8
ⲕⲩⲣⲓⲝ,κυριξ,8
ⲡⲁⲣⲁⲓⲧⲉⲓ,παραιτει,8
ⲕⲁⲧⲏⲅⲟⲣⲓⲁ,κατηγορια,8
ⲕⲟⲥⲙⲟⲕⲣⲁⲧⲱⲣ,κοσμοκρατωρ,8
ⲹⲉⲣⲙⲏⲛⲉⲩⲉ,ⲹερμηνευε,8
ⲇⲓⲁⲕⲟⲛⲓⲧⲏⲥ,διακονιτησ,8
ⲧⲁⲗⲉⲇⲱⲣⲟⲛ,ταλεδωρον,8
ⲙⲉⲅⲓⲥⲧⲁⲛⲟⲥ,μεγιστανοσ,8
ⲉⲩⲁⲅⲅⲉⲗⲓⲍⲉ,ευαγγελιζε,8
ⲕⲟⲥⲙⲓⲕⲟⲛ,κοσμικον,8
ⲁⲣⲭⲓⲥⲩⲛⲁⲅⲱⲅⲟⲥ,αρχισυναγωγοσ,8
ⲑⲁⲗⲗⲁⲥⲥⲁ,θαλλασσα,8
ⲫⲓⲗⲟⲛⲓⲟⲛ,φιλονιον,8
ⲧⲉⲗⲱⲛⲓⲟⲛ,τελωνιον,8
ⲥⲩⲙⲫⲱⲛⲉⲓ,συμφωνει,8
ⲙⲉⲧⲉⲭⲉ,μετεχε,8
ⲧⲣⲩⲫⲏ,τρυφη,8
ⲁⲡⲉⲓⲗⲉ,απειλε,8
ⲟⲣⲑⲟⲇⲟⲝⲟⲥ,ορθοδοξοσ,8
ⲙⲛⲧⲉⲡⲓⲥⲕⲟⲡⲟⲥ,μντεπισκοποσ,8
ⲉⲩⲗⲟⲅⲓⲁ,ευλογια,8
ⲇⲓⲕⲁⲥⲧⲏⲥ,δικαστησ,8
ⲡⲣⲟⲹⲉⲣⲉⲥⲓⲥ,προⲹερεσισ,8
ⲡⲣⲟⲕⲟⲡⲏ,προκοπη,8
ⲇⲁⲛⲓⲥⲧⲏⲥ,δανιστησ,8
ⲉⲣⲙⲉⲗⲓⲛ,ερμελιν,8
ⲥⲩⲛⲟⲩⲥⲓⲁ,συνουσια,8
ⲍⲏⲧⲏⲙⲁ,ζητημα,8
ⲅⲁⲗⲁⲧⲓⲁ,γαλατια,8
ⲕⲱⲥⲧⲁⲛⲧⲓⲛⲟⲩⲡⲟⲗⲓⲥ,κωσταντινουπολισ,8
ⲥⲁⲧⲉⲉⲣⲉ,σατεερε,8
ⲁⲛⲧⲓⲇⲓⲕⲟⲥ,αντιδικοσ,8
ⲡⲁⲣⲁⲑⲏⲕⲏ,παραθηκη,8
ⲡⲁⲗⲗⲁⲕⲏ,παλλακη,8
ⲑⲁⲣⲥⲓⲥ,θαρσισ,8
ⲹⲩⲇⲟⲛⲏ,ⲹυδονη,8
ⲡⲟⲗⲏⲿⲁ,ποληⲿα,8
ⲡⲣⲟⲛⲟⲓⲁ,προνοια,7
ⲉⲑⲟⲥ,εθοσ,7
ⲕⲁⲧⲁⲣⲅⲉⲓ,καταργει,7
ⲑⲁⲣⲉⲓ,θαρει,7
ⲛⲩⲙⲫⲱⲛ,νυμφων,7
ⲥⲩⲛⲹⲓⲥⲧⲁ,συνⲹιστα,7
ⲥⲉⲙⲛⲟⲥ,σεμνοσ,7
ⲕⲓⲑⲁⲣⲁ,κιθαρα,7
ⲡⲟⲧⲏⲣⲓⲟⲛ,ποτηριον,7
ⲕⲁⲗⲟⲥ,καλοσ,7
ⲁⲡⲉⲣⲁⲛⲧⲟⲛ,απεραντον,7
ⲉⲕⲥⲧⲁⲥⲓⲥ,εκστασισ,7
ⲁⲛⲁⲅⲛⲱⲥⲧⲏⲥ,αναγνωστησ,7
ⲹⲣⲱⲙⲁⲛⲓⲁ,ⲹρωμανια,7
ⲉⲝⲉⲧⲁⲍⲉ,εξεταζε,7
ⲡⲁⲣⲁⲅⲅⲉⲓⲗⲉ,παραγγειλε,7
ⲣⲑⲩⲥⲓⲁ,ρθυσια,7
ⲣⲙⲁⲑⲏⲧⲏⲥ,ρμαθητησ,7
ⲁⲗⲏⲑⲓⲛⲟⲛ,αληθινον,7
ⲕⲁⲧⲁⲛⲧⲁ,καταντα,7
ⲗⲓⲧⲟⲩⲣⲅⲓⲁ,λιτουργια,7
ⲡⲁⲣⲁⲛⲟⲙⲓⲁ,παρανομια,7
ⲕⲉⲣⲁ,κερα,7
ⲉⲡⲓⲃⲟⲩⲗⲉⲩⲉ,επιβουλευε,7
ⲙⲛⲧⲁⲡⲟⲥⲧⲟⲗⲟⲥ,μνταποστολοσ,7
ⲁⲣⲭⲁⲓⲟⲛ,αρχαιον,7
ⲽⲛⲭⲁⲣⲓⲥ,ⲽνχαρισ,7
ⲁⲡⲉⲓⲗⲉⲓ,απειλει,7
ⲡⲁⲛⲟⲩⲣⲅⲓⲁ,πανουργια,7
ⲹⲓⲉⲣⲁⲝ,ⲹιεραξ,7
ⲭⲗⲟⲏ,χλοη,7
ⲗⲉⲅⲓⲱⲛ,λεγιων,7
ⲙⲛⲧⲡⲁⲣⲑⲉⲛⲟⲥ,μντπαρθενοσ,7
ⲁⲡⲟⲑⲩⲕⲏ,αποθυκη,7
ⲙⲉⲣⲕⲟⲩⲣⲓⲟⲥ,μερκουριοσ,7
ⲫⲁⲛⲟⲥ,φανοσ,7
ⲡⲣⲟⲥⲉⲭⲉ,προσεχε,7
ⲫⲓⲗⲟⲥⲟⲫⲟⲥ,φιλοσοφοσ,7
ⲥⲩⲙⲫⲱⲛⲓⲁ,συμφωνια,7
ⲁⲣⲁⲃⲟⲥ,αραβοσ,7
ⲟⲯⲱⲛⲓⲟⲛ,οψωνιον,7
ⲙⲉⲧⲉⲡⲓⲥⲕⲟⲡⲟⲥ,μετεπισκοποσ,7
ⲉⲝⲉⲥⲧⲓⲛ,εξεστιν,7
ⲉⲣⲁⲡⲟⲧⲁⲍⲉⲥⲑⲉ,εραποταζεσθε,7
ⲇⲓⲕⲁⲓⲱⲥ,δικαιωσ,7
ⲧⲁⲣⲧⲁⲣⲟⲥ,ταρταροσ,7
ⲃⲁⲑⲟⲥ,βαθοσ,7
ⲫⲁⲛⲉⲣⲱⲥ,φανερωσ,7
ⲡⲁⲣⲁⲇⲓⲅⲙⲁ,παραδιγμα,7
ⲭⲟⲩⲥ,χουσ,7
ⲁⲛⲧⲓⲟⲭⲓⲁ,αντιοχια,7
ⲧⲟⲙⲟⲥ,τομοσ,7
ⲗⲉⲃⲏⲥ,λεβησ,7
ⲙⲏⲇⲟⲥ,μηδοσ,7
ⲓⲁⲥⲡⲓⲥ,ιασπισ,7
ⲟⲩⲗⲏ,ουλη,7
ⲙⲉⲥⲓⲧⲏⲥ,μεσιτησ,7
ⲉⲣⲇⲓⲁⲕⲱⲛ,ερδιακων,7
ⲗⲟⲅⲅⲓⲛⲟⲥ,λογγινοσ,7
ⲍⲱⲛⲏ,ζωνη,6
ⲡⲁⲣⲁⲫⲩⲥⲓⲥ,παραφυσισ,6
ⲧⲉⲓⲣⲏⲛⲏ,τειρηνη,6
ⲹⲁⲙⲟⲓ,ⲹαμοι,6
ⲑⲁⲩⲙⲁⲍⲉ,θαυμαζε,6
ⲱⲱ,ωω,6
ⲁⲛⲹⲟⲗⲟⲙⲁ,ανⲹολομα,6
ⲃⲁⲥⲓⲗⲓⲕⲟⲛ,βασιλικον,6
ⲡⲣⲟⲥⲕⲩⲛⲉⲓ,προσκυνει,6
ⲡⲛⲟⲏ,πνοη,6
ⲟⲣⲇⲓⲛⲟⲛ,ορδινον,6
ⲹⲣⲁⲃⲇⲟⲥ,ⲹραβδοσ,6
ⲡⲣⲟⲥⲧⲁⲥⲓⲁ,προστασια,6
ⲹⲉⲓⲕⲱⲛ,ⲹεικων,6
ⲹⲣⲏⲧⲟⲛ,ⲹρητον,6
ⲁⲡⲟⲧ,αποτ,6
ⲕⲁⲧⲁⲝⲓⲟⲩ,καταξιου,6
ⲡⲣⲉⲥⲃⲉⲓⲁ,πρεσβεια,6
ⲗⲉⲡⲧⲟⲛ,λεπτον,6
ⲡⲗⲉⲁ,πλεα,6
ⲣⲙⲛⲥⲁⲣⲝ,ρμνσαρξ,6
ⲕⲁⲧⲏⲅⲟⲣⲉⲓ,κατηγορει,6
ⲙⲁⲡⲡⲁ,μαππα,6
ⲁⲛⲛⲱⲛⲛⲁ,αννωννα,6
ⲉⲝⲱⲣⲓⲍⲉ,εξωριζε,6
ⲁⲅⲱⲣⲁ,αγωρα,6
ⲥⲩⲛⲕⲗⲓⲿⲕⲟⲥ,συνκλιⲿκοσ,6
ⲙⲛⲧⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ,μντστρατηλατησ,6
ⲉⲩⲧⲩⲭⲓⲁⲛⲟⲥ,ευτυχιανοσ,6
ⲑⲏⲃⲁⲓⲥ,θηβαισ,6
ⲁⲛⲁⲫⲟⲣⲁ,αναφορα,6
ⲕⲱⲛⲓⲁ,κωνια,6
ⲙⲉⲗⲉⲓ,μελει,6
ⲭⲁⲗⲁ,χαλα,6
ⲡⲁⲣⲁⲧⲏⲣⲉⲓ,παρατηρει,6
ⲉⲅⲕⲣⲁⲧⲉⲩⲉ,εγκρατευε,6
ⲉⲡⲓⲃⲟⲩⲗⲏ,επιβουλη,6
ⲃⲟⲩⲗⲉⲩⲧⲏⲥ,βουλευτησ,6
ⲉⲥⲩⲭⲁⲍⲉ,εσυχαζε,6
ⲑⲉⲟⲫⲓⲗⲟⲥ,θεοφιλοσ,6
ⲁⲑⲗⲏⲧⲏⲥ,αθλητησ,6
ⲁⲥⲭⲏⲙⲟⲥⲩⲛⲏ,ασχημοσυνη,6
ⲡⲉⲣⲥⲟⲥ,περσοσ,6
ⲡⲟⲗⲓⲧⲏⲥ,πολιτησ,6
ⲣⲉⲵⲯⲁⲗⲗⲉⲓ,ρεⲵψαλλει,6
ⲣⲁⲡⲓⲥⲧⲟⲥ,ραπιστοσ,6
ⲁⲗⲗⲟⲧⲣⲓⲟⲥ,αλλοτριοσ,6
ⲉⲣⲅⲁⲥⲓⲁ,εργασια,6
ⲡⲟⲓⲙⲏⲛ,ποιμην,6
ⲁⲥⲕⲉⲓ,ασκει,6
ⲉⲥⲑⲏⲧⲏⲣⲓⲟⲛ,εσθητηριον,6
ⲉⲩⲭⲁⲣⲓⲥⲧⲟⲩ,ευχαριστου,6
ⲯⲩⲭⲓⲕⲟⲥ,ψυχικοσ,6
ⲁⲡⲟⲇⲓⲝⲓⲥ,αποδιξισ,6
ⲧⲓⲙⲁ,τιμα,6
ⲡⲣⲟⲥⲕⲁⲣⲧⲉⲣⲉⲓ,προσκαρτερει,6
ⲃⲟⲁⲛⲏⲣⲅⲉⲥ,βοανηργεσ,6
ⲥⲩⲛⲅⲛⲱⲙⲏ,συνγνωμη,6
ⲗⲟⲅⲓⲕⲟⲛ,λογικον,6
ⲥⲭⲟⲗⲁⲥⲧⲓⲕⲟⲥ,σχολαστικοσ,6
ⲉⲅⲕⲣⲁⲧⲉⲓⲁ,εγκρατεια,6
ⲡⲣⲟⲕⲗⲟⲥ,προκλοσ,6
ⲿⲃⲁⲡⲧⲓⲥⲙⲁ,ⲿβαπτισμα,6
ⲉⲝⲟⲙⲟⲗⲟⲅⲉⲓ,εξομολογει,6
ⲙⲛⲧⲁⲕⲁⲑⲁⲣⲧⲟⲥ,μντακαθαρτοσ,6
ⲁⲡⲟⲗⲁⲩⲥⲓⲥ,απολαυσισ,6
ⲹⲏⲣⲱⲇⲓⲁⲥ,ⲹηρωδιασ,6
ⲟⲛⲟⲣⲓⲟⲥ,ονοριοσ,6
ⲥⲱⲥⲑⲉⲛⲏⲥ,σωσθενησ,6
ⲕⲣⲓⲥⲡⲟⲥ,κρισποσ,6
ⲣⲡⲁⲣⲑⲉⲛⲟⲥ,ρπαρθενοσ,6
ⲉⲡⲁⲓⲛⲟⲩ,επαινου,6
ⲡⲟⲗⲗⲁⲕⲓⲥ,πολλακισ,6
ⲉⲝⲉⲥⲧⲉⲓ,εξεστει,6
ⲛⲩⲕⲧⲉⲣⲓⲥ,νυκτερισ,6
ⲫⲩⲥⲓⲕⲟⲛ,φυσικον,6
ⲉⲃⲇⲟⲙⲁⲥ,εβδομασ,6
ⲿⲡⲛⲉⲩⲙⲁ,ⲿπνευμα,6
ⲥⲁⲗⲡⲓⲍⲉ,σαλπιζε,6
ⲕⲉⲇⲣⲟⲥ,κεδροσ,6
ⲉⲛⲕⲱⲙⲓⲟⲛ,ενκωμιον,6
ⲡⲁⲧⲣⲓⲥ,πατρισ,6
ⲁⲗⲏⲑⲓⲛⲟⲥ,αληθινοσ,6
ⲥⲩⲛⲕⲗⲏⲧⲟⲥ,συνκλητοσ,6
ⲱⲫⲉⲗⲉⲓ,ωφελει,6
ⲁⲡⲟⲥⲕⲉⲩⲏ,αποσκευη,6
ⲇⲏ,δη,6
ⲡⲁⲅⲁⲛⲟⲥ,παγανοσ,6
ⲁⲛⲟⲭⲏ,ανοχη,6
ⲹⲟⲙⲓⲗⲓⲁ,ⲹομιλια,6
ⲧⲣⲟⲡⲟⲥ,τροποσ,6
ⲉⲡⲁⲣⲭⲓⲁ,επαρχια,6
ⲁⲣⲅⲟⲥ,αργοσ,6
ⲭⲱⲣⲏⲅⲉⲓ,χωρηγει,6
ⲥⲩⲛⲏⲇⲏⲥⲓⲥ,συνηδησισ,6
ⲙⲏⲣⲟⲥ,μηροσ,6
ⲣⲉⲵⲳⲁⲙⲳⲉⲓⲇⲱⲗⲟⲛ,ρεⲵⲳαμⲳειδωλον,6
ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ,ερνηστευιν,6
ⲙⲉⲧⲁⲅⲁⲑⲟⲥ,μεταγαθοσ,6
ⲇⲓⲕⲉⲟⲥ,δικεοσ,6
ⲉⲣⲕⲁⲩⲙⲁ,ερκαυμα,6
ⲙⲉⲧⲁⲥⲑⲉⲛⲏⲥ,μετασθενησ,6
ⲉⲣⲡⲣⲟⲕⲟⲡⲧⲉⲓⲛ,ερπροκοπτειν,6
ⲥⲡⲓⲣⲁ,σπιρα,6
ⲹⲉⲗⲏⲛⲟⲥ,ⲹεληνοσ,6
ⲙⲉⲧⲁⲡⲟⲥⲧⲟⲗⲟⲥ,μεταποστολοσ,6
ⲁⲣⲓⲁⲥⲡⲁⲍⲉⲥⲑⲉ,αριασπαζεσθε,6
ⲙⲛⲧⲭⲣⲏⲥⲧⲟⲥ,μντχρηστοσ,6
ⲅⲣⲏⲅⲟⲣⲓⲟⲥ,γρηγοριοσ,6
ⲇⲓⲇⲩⲙⲟⲥ,διδυμοσ,6
ⲡⲗⲁⲕⲏⲧⲁⲥ,πλακητασ,6
ⲡⲣⲟⲥⲉⲩⲭⲉ,προσευχε,6
ⲟⲓⲕⲟⲥ,οικοσ,6
ⲧⲁⲩⲣⲟⲥ,ταυροσ,6
ⲛⲟⲉⲣⲟⲥ,νοεροσ,6
ⲥⲩⲙⲃⲟⲗⲟⲛ,συμβολον,6
ⲉⲓⲣⲏⲛⲓⲕⲟⲛ,ειρηνικον,6
ⲥⲧⲁⲕⲧⲏ,στακτη,6
ⲙⲉⲧⲡⲁⲣⲑⲉⲛⲟⲥ,μετπαρθενοσ,6
ⲇⲣⲩⲙⲟⲥ,δρυμοσ,6
ⲉⲥⲭⲁⲣⲁ,εσχαρα,6
ⲙⲉⲧⲁⲧⲕⲁⲕⲓⲁ,μετατκακια,6
ⲥⲙⲁⲣⲁⲅⲇⲟⲥ,σμαραγδοσ,6
ⲡⲓⲥⲧⲩⲭⲟⲥ,πιστυχοσ,6
ⲥⲧⲟⲁ,στοα,6
ⲙⲁⲅⲁⲣⲓⲍⲉ,μαγαριζε,6
ⲣⲭⲣⲓⲁ,ρχρια,6
ⲕⲩⲡⲣⲟⲥ,κυπροσ,6
ⲛⲧⲟⲟⲩ,ντοου,5
ⲥⲭⲉⲇⲟⲛ,σχεδον,5
ⲉⲩⲭⲁⲣⲓⲥⲧⲉⲓ,ευχαριστει,5
ⲗⲓⲙⲛⲏ,λιμνη,5
ⲇⲉⲥⲡⲟⲧⲏⲥ,δεσποτησ,5
ⲡⲣⲟⲧⲟⲡⲗⲁⲥⲙⲁ,προτοπλασμα,5
ⲥⲧⲁⲥⲓⲁⲍⲉ,στασιαζε,5
ⲥⲁⲡⲡⲓⲣⲟⲛ,σαππιρον,5
ⲕⲁⲧⲁⲹⲣⲁⲕⲧⲏⲥ,καταⲹρακτησ,5
ⲁⲕⲣⲟⲁⲧⲏⲥ,ακροατησ,5
ⲥⲧⲣⲁⲧⲏⲅⲟⲥ,στρατηγοσ,5
ⲁⲓⲛⲓⲅⲙⲁ,αινιγμα,5
ⲥⲭⲉⲇⲱⲛ,σχεδων,5
ⲕⲉⲫⲁⲗⲁⲓⲟⲛ,κεφαλαιον,5
ⲃⲁⲡⲿⲥⲧⲏⲥ,βαπⲿστησ,5
ⲿⲕⲗⲯ,ⲿκλψ,5
ⲕⲁⲑⲟⲗⲓⲕⲟⲛ,καθολικον,5
ⲹⲟⲣⲓⲟⲛ,ⲹοριον,5
ⲹⲉⲣⲙⲉⲧⲁⲣⲓⲟⲛ,ⲹερμεταριον,5
ⲥⲩⲛⲅⲉⲛⲏⲥ,συνγενησ,5
ⲡⲣⲁⲓⲧⲱⲣⲓⲟⲛ,πραιτωριον,5
ⲿⲙⲱⲣⲓⲁ,ⲿμωρια,5
ⲥⲁⲙⲓⲧ,σαμιτ,5
ⲉⲩⲹⲁⲓⲟⲥ,ευⲹαιοσ,5
ⲡⲣⲟⲧⲉⲕⲧⲱⲣ,προτεκτωρ,5
ⲇⲏⲙⲟⲥⲓⲟⲛ,δημοσιον,5
ⲹⲁⲓⲣⲉⲿⲕⲟⲥ,ⲹαιρεⲿκοσ,5
ⲕⲁⲧⲁⲗⲩ,καταλυ,5
ⲉⲗⲉⲩⲑⲉⲣⲟⲥ,ελευθεροσ,5
ⲡⲣⲟⲇⲟⲧⲏⲥ,προδοτησ,5
ⲹⲩⲡⲟⲕⲣⲓⲧⲏⲥ,ⲹυποκριτησ,5
ⲕⲣⲁⲥⲓⲥ,κρασισ,5
ⲹⲟⲣⲙⲏ,ⲹορμη,5
ⲙⲉⲛⲧⲟⲓⲅⲉ,μεντοιγε,5
ⲁⲑⲗⲟⲫⲟⲣⲟⲥ,αθλοφοροσ,5
ⲡⲟⲗⲓⲧⲉⲩⲙⲁ,πολιτευμα,5
ⲭⲟⲣⲉⲩⲉ,χορευε,5
ⲥⲩⲅⲅⲉⲛⲉⲓⲁ,συγγενεια,5
ⲹⲉⲕⲁⲧⲟⲛⲧⲁⲣⲭⲟⲥ,ⲹεκατονταρχοσ,5
ⲧⲁⲣⲁⲭⲏ,ταραχη,5
ⲡⲟⲗⲏⲧⲓⲁ,πολητια,5
ⲁⲙⲉⲗⲏⲥ,αμελησ,5
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲱⲥ,πνευματικωσ,5
ⲁⲡⲉⲗⲉⲩⲑⲉⲣⲟⲥ,απελευθεροσ,5
ⲣⲡⲓⲥⲧⲟⲥ,ρπιστοσ,5
ⲙⲁⲛⲓⲁ,μανια,5
ⲧⲉⲗⲓⲟⲛ,τελιον,5
ⲥⲭⲟⲗⲏ,σχολη,5
ⲛⲉⲥⲧⲟⲣⲓⲟⲥ,νεστοριοσ,5
ⲻⲓⲙⲟⲣⲫⲏ,ⲻιμορφη,5
ⲉⲗⲉⲩⲑⲉⲣⲓⲁ,ελευθερια,5
ⲁⲣⲭⲏⲉⲡⲓⲥⲕⲟⲡⲟⲩ,αρχηεπισκοπου,5
ⲡⲟⲣⲫⲩⲣⲁ,πορφυρα,5
ⲇⲁⲗⲙⲁⲛⲟⲩⲑⲁ,δαλμανουθα,5
ⲛⲉⲻⲕⲗⲏⲣⲟⲥ,νεⲻκληροσ,5
ⲛⲟⲏⲧⲟⲛ,νοητον,5
ⲇⲓⲥⲧⲁⲍⲉ,δισταζε,5
ⲁⲣⲝ,αρξ,5
ⲡⲉⲛⲧⲏⲕⲟⲥⲧⲏ,πεντηκοστη,5
ⲭⲁⲗⲕⲓⲛ,χαλκιν,5
ⲁⲅⲅⲓⲟⲛ,αγγιον,5
ⲹⲉⲑⲛⲓⲕⲟⲥ,ⲹεθνικοσ,5
ⲁⲛⲍⲱⲛⲏ,ανζωνη,5
ⲁⲣⲅⲟⲛ,αργον,5
ⲧⲟⲓ,τοι,5
ⲗⲩⲙⲏⲛ,λυμην,5
ⲙⲁⲕⲁⲣⲓⲥⲙⲟⲥ,μακαρισμοσ,5
ⲡⲁⲛⲟⲩⲣⲅⲟⲥ,πανουργοσ,5
ⲕⲁⲧⲁⲥⲧⲁⲥⲓⲥ,καταστασισ,5
ⲥⲧⲏⲗⲏ,στηλη,5
ⲙⲛⲧⲭⲣⲓⲥⲧⲟⲥ,μντχριστοσ,5
ⲧⲣⲓⲃⲟⲩⲛⲟⲥ,τριβουνοσ,5
ⲟⲡⲧⲁⲥⲓⲁ,οπτασια,5
ⲫⲁⲣⲙⲁⲅⲟⲥ,φαρμαγοσ,5
ⲙⲁⲥⲿⲅⲝ,μασⲿγξ,5
ⲭⲓⲙⲱⲛ,χιμων,5
ⲡⲁⲗⲁⲓⲁ,παλαια,5
ⲥⲩⲛⲭⲱⲣⲉⲓ,συνχωρει,5
ⲹⲉⲣⲉⲧⲓⲕⲟⲥ,ⲹερετικοσ,5
ⲙⲉⲧⲥⲉⲙⲛⲟⲥ,μετσεμνοσ,5
ⲏⲣⲱⲇⲓⲁⲛⲟⲥ,ηρωδιανοσ,5
ⲡⲁⲣⲁⲇⲟⲝⲟⲛ,παραδοξον,5
ⲉⲣⲫⲟⲣⲓⲛ,ερφοριν,5
ⲓⲇⲟⲥ,ιδοσ,5
ⲡⲁⲗⲗⲁⲧⲓⲟⲛ,παλλατιον,5
ⲕⲁⲧⲁⲫⲣⲟⲛⲓⲛ,καταφρονιν,5
ⲉⲣⲉⲡⲓⲑⲩⲙⲉⲓⲛ,ερεπιθυμειν,5
ⲕⲁⲑⲏⲅⲉⲓ,καθηγει,5
ⲕⲩⲙⲃⲁⲗⲟⲛ,κυμβαλον,5
ⲁⲛⲧⲓⲕⲓⲙⲉⲛⲟⲥ,αντικιμενοσ,5
ⲁⲣⲓⲡⲣⲟⲥⲉⲩⲭⲉⲥⲑⲉ,αριπροσευχεσθε,5
ⲗⲁⲙⲡⲉⲩⲉ,λαμπευε,5
ⲙⲛⲧⲁⲣⲅⲟⲥ,μνταργοσ,5
ⲁⲓⲧⲟⲥ,αιτοσ,5
ⲁⲝⲓⲟⲥ,αξιοσ,5
ⲉⲗⲉⲩⲑⲉⲣⲟⲩ,ελευθερου,5
ⲣⲁⲅⲁⲑⲟⲥ,ραγαθοσ,5
ⲙⲏⲧⲣⲁ,μητρα,5
ⲡⲁⲣⲁⲗⲏⲙⲧⲏⲥ,παραλημτησ,5
ⲁⲭⲱⲣⲏⲧⲟⲥ,αχωρητοσ,5
ⲁⲡⲉⲣⲁⲛⲧⲟⲥ,απεραντοσ,5
ⲁⲅⲓⲟⲥ,αγιοσ,5
ⲕⲣⲏⲧⲏ,κρητη,5
ⲥⲧⲣⲟⲩⲑⲟⲥ,στρουθοσ,5
ⲃⲣⲟⲩⲭⲟⲥ,βρουχοσ,5
ⲉⲡⲓⲧⲓⲙⲓⲁ,επιτιμια,5
ⲉⲗⲉⲫⲁⲛⲧⲓⲛⲟⲛ,ελεφαντινον,5
ⲁⲇⲓⲕⲟⲥ,αδικοσ,5
ⲥⲩⲙⲃⲟⲗⲏ,συμβολη,5
ⲡⲓⲥⲧⲏ,πιστη,5
ⲙⲟⲩⲗⲟⲛ,μουλον,5
ⲧⲉⲧⲣⲁⲅⲱⲛⲟⲛ,τετραγωνον,5
ⲙⲉⲧⲁⲛⲟⲙⲟⲥ,μετανομοσ,5
ⲙⲉⲧⲟⲓⲕⲟⲛⲟⲙⲟⲥ,μετοικονομοσ,5
ⲁⲥⲕⲩⲥⲓⲥ,ασκυσισ,5
ⲹⲩⲡⲟⲅⲣⲁⲫⲉ,ⲹυπογραφε,5
ⲅⲣⲁⲙⲙⲁⲧⲓⲟⲛ,γραμματιον,5
ⲁⲛⲑⲩⲡⲁⲧⲟⲥ,ανθυπατοσ,5
ⲁⲝⲓⲟⲩ,αξιου,4
ⲉⲡⲓⲧⲁⲥⲥⲉ,επιτασσε,4
ⲁⲡⲩⲗⲏ,απυλη,4
ⲇⲩⲙⲓⲟⲩⲣⲅⲟⲥ,δυμιουργοσ,4
ⲇⲓⲙⲓⲟⲩⲣⲅⲟⲥ,διμιουργοσ,4
ⲕⲗⲁⲥⲙⲁ,κλασμα,4
ⲡⲗⲏⲣⲟⲫⲟⲣⲉⲓ,πληροφορει,4
ⲛⲟⲙⲓⲥⲙⲁ,νομισμα,4
ⲇⲱⲣⲓⲍⲉ,δωριζε,4
ⲡⲣⲟⲇⲣⲟⲙⲟⲥ,προδρομοσ,4
ⲙⲏⲛⲉⲩⲉ,μηνευε,4
ⲁⲥⲱⲙⲁⲧⲟⲥ,ασωματοσ,4
ⲁⲡⲟⲕⲣⲓⲥⲓⲥ,αποκρισισ,4
ⲹⲣⲏⲧⲱⲣ,ⲹρητωρ,4
ⲣⲙⲁⲣⲧⲩⲣⲟⲥ,ρμαρτυροσ,4
ⲧⲟⲩ,του,4
ⲫⲁⲛⲧⲁⲥⲙⲁ,φαντασμα,4
ⲻⲓⲹⲁⲡ,ⲻιⲹαπ,4
ⲝⲟⲩⲣ,ξουρ,4
ⲹⲁⲣⲙⲉⲛⲓⲟⲥ,ⲹαρμενιοσ,4
ⲁⲛⲹⲟⲥⲓⲟⲥ,ανⲹοσιοσ,4
ⲕⲉⲣⲱⲛ,κερων,4
ⲣⲙⲁⲅⲉⲓⲁ,ρμαγεια,4
ⲹⲩⲃⲣⲓⲍⲉ,ⲹυβριζε,4
ⲡⲟⲥⲱ,ποσω,4
ⲕⲁⲧⲁⲕⲣⲓⲛⲉ,κατακρινε,4
ⲥⲕⲉⲟⲥ,σκεοσ,4
ⲽⲓⲛⲁⲡⲁⲛⲧⲁ,ⲽιναπαντα,4
