coptic,greek,pmi,count,source
ⲉⲗⲉⲩⲑⲉⲣⲓⲁ,ελευθερια,,,loanword_only
ⲗⲩⲡⲏ,λυπη,,,loanword_only
ⲙⲉⲗⲉⲧⲁ,μελετα,,,loanword_only
ⲡⲁⲛⲟⲩⲣⲅⲓⲁ,πανουργια,,,loanword_only
ⲉⲝⲟⲙⲟⲗⲟⲅⲉⲓ,εξομολογει,,,loanword_only
ⲁⲣⲭⲁⲓⲟⲛ,αρχαιον,,,loanword_only
ⲥⲡⲓⲛⲑⲏⲣ,σπινθηρ,,,loanword_only
ⲥⲡⲟⲩⲇⲁⲍⲉ,σπουδαζε,,,loanword_only
ⲡⲣⲉⲥⲃⲉⲓⲁ,πρεσβεια,,,loanword_only
ⲭⲁⲣⲓⲥ,χαρισ,,,loanword_only
ⲁⲅⲣⲓⲟⲛ,αγριον,,,loanword_only
ⲁⲡⲟⲧⲉⲗⲉⲥⲙⲁ,αποτελεσμα,,,loanword_only
ⲕⲏⲛⲥⲟⲥ,κηνσοσ,,,loanword_only
ⲥⲧⲉⲫⲁⲛⲟⲥ,στεφανοσ,,,loanword_only
ⲛⲏⲥⲟⲥ,νησοσ,,,loanword_only
ⲗⲏⲙⲙⲁ,λημμα,,,loanword_only
ⲥⲩⲛⲑⲩⲕⲏ,συνθυκη,,,loanword_only
ⲇⲓⲱⲅⲙⲟⲥ,διωγμοσ,,,loanword_only
ⲅⲛⲱⲙⲏ,γνωμη,,,loanword_only
ⲛⲟⲏⲧⲏ,νοητη,,,loanword_only
ⲥⲧⲣⲟⲩⲑⲟⲥ,στρουθοσ,,,loanword_only
ⲉⲡⲓⲥⲕⲡⲟⲥ,επισκποσ,,,loanword_only
ⲁⲓⲱⲛ,αιων,,,loanword_only
ⲟⲩⲉⲓⲛⲓⲛ,ουεινιν,,,loanword_only
ⲉⲡⲓⲥⲕⲟⲡⲏ,επισκοπη,,,loanword_only
ⲁⲛⲕⲉⲫⲁⲗⲟⲥ,ανκεφαλοσ,,,loanword_only
ⲡⲟⲗⲓⲧⲉⲓⲁ,πολιτεια,,,loanword_only
ⲙⲛⲧⲁⲥⲉⲃⲏⲥ,μντασεβησ,,,loanword_only
ⲇⲓⲁⲧⲁⲅⲙⲁ,διαταγμα,,,loanword_only
ⲑⲁⲩⲙⲁⲍⲉ,θαυμαζε,,,loanword_only
ⲟⲙⲟⲟⲩⲉⲓⲟⲉ,ομοουειοε,,,loanword_only
ⲡⲛⲁⲧⲓⲕⲟⲥ,πνατικοσ,,,loanword_only
ⲙⲛⲧⲗⲁⲙⲡⲣⲟⲥ,μντλαμπροσ,,,loanword_only
ⲥⲡⲉⲗⲉⲟⲛ,σπελεον,,,loanword_only
ⲣⲭⲣⲏⲥⲧⲟⲥ,ρχρηστοσ,,,loanword_only
ⲅⲉⲛⲏⲙⲁ,γενημα,,,loanword_only
ⲡⲣⲟⲥⲧⲁⲅⲙⲁ,προσταγμα,,,loanword_only
ⲣⲕⲁⲕⲉ,ρκακε,,,loanword_only
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲥ,πνευματικοσ,,,loanword_only
ⲁⲅⲁⲑⲟⲛ,αγαθον,,,loanword_only
ⲃⲓⲟⲥ,βιοσ,,,loanword_only
ⲧⲉⲗⲟⲥ,τελοσ,,,loanword_only
ⲡⲁⲣⲧⲁⲗⲏⲥ,παρταλησ,,,loanword_only
ⲙⲩⲥⲧⲏⲣⲓⲟⲛ,μυστηριον,,,loanword_only
ⲑⲁⲗⲁⲥⲥⲁ,θαλασσα,,,loanword_only
ⲡⲁⲣⲁⲡⲧⲱⲙⲁ,παραπτωμα,,,loanword_only
ⲕⲉⲗⲉⲩⲉ,κελευε,,,loanword_only
ⲟⲩⲕ,ουκ,,,loanword_only
ⲁⲛⲁⲥⲧⲣⲟⲫⲏ,αναστροφη,,,loanword_only
ⲑⲉⲱⲇⲱⲣⲟⲥ,θεωδωροσ,,,loanword_only
ⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ,στρατηλατησ,,,loanword_only
ⲡⲁⲣⲁⲃⲁⲥⲓⲥ,παραβασισ,,,loanword_only
ⲗⲁⲙⲡⲣⲟⲥ,λαμπροσ,,,loanword_only
ⲕⲓⲛⲇⲩⲛⲉⲩⲉ,κινδυνευε,,,loanword_only
ⲁⲅⲓⲁ,αγια,,,loanword_only
ⲥⲱⲣ,σωρ,,,loanword_only
ⲕⲟⲗⲗⲟⲑⲟⲥ,κολλοθοσ,,,loanword_only
ⲥⲩⲛⲅⲣⲁⲫⲉⲩⲥ,συνγραφευσ,,,loanword_only
ⲉⲝⲏⲅⲓⲥⲓⲥ,εξηγισισ,,,loanword_only
ⲙⲛⲧⲙⲁⲣⲧⲩⲣⲟⲥ,μντμαρτυροσ,,,loanword_only
ⲯⲁⲗⲧⲏⲣⲓⲟⲛ,ψαλτηριον,,,loanword_only
ⲕⲁⲧⲁ,κατα,,,loanword_only
ⲕⲧⲓⲥⲓⲥ,κτισισ,,,loanword_only
ⲡⲁⲧⲁⲥⲥⲉ,πατασσε,,,loanword_only
ⲕⲩⲣⲝ,κυρξ,,,loanword_only
ⲙⲉⲛⲧⲟⲓⲅⲉ,μεντοιγε,,,loanword_only
ⲙⲉⲧⲁⲥⲑⲏⲛⲏⲥ,μετασθηνησ,,,loanword_only
ⲇⲓⲁⲗⲟⲅⲟⲥ,διαλογοσ,,,loanword_only
ⲥⲕⲓⲣⲧⲁ,σκιρτα,,,loanword_only
ⲁⲅⲓⲟⲛ,αγιον,,,loanword_only
ⲥⲓⲛⲇⲱⲛ,σινδων,,,loanword_only
ⲑⲁⲗⲗⲁⲥⲁ,θαλλασα,,,loanword_only
ⲙⲉⲧⲁⲣⲭⲓⲉⲣⲉⲩⲥ,μεταρχιερευσ,,,loanword_only
ⲁⲥⲫⲁⲗⲱⲥ,ασφαλωσ,,,loanword_only
ⲛⲟⲏⲙⲁ,νοημα,,,loanword_only
ⲥⲩⲛⲇⲟⲛⲓⲟⲛ,συνδονιον,,,loanword_only
ⲁⲛⲧⲓⲕⲓⲙⲉⲛⲟⲥ,αντικιμενοσ,,,loanword_only
ⲁⲡⲟⲕⲣⲓⲥⲓⲥ,αποκρισισ,,,loanword_only
ⲃⲟⲏⲑⲟⲥ,βοηθοσ,,,loanword_only
ⲉⲣⲙⲉⲗⲉⲧⲁⲛ,ερμελεταν,,,loanword_only
ⲕⲱⲛⲥⲧⲁⲛⲧⲓⲛⲟⲩⲡⲟⲗⲓⲥ,κωνσταντινουπολισ,,,loanword_only
ⲁⲛⲟⲏⲧⲟⲥ,ανοητοσ,,,loanword_only
ⲟⲡⲧⲁⲥⲓⲁ,οπτασια,,,loanword_only
ⲧⲣⲁⲡⲉⲍⲁ,τραπεζα,,,loanword_only
ⲧⲁⲩⲉⲕⲁⲣⲡⲟⲥ,ταυεκαρποσ,,,loanword_only
ⲯⲁⲗⲙⲱⲇⲟⲥ,ψαλμωδοσ,,,loanword_only
ⲑⲉⲟⲧⲟⲕⲟⲥ,θεοτοκοσ,,,loanword_only
ⲙⲁⲛⲓⲁⲕⲏⲥ,μανιακησ,,,loanword_only
ⲃⲁⲑⲟⲥ,βαθοσ,,,loanword_only
ⲉⲝⲉⲥⲧⲓⲛ,εξεστιν,,,loanword_only
ⲕⲣⲓⲧⲏⲣⲓⲟⲛ,κριτηριον,,,loanword_only
ⲕⲣⲏⲧⲏ,κρητη,,,loanword_only
ⲇⲩⲙⲓⲟⲩⲣⲅⲟⲥ,δυμιουργοσ,,,loanword_only
ⲡⲗⲁⲥⲙⲁ,πλασμα,,,loanword_only
ⲧⲣⲁⲓⲁⲛⲟⲥ,τραιανοσ,,,loanword_only
ⲕⲟⲓⲛⲱⲛⲟⲥ,κοινωνοσ,,,loanword_only
ⲙⲟⲛⲟⲭⲟⲥ,μονοχοσ,,,loanword_only
ⲧⲓⲙⲱⲣⲉⲓ,τιμωρει,,,loanword_only
ⲡⲣⲟⲑⲉⲥⲙⲓⲁ,προθεσμια,,,loanword_only
ⲥⲁⲣⲁⲕⲏⲛⲟⲥ,σαρακηνοσ,,,loanword_only
ⲱⲱ,ωω,,,loanword_only
ⲣⲁⲥⲕⲓⲛ,ρασκιν,,,loanword_only
ⲇⲓⲁⲃⲟⲗⲟⲥ,διαβολοσ,,,loanword_only
ⲕⲁⲧⲁⲡⲉⲧⲁⲥⲙⲁ,καταπετασμα,,,loanword_only
ⲙⲉⲗⲉⲧⲏ,μελετη,,,loanword_only
ⲣⲙⲁⲅⲉⲓⲁ,ρμαγεια,,,loanword_only
ⲡⲟⲗⲉⲙⲉⲓ,πολεμει,,,loanword_only
ⲁⲣⲓⲑⲙⲟⲥ,αριθμοσ,,,loanword_only
ⲫⲟⲛⲟⲥ,φονοσ,,,loanword_only
ⲛⲟⲏⲧⲟⲛ,νοητον,,,loanword_only
ⲣⲡⲓⲥⲧⲟⲥ,ρπιστοσ,,,loanword_only
ⲥⲩⲙⲫⲱⲛⲉⲓ,συμφωνει,,,loanword_only
ⲡⲱⲧⲏⲣⲓⲟⲛ,πωτηριον,,,loanword_only
ⲙⲁⲥⲧⲓⲅⲝ,μαστιγξ,,,loanword_only
ⲁⲡⲁⲛⲧⲁ,απαντα,,,loanword_only
ⲁⲛⲁⲭⲱⲣⲉⲓ,αναχωρει,,,loanword_only
ⲯⲩⲭⲓⲕⲟⲥ,ψυχικοσ,,,loanword_only
ⲙⲉⲧⲁⲅⲅⲓⲥⲙⲟⲥ,μεταγγισμοσ,,,loanword_only
ⲉⲡⲏⲣⲉⲓⲁ,επηρεια,,,loanword_only
ⲉⲛⲱⲭⲗⲉⲓ,ενωχλει,,,loanword_only
ⲉⲣⲙⲟⲛⲁⲭⲟⲥ,ερμοναχοσ,,,loanword_only
ⲑⲉⲁⲧⲣⲟⲛ,θεατρον,,,loanword_only
ⲡⲟⲧⲏⲣⲓⲟⲛ,ποτηριον,,,loanword_only
ⲁⲣⲉⲥⲕⲉ,αρεσκε,,,loanword_only
ⲙⲁⲕⲁⲣⲓⲁ,μακαρια,,,loanword_only
ⲛⲩⲙⲫⲓⲟⲥ,νυμφιοσ,,,loanword_only
ⲙⲛⲧⲏ,μντη,,,loanword_only
ⲁⲛⲧⲓⲗⲉⲅⲉ,αντιλεγε,,,loanword_only
ⲡⲣⲁⲝⲓⲥ,πραξισ,,,loanword_only
ⲣⲉⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ,ρενδαιμωνιον,,,loanword_only
ⲕⲣⲓⲧⲏⲥ,κριτησ,,,loanword_only
ⲙⲉⲧⲁⲙⲉⲗⲏⲥ,μεταμελησ,,,loanword_only
ⲓⲧⲁ,ιτα,,,loanword_only
ⲙⲉⲧⲁⲥⲉⲃⲏⲥ,μετασεβησ,,,loanword_only
ⲥⲉⲗⲓⲥ,σελισ,,,loanword_only
ⲛⲑⲟⲥ,νθοσ,,,loanword_only
ⲥⲧⲟⲁ,στοα,,,loanword_only
ⲕⲁⲧⲟⲣⲑⲱⲙⲁ,κατορθωμα,,,loanword_only
ⲙⲁⲡⲡⲁ,μαππα,,,loanword_only
ⲧⲩⲣⲟⲥ,τυροσ,,,loanword_only
ⲉⲣⲁⲑⲉⲧⲓⲛ,εραθετιν,,,loanword_only
ⲗⲟⲅⲓⲕⲟⲥ,λογικοσ,,,loanword_only
ⲗⲟⲅⲭⲏ,λογχη,,,loanword_only
ⲡⲉⲣⲥⲟⲥ,περσοσ,,,loanword_only
ⲁⲑⲉⲧⲓ,αθετι,,,loanword_only
ⲛⲏⲥⲧⲉⲓⲁ,νηστεια,,,loanword_only
ⲕⲉⲫⲁⲗⲏ,κεφαλη,,,loanword_only
ⲡⲛⲉⲩⲙⲁ,πνευμα,,,loanword_only
ⲕⲟⲓⲛⲟⲛⲟⲥ,κοινονοσ,,,loanword_only
ⲡⲣⲟⲕⲗⲟⲥ,προκλοσ,,,loanword_only
ⲇⲓⲕⲁⲓⲟⲛ,δικαιον,,,loanword_only
ⲑⲉⲟⲇⲱⲣⲁ,θεοδωρα,,,loanword_only
ⲡⲣⲁⲅⲙⲁⲧⲉⲩⲧⲏⲥ,πραγματευτησ,,,loanword_only
ⲡⲟⲣⲫⲩⲣⲁ,πορφυρα,,,loanword_only
ⲇⲓⲁⲧⲣⲉⲡⲉ,διατρεπε,,,loanword_only
ⲁⲅⲁⲑⲟⲥ,αγαθοσ,,,loanword_only
ⲁⲣⲭⲉⲥⲑⲁⲓ,αρχεσθαι,,,loanword_only
ⲕⲁⲑⲁⲣⲓⲍⲉ,καθαριζε,,,loanword_only
ⲁⲇⲱⲛⲉⲓ,αδωνει,,,loanword_only
ⲉⲣⲉⲛⲉⲣⲅⲓⲛ,ερενεργιν,,,loanword_only
ⲉⲣⲥⲩⲛⲕⲣⲓⲛⲓⲛ,ερσυνκρινιν,,,loanword_only
ⲁⲗⲟⲅⲟⲛ,αλογον,,,loanword_only
ⲥⲉⲙⲛⲏ,σεμνη,,,loanword_only
ⲡⲉⲓⲣⲁⲍⲉ,πειραζε,,,loanword_only
ⲣⲡⲁⲣⲑⲉⲛⲟⲥ,ρπαρθενοσ,,,loanword_only
ⲣⲙⲁⲗⲁⲕⲟⲥ,ρμαλακοσ,,,loanword_only
ⲇⲓⲇⲁⲥⲕⲁⲗⲱⲥ,διδασκαλωσ,,,loanword_only
ⲡⲟⲗⲓⲧⲉⲩⲉ,πολιτευε,,,loanword_only
ⲡⲁⲣⲁⲇⲟⲝⲟⲛ,παραδοξον,,,loanword_only
ⲥⲁⲙⲁⲣⲓⲧⲏⲥ,σαμαριτησ,,,loanword_only
ⲉⲡⲓⲕⲁⲗⲉⲓ,επικαλει,,,loanword_only
ⲗⲉⲝⲓⲥ,λεξισ,,,loanword_only
ⲓⲇⲟⲥ,ιδοσ,,,loanword_only
ⲕⲁⲧⲁⲗⲩ,καταλυ,,,loanword_only
ⲡⲁⲣⲁⲇⲓⲅⲙⲁ,παραδιγμα,,,loanword_only
ⲉⲝⲏⲅⲉⲥⲑⲁⲓ,εξηγεσθαι,,,loanword_only
ⲉⲣⲉⲩⲑⲏⲛⲓⲛ,ερευθηνιν,,,loanword_only
ⲁⲣⲭⲉⲓ,αρχει,,,loanword_only
ⲡⲗⲉⲟⲛⲉⲝⲓⲁ,πλεονεξια,,,loanword_only
ⲡⲁⲣⲁⲗⲏⲙⲧⲏⲥ,παραλημτησ,,,loanword_only
ⲥⲧⲣⲁⲧⲓⲁ,στρατια,,,loanword_only
ⲍⲱⲕⲣⲁⲧⲱⲣ,ζωκρατωρ,,,loanword_only
ⲡⲓⲑⲉ,πιθε,,,loanword_only
ⲁⲣⲓⲡⲣⲟⲥⲉⲩⲭⲉⲥⲑⲉ,αριπροσευχεσθε,,,loanword_only
ⲙⲉⲧⲡⲁⲣⲑⲉⲛⲟⲥ,μετπαρθενοσ,,,loanword_only
ⲥⲫⲉⲣⲁ,σφερα,,,loanword_only
ⲇⲩⲛⲁⲧⲟⲥ,δυνατοσ,,,loanword_only
ⲏⲇⲏ,ηδη,,,loanword_only
ⲉⲡⲟⲓⲕⲓⲟⲛ,εποικιον,,,loanword_only
ⲡⲩⲑⲁⲅⲟⲣⲁⲥ,πυθαγορασ,,,loanword_only
ⲡⲟⲣⲛⲏ,πορνη,,,loanword_only
ⲕⲣⲓⲙⲁ,κριμα,,,loanword_only
ⲣⲏⲥⲓⲥ,ρησισ,,,loanword_only
ⲭⲉⲣⲟⲩⲃⲓⲛ,χερουβιν,,,loanword_only
ⲉⲛⲕⲣⲁⲧⲓⲁ,ενκρατια,,,loanword_only
ⲕⲁⲥⲕⲁⲛⲇⲁⲗⲟⲛ,κασκανδαλον,,,loanword_only
ⲁⲡⲉⲓⲗⲉⲓ,απειλει,,,loanword_only
ⲕⲁⲧⲁⲫⲣⲟⲛⲓⲧⲏⲥ,καταφρονιτησ,,,loanword_only
ⲉⲣⲑⲁⲣⲣⲓⲛ,ερθαρριν,,,loanword_only
ⲛⲟⲓ,νοι,,,loanword_only
ⲟⲙⲟⲟⲩⲥⲓⲟⲥ,ομοουσιοσ,,,loanword_only
ⲥⲁⲧⲉⲉⲣⲉ,σατεερε,,,loanword_only
ⲑⲣⲟⲛⲟⲥ,θρονοσ,,,loanword_only
ⲁⲛⲑⲉⲙⲓⲟⲥ,ανθεμιοσ,,,loanword_only
ⲑⲏⲃⲁⲓⲥ,θηβαισ,,,loanword_only
ⲥⲡⲗⲏⲛ,σπλην,,,loanword_only
ⲡⲁⲗⲁⲓⲁ,παλαια,,,loanword_only
ⲡⲁⲣⲁⲇⲓⲇⲟⲩ,παραδιδου,,,loanword_only
ⲗⲁⲍⲁⲣⲟⲥ,λαζαροσ,,,loanword_only
ⲅⲁⲣ,γαρ,,,loanword_only
ⲁⲕⲁⲑⲁⲣⲧⲟⲥ,ακαθαρτοσ,,,loanword_only
ⲓⲇⲱⲗⲟⲛ,ιδωλον,,,loanword_only
ⲕⲁⲛⲁⲛⲁⲓⲟⲥ,καναναιοσ,,,loanword_only
ⲗⲓⲃⲁⲛⲟⲥ,λιβανοσ,,,loanword_only
ⲥⲕⲩⲗⲗⲉⲓ,σκυλλει,,,loanword_only
ⲙⲟⲛⲏ,μονη,,,loanword_only
ⲣⲁⲡⲟⲡⲛⲓⲅⲉ,ραποπνιγε,,,loanword_only
ⲥⲭⲓⲥⲙⲁⲧⲓⲕⲟⲥ,σχισματικοσ,,,loanword_only
ⲭⲣⲓⲥⲧⲟⲥ,χριστοσ,,,loanword_only
ⲁⲛⲁⲭⲱⲣⲓⲧⲏⲥ,αναχωριτησ,,,loanword_only
ⲙⲛⲧⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ,μντσυνκλητικοσ,,,loanword_only
ⲕⲁⲩⲥⲱⲛ,καυσων,,,loanword_only
ⲥⲧⲁⲥⲓⲥ,στασισ,,,loanword_only
ⲁⲡⲟⲗⲁⲩⲉ,απολαυε,,,loanword_only
ⲥⲧⲉⲣⲉⲱⲙⲁ,στερεωμα,,,loanword_only
ⲁⲛⲁⲅⲕⲏ,αναγκη,,,loanword_only
ⲁⲥⲕⲏⲧⲏⲥ,ασκητησ,,,loanword_only
ⲡⲟⲛⲏⲣⲟⲛ,πονηρον,,,loanword_only
ⲁⲅⲱⲛⲓⲍⲉ,αγωνιζε,,,loanword_only
ⲫⲁⲣⲓⲥⲉⲟⲥ,φαρισεοσ,,,loanword_only
ⲓⲧⲉ,ιτε,,,loanword_only
ⲁⲣⲭⲏⲙⲁⲛⲧⲣⲓⲧⲏⲥ,αρχημαντριτησ,,,loanword_only
ⲑⲩⲥⲓⲁⲥⲧⲏⲣⲓⲟⲛ,θυσιαστηριον,,,loanword_only
ⲙⲛⲧⲙⲁⲓⲭⲣⲏⲙⲁ,μντμαιχρημα,,,loanword_only
ⲕⲗⲏⲣⲟⲥ,κληροσ,,,loanword_only
ⲡⲁⲣⲁⲧⲓⲅⲙⲁ,παρατιγμα,,,loanword_only
ⲛⲟⲉⲓⲛ,νοειν,,,loanword_only
ⲁⲗⲗⲟ,αλλο,,,loanword_only
ⲙⲛⲧⲁⲛⲁⲓⲥⲑⲏⲧⲟⲥ,μνταναισθητοσ,,,loanword_only
ⲅⲉ,γε,,,loanword_only
ⲉⲩⲭⲁⲣⲓⲥⲧⲁ,ευχαριστα,,,loanword_only
ⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ,ταλαιπωροσ,,,loanword_only
ⲥⲕⲏⲛⲏ,σκηνη,,,loanword_only
ⲁⲑⲗⲏⲥⲓⲥ,αθλησισ,,,loanword_only
ⲁⲛⲧⲓⲟⲭⲓⲁ,αντιοχια,,,loanword_only
ⲥⲩⲗⲁ,συλα,,,loanword_only
ⲡⲁⲣⲁⲃⲁⲧⲏⲥ,παραβατησ,,,loanword_only
ⲡⲉⲗⲁⲕ,πελακ,,,loanword_only
ⲁⲛⲟⲙⲟⲥ,ανομοσ,,,loanword_only
ⲫⲁⲛⲧⲁⲥⲓⲁ,φαντασια,,,loanword_only
ⲥⲕⲉⲟⲥ,σκεοσ,,,loanword_only
ⲁⲇⲓⲕⲓⲁ,αδικια,,,loanword_only
ⲕⲣⲏⲥⲓⲥ,κρησισ,,,loanword_only
ⲇⲉ,δε,,,loanword_only
ⲡⲁⲓⲇⲉⲩⲉ,παιδευε,,,loanword_only
ⲙⲟⲛⲟⲛ,μονον,,,loanword_only
ⲡⲣⲟⲫⲏⲧⲓⲕⲟⲛ,προφητικον,,,loanword_only
ⲫⲁⲥⲕⲓⲁ,φασκια,,,loanword_only
ⲡⲣⲟⲥⲧⲁⲧⲏⲥ,προστατησ,,,loanword_only
ⲁⲡⲟⲗⲗⲱ,απολλω,,,loanword_only
ⲉⲣⲛⲏⲫⲓⲛ,ερνηφιν,,,loanword_only
ⲕⲁⲥⲓⲁⲛⲟⲥ,κασιανοσ,,,loanword_only
ⲗⲉⲓⲧⲟⲩⲣⲅⲓⲁ,λειτουργια,,,loanword_only
ⲉⲣⲥⲫⲣⲁⲅⲓⲍⲓⲛ,ερσφραγιζιν,,,loanword_only
ⲡⲗⲏⲣⲟⲩ,πληρου,,,loanword_only
ⲡⲁⲣⲁⲙⲩⲑⲓⲁ,παραμυθια,,,loanword_only
ⲡⲣⲟⲥⲉⲩⲭⲏ,προσευχη,,,loanword_only
ⲁⲛⲁⲃⲁⲑⲙⲟⲥ,αναβαθμοσ,,,loanword_only
ⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ,συνκλητικοσ,,,loanword_only
ⲭⲣⲓⲥⲙⲁ,χρισμα,,,loanword_only
ⲧⲟⲙⲟⲥ,τομοσ,,,loanword_only
ⲉⲝⲟⲣⲅⲓⲥⲧⲏⲥ,εξοργιστησ,,,loanword_only
ⲥⲫⲣⲁⲅⲓⲥ,σφραγισ,,,loanword_only
ⲕⲁⲧⲉⲭⲉ,κατεχε,,,loanword_only
ⲕⲣⲓⲛⲉ,κρινε,,,loanword_only
ⲡⲉⲧⲣⲟⲥ,πετροσ,,,loanword_only
ⲁⲧⲁⲝⲓⲁ,αταξια,,,loanword_only
ⲥⲭⲉⲇⲟⲛ,σχεδον,,,loanword_only
ⲇⲟⲅⲙⲁⲧⲓⲍⲉ,δογματιζε,,,loanword_only
ⲃⲟⲩⲗⲉⲩⲧⲏⲥ,βουλευτησ,,,loanword_only
ⲉⲣⲑⲉⲟⲣⲓⲛ,ερθεοριν,,,loanword_only
ⲇⲓⲡⲛⲟⲛ,διπνον,,,loanword_only
ⲉⲅⲕⲱⲙⲓⲟⲛ,εγκωμιον,,,loanword_only
ⲭⲓⲱⲛ,χιων,,,loanword_only
ⲁⲡⲟⲥⲧⲟⲗⲟⲥ,αποστολοσ,,,loanword_only
ⲙⲛⲧⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ,μντταλαιπωροσ,,,loanword_only
ⲡⲟⲗⲉⲧⲓⲁ,πολετια,,,loanword_only
ⲡⲟⲗⲓⲥ,πολισ,,,loanword_only
ⲉⲑⲛⲟⲥ,εθνοσ,,,loanword_only
ⲉⲣⲁⲕⲙⲏ,ερακμη,,,loanword_only
ⲁⲕⲉⲣⲁⲓⲟⲥ,ακεραιοσ,,,loanword_only
ⲇⲏⲙⲟⲥ,δημοσ,,,loanword_only
ⲁⲛⲁⲗⲁⲙⲃⲁⲛⲉ,αναλαμβανε,,,loanword_only
ⲙⲏⲧⲣⲁ,μητρα,,,loanword_only
ⲉⲡⲓⲥⲧⲏⲙⲉⲓ,επιστημει,,,loanword_only
ⲉⲡⲓⲥⲕⲟⲡⲟⲩ,επισκοπου,,,loanword_only
ⲙⲉⲗⲟⲥ,μελοσ,,,loanword_only
ⲡⲁⲓⲇⲁⲅⲱⲅⲟⲥ,παιδαγωγοσ,,,loanword_only
ⲧⲉⲗⲓⲟⲛ,τελιον,,,loanword_only
ⲫⲁⲣⲙⲁⲅⲟⲥ,φαρμαγοσ,,,loanword_only
ⲕⲁⲧⲟⲣⲑⲟⲩ,κατορθου,,,loanword_only
ⲧⲁⲗⲉⲑⲩⲥⲓⲁ,ταλεθυσια,,,loanword_only
ⲁⲛⲁⲅⲛⲱⲥⲧⲏⲥ,αναγνωστησ,,,loanword_only
ⲥⲕⲉⲡⲁⲥⲧⲏⲥ,σκεπαστησ,,,loanword_only
ⲑⲁⲣⲥⲓⲥ,θαρσισ,,,loanword_only
ⲡⲗⲁⲝ,πλαξ,,,loanword_only
ⲑⲉⲣⲁⲡⲓⲁ,θεραπια,,,loanword_only
ⲙⲛⲧⲧⲩⲣⲁⲛⲛⲟⲥ,μνττυραννοσ,,,loanword_only
ⲙⲁⲅⲓⲣⲟⲥ,μαγιροσ,,,loanword_only
ⲙⲁⲕⲁⲣⲓⲟⲥ,μακαριοσ,,,loanword_only
ⲕⲉⲗⲉⲃⲓⲛ,κελεβιν,,,loanword_only
ⲃⲁⲥⲓⲗⲓⲕⲟⲛ,βασιλικον,,,loanword_only
ⲡⲗⲁⲧⲱⲛ,πλατων,,,loanword_only
ⲁⲛⲍⲱⲛⲏ,ανζωνη,,,loanword_only
ⲁⲡⲟⲗⲟⲅⲓⲍⲉ,απολογιζε,,,loanword_only
ⲕⲉⲛⲟⲇⲟⲝⲓⲁ,κενοδοξια,,,loanword_only
ⲁⲓⲥⲑⲏⲥⲓⲥ,αισθησισ,,,loanword_only
ⲉⲝⲏⲅⲓⲥⲑⲁⲓ,εξηγισθαι,,,loanword_only
ⲡⲁⲣⲁⲛⲟⲙⲓⲁ,παρανομια,,,loanword_only
ⲉⲣⲁⲡⲟⲧⲁⲍⲉⲥⲑⲁⲓ,εραποταζεσθαι,,,loanword_only
ⲉⲣⲉ,ερε,,,loanword_only
ⲁⲡⲟⲣⲉⲓ,απορει,,,loanword_only
ⲙⲛⲧⲁⲣⲭⲏⲉⲡⲓⲥⲕⲟⲡⲟⲥ,μνταρχηεπισκοποσ,,,loanword_only
ⲉⲣⲥⲧⲁⲩⲣⲱⲛⲉⲓⲛ,ερσταυρωνειν,,,loanword_only
ⲗⲟⲅⲟⲥ,λογοσ,,,loanword_only
ⲭⲁⲗⲕⲓⲟⲛ,χαλκιον,,,loanword_only
ⲧⲟⲗⲟⲓⲡⲟⲛ,τολοιπον,,,loanword_only
ⲇⲓⲥⲧⲁⲍⲉ,δισταζε,,,loanword_only
ⲧⲣⲟⲡⲟⲥ,τροποσ,,,loanword_only
ⲡⲁⲡⲁⲥ,παπασ,,,loanword_only
ⲉⲣⲭⲉⲓⲣⲟⲧⲟⲛⲉⲓⲛ,ερχειροτονειν,,,loanword_only
ⲁⲅⲓⲟⲥ,αγιοσ,,,loanword_only
ⲡⲉⲛ,πεν,,,loanword_only
ⲁⲛⲑⲣⲁⲝ,ανθραξ,,,loanword_only
ⲃⲁⲡⲧⲓⲥⲙⲁ,βαπτισμα,,,loanword_only
ⲙⲛⲧⲉⲩⲅⲉⲛⲏⲥ,μντευγενησ,,,loanword_only
ⲙⲓⲧⲣⲁ,μιτρα,,,loanword_only
ⲙⲛⲧⲁⲡⲟⲥⲧⲟⲥ,μνταποστοσ,,,loanword_only
ⲇⲓⲁⲫⲟⲣⲁ,διαφορα,,,loanword_only
ⲥⲕⲟⲡⲟⲥ,σκοποσ,,,loanword_only
ⲁⲓⲧⲏⲙⲁ,αιτημα,,,loanword_only
ⲡⲣⲟⲧⲟⲡⲗⲁⲥⲙⲁ,προτοπλασμα,,,loanword_only
ⲟⲡⲧⲉⲩⲉ,οπτευε,,,loanword_only
ⲥⲁⲣⲕⲓⲕⲟⲥ,σαρκικοσ,,,loanword_only
ⲛⲩⲙⲫⲱⲛ,νυμφων,,,loanword_only
ⲭⲗⲟⲏⲥ,χλοησ,,,loanword_only
