hebrew,greek,score,hebrew_gloss,greek_gloss
שואה,κακός,0.333,trouble,wrong
שואה,πόνος,0.333,trouble,exercise
שואה,πρᾶγμα,0.333,trouble,case
מהיר,τάχος,0.333,quick,speedy
מהיר,ὦκα,0.333,quick,quick
מהיר,ταχύς,0.333,quick,rapid
כנה,τίω,0.333,honour,honour
כנה,τιμάω,0.333,honour,value
כנה,τιμή,0.333,honour,honour
שבל,παιδεύω,0.333,train,teach
שבל,ἀσκέω,0.333,train,train
שבל,γυμνάζω,0.333,train,train
מועצה,συμβουλεύω,0.333,counsel,give advice
מועצה,βουλή,0.333,counsel,gentleman
מועצה,βουλεύω,0.333,counsel,plot
נהי,οἰμωγή,0.333,lamentation,groanings
נהי,γόος,0.333,lamentation,lamentation
נהי,θρῆνος,0.333,lamentation,lamentation
חנינה,εὔνοια,0.333,kindness,favor
חנינה,φιλανθρωπία,0.333,kindness,generosity
חנינה,εὐεργεσία,0.333,kindness,service
תימרה,κέρας,0.333,column,column
תימרה,ὄρθιος,0.333,column,column
תימרה,κίων,0.333,column,column
בוקר,νομεύς,0.333,herdsman,apportioner
בוקר,βουκόλος,0.333,herdsman,stockman
בוקר,βοτήρ,0.333,herdsman,herdsman
ספינה,ναῦς,0.333,vessel,vessel
ספינה,σκεῦος,0.333,vessel,implement
ספינה,πλοῖον,0.333,vessel,ship
קיקלון,αἰσχρός,0.333,disgrace,disgraceful
קיקלון,καταισχύνω,0.333,disgrace,disgrace
קיקלון,ὄνειδος,0.333,disgrace,scandal
כושרה,ὄλβος,0.333,prosperity,[ olbos ]
כושרה,εὐτυχία,0.333,prosperity,success
כושרה,εὐδαιμονία,0.333,prosperity,prosperity
יאב,μακρός,0.333,long,by far
יאב,χρόνος,0.333,long,long
יאב,πολύς,0.333,long,great
עגן,ἀποχωρέω,0.333,withdraw,withdraw
עגן,ἀναχωρέω,0.333,withdraw,return
עגן,ἀπάγω,0.333,withdraw,withdraw
כשר,διάδοχος,0.333,succeed,succeed
כשר,διαδέχομαι,0.333,succeed,succeed
כשר,κατορθόω,0.333,succeed,succeed
נוץ,ἀπαλλάσσω,0.333,depart,depart
נוץ,ἀπέρχομαι,0.333,depart,depart
נוץ,ἄπειμι,0.333,depart,went away
בירה,πτολίεθρον,0.333,citadel,citadel
בירה,ἄκρος,0.333,citadel,height
בירה,ἀκρόπολις,0.333,citadel,citadel
הנחה,ἀφίημι,0.333,release,leave
הנחה,ἀπολύω,0.333,release,acquit
הנחה,λύω,0.333,release,free
זבן,ἀγοράζω,0.333,buy,buy
זבן,ὠνέομαι,0.333,buy,purchase
זבן,πρίαμαι,0.333,buy,buy
אחרן,ἄλλος,0.333,another,another
אחרן,ἕτερος,0.333,another,one
אחרן,ἀλλήλων,0.333,another,another
כנש,συνέρχομαι,0.333,assemble,assemble
כנש,ἀθροίζω,0.333,assemble,assemble
כנש,συλλέγω,0.333,assemble,muster
יזב,διασῴζω,0.333,save,save
יזב,σωτηρία,0.333,save,save
יזב,σώζω,0.333,save,escape
חבולה,ἀδικέω,0.333,harm,harm
חבולה,κακός,0.333,harm,wrong
חבולה,βλάπτω,0.333,harm,injury
באיש,πονηρός,0.333,bad,evil
באיש,κακός,0.333,bad,wrong
באיש,φαῦλος,0.333,bad,inferior
שב,πρέσβυς,0.333,elder,old man
שב,γεραιός,0.333,elder,elder
שב,γέρων,0.333,elder,elder
דבח,θῦμα,0.333,sacrifice,sacrifice
דבח,θυσία,0.333,sacrifice,sacrifice
דבח,θύω,0.333,sacrifice,sacrifice
רחיק,μέχρι,0.333,far,far
רחיק,πρόσω,0.333,far,distance
רחיק,πολύς,0.333,far,great
קרא,λέγω,0.250,call,call
קרא,προσαγορεύω,0.250,call,call
קרא,καλέω,0.250,call,name
קרא,ὀνομάζω,0.250,call,call
אחד,εἷς,0.250,one,single
אחד,τις,0.250,one,man
אחד,ἕτερος,0.250,one,one
אחד,ἕκαστος,0.250,one,one
שני,ἔπειτα,0.250,second,next
שני,δεύτερος,0.250,second,next
משנה,ἔπειτα,0.250,second,next
משנה,δεύτερος,0.250,second,next
ים,θάλασσα,0.250,sea,coast
ים,πόντος,0.250,sea,deep
ים,πέλαγος,0.250,sea,sea
ים,ἅλς,0.250,sea,sea
מופת,σημεῖον,0.250,sign,evidence
מופת,σῆμα,0.250,sign,sign
אות,σημεῖον,0.250,sign,evidence
אות,σῆμα,0.250,sign,sign
שנים,δύο,0.250,two,two
שנים,ἀμφότερος,0.250,two,two
תרין,δύο,0.250,two,two
תרין,ἀμφότερος,0.250,two,two
כל,ὅλος,0.250,whole,general
כל,ἅπας,0.250,whole,everything
כל,πᾶς,0.250,whole,whole
כל,σύμπας,0.250,whole,total
הנה,εἶδον,0.250,behold,behold
הא,εἶδον,0.250,behold,behold
הן,εἶδον,0.250,behold,behold
ארו,εἶδον,0.250,behold,behold
צבא,εὐεργεσία,0.250,service,service
צבא,χρήσιμος,0.250,service,service
פלחן,εὐεργεσία,0.250,service,service
פלחן,χρήσιμος,0.250,service,service
צוה,κελεύω,0.250,command,urge
צוה,ἡγεμονία,0.250,command,command
צוה,ἄρχω,0.250,command,office
צוה,προστάσσω,0.250,command,direct
לחך,ἐσθίω,0.250,eat,eat
לחך,φαγεῖν,0.250,eat,eat
אכל,ἐσθίω,0.250,eat,eat
אכל,φαγεῖν,0.250,eat,eat
מות,ἀπόλλυμι,0.250,die,die
מות,τελευτάω,0.250,die,death
מות,ἀποθνήσκω,0.250,die,dead
מות,θνήσκω,0.250,die,slay
צלע,πλευρά,0.250,side,flank
שטר,πλευρά,0.250,side,flank
עמה,πλευρά,0.250,side,flank
צד,πλευρά,0.250,side,flank
סלל,οἰκοδομέω,0.250,build,build
סלל,κατασκευάζω,0.250,build,construct
בנה,οἰκοδομέω,0.250,build,build
בנה,κατασκευάζω,0.250,build,construct
רגל,πεζός,0.250,foot,land
רגל,πούς,0.250,foot,foot
פעם,πεζός,0.250,foot,land
פעם,πούς,0.250,foot,foot
נחש,ὄφις,0.250,serpent,serpent
נחש,δράκων,0.250,serpent,snake
צפע,ὄφις,0.250,serpent,serpent
צפע,δράκων,0.250,serpent,snake
עין,βλέφαρον,0.250,eye,eye
עין,ὄσσα,0.250,eye,eye
עין,ὄμμα,0.250,eye,face
עין,ὀφθαλμός,0.250,eye,mine eyes
עמד,τάξις,0.250,company,company
עמד,λόχος,0.250,company,battalion
חברה,τάξις,0.250,company,company
חברה,λόχος,0.250,company,battalion
חרב,ξιφίδιον,0.250,dagger,dagger
חרב,ἐγχειρίδιος,0.250,dagger,armed daggers
פתיחה,ξιφίδιον,0.250,dagger,dagger
פתיחה,ἐγχειρίδιος,0.250,dagger,armed daggers
אשפה,φαρέτρα,0.250,quiver,quiver
רעל,φαρέτρα,0.250,quiver,quiver
נוע,φαρέτρα,0.250,quiver,quiver
ירע,φαρέτρα,0.250,quiver,quiver
חליל,αὐλός,0.250,flute,flute
חליל,αὐλέω,0.250,flute,flute
עוגב,αὐλός,0.250,flute,flute
עוגב,αὐλέω,0.250,flute,flute
חמס,βία,0.250,violence,strength
חמס,βίαιος,0.250,violence,by violence
חמס,βιάζω,0.250,violence,by force
חמס,ὕβρις,0.250,violence,insolent
בית,δῶμα,0.250,house,home
בית,δόμος,0.250,house,hall
בית,οἶκος,0.250,house,household
בית,οἰκία,0.250,house,home
תור,πελειάς,0.250,dove,dove
תור,πέλεια,0.250,dove,dove
יונה,πελειάς,0.250,dove,dove
יונה,πέλεια,0.250,dove,dove
דבר,λέγω,0.250,speak,call
דבר,εἶπον,0.250,speak,reply
דבר,λαλέω,0.250,speak,speak
דבר,ἐρῶ,0.250,speak,speak
בעה,πυνθάνομαι,0.250,inquire,inform
בעה,ζητέω,0.250,inquire,investigate
דרש,πυνθάνομαι,0.250,inquire,inform
דרש,ζητέω,0.250,inquire,investigate
שפך,χέω,0.250,pour,pour
נתך,χέω,0.250,pour,pour
יצק,χέω,0.250,pour,pour
נסך,χέω,0.250,pour,pour
ענן,νεφέλη,0.250,cloud,cloud
ענן,νέφος,0.250,cloud,thick cloud
עב,νεφέλη,0.250,cloud,cloud
עב,νέφος,0.250,cloud,thick cloud
גורל,κλῆρος,0.250,lot,by lot
גורל,λαγχάνω,0.250,lot,allot
לוט,κλῆρος,0.250,Lot,by lot
לוט,λαγχάνω,0.250,Lot,allot
רעב,λιμός,0.250,hunger,starve
רעב,πεινάω,0.250,hunger,hunger
רעבון,λιμός,0.250,hunger,starve
רעבון,πεινάω,0.250,hunger,hunger
יחדו,συνάγω,0.250,together,collect
יחדו,ἅμα,0.250,together,together
יחדו,σύν,0.250,together,together
יחדו,ἀθρόος,0.250,together,together
מריבה,ἔχθρη,0.250,quarrel,quarrel
מריבה,διαφορά,0.250,quarrel,disagreement
מריבה,διαφέρω,0.250,quarrel,quarrel
מריבה,νεῖκος,0.250,quarrel,quarrel
מלחמה,πόλεμος,0.250,war,battle
מלחמה,πολεμέω,0.250,war,wage
מלחמת,πόλεμος,0.250,war,battle
מלחמת,πολεμέω,0.250,war,wage
בלעדי,δίχα,0.250,without,without
בלעדי,χωρίς,0.250,without,except
בלעדי,ἄνευ,0.250,without,apart from
בלעדי,μηδείς,0.250,without,without
עויל,παῖς,0.250,boy,daughter
עויל,μειράκιον,0.250,boy,young men
נער,παῖς,0.250,boy,daughter
נער,μειράκιον,0.250,boy,young men
חזון,ὄψις,0.250,vision,presence
חזיון,ὄψις,0.250,vision,presence
מחזה,ὄψις,0.250,vision,presence
חזות,ὄψις,0.250,vision,presence
שעירה,αἴξ,0.250,goat,at aegospotami
גדי,αἴξ,0.250,goat,at aegospotami
יעלה,αἴξ,0.250,goat,at aegospotami
עז,αἴξ,0.250,goat,at aegospotami
פגר,νεκρός,0.250,corpse,dead body
פגר,νέκυς,0.250,corpse,dead
גופה,νεκρός,0.250,corpse,dead body
גופה,νέκυς,0.250,corpse,dead
נצב,ἵστημι,0.250,stand,set up
נצב,ἐφίστημι,0.250,stand,aware
יצב,ἵστημι,0.250,stand,set up
יצב,ἐφίστημι,0.250,stand,aware
כבס,νίζω,0.250,wash,wash hands
כבס,λούω,0.250,wash,wash
רחץ,νίζω,0.250,wash,wash hands
רחץ,λούω,0.250,wash,wash
מאפה,μᾶζα,0.250,cake,cake
מאפה,πλακοῦς,0.250,cake,cake
עגה,μᾶζα,0.250,cake,cake
עגה,πλακοῦς,0.250,cake,cake
זקן,πρέσβυς,0.250,old,old man
זקן,ἀρχαῖος,0.250,old,original
זקן,παλαιός,0.250,old,early times
זקן,γέρων,0.250,old,elder
עתר,ἱκετεύω,0.250,entreat,supplicate
עתר,παρακαλέω,0.250,entreat,urge
פצר,ἱκετεύω,0.250,entreat,supplicate
פצר,παρακαλέω,0.250,entreat,urge
דלת,θύρα,0.250,door,gate
דלת,πύλη,0.250,door,door
תרע,θύρα,0.250,door,gate
תרע,πύλη,0.250,door,door
שפרפר,ἠώς,0.250,dawn,daybreak
שפרפר,ἠριγένεια,0.250,dawn,dawn
שחר,ἠώς,0.250,dawn,daybreak
שחר,ἠριγένεια,0.250,dawn,dawn
מחרת,ὑστεραῖος,0.250,next day,morrow
מחרת,ἐπαυρέω,0.250,next day,next day
מחר,ὑστεραῖος,0.250,next day,morrow
מחר,ἐπαυρέω,0.250,next day,next day
חלם,ὄνειρος,0.250,dream,dream
חלם,ὄναρ,0.250,dream,dream
חלום,ὄνειρος,0.250,dream,dream
חלום,ὄναρ,0.250,dream,dream
גהה,ἰάομαι,0.250,heal,would heal
גהה,θεραπεύω,0.250,heal,cure
רפא,ἰάομαι,0.250,heal,would heal
רפא,θεραπεύω,0.250,heal,cure
ילדה,παρθένος,0.250,girl,maid
ילדה,κόρη,0.250,girl,maid
נערה,παρθένος,0.250,girl,maid
נערה,κόρη,0.250,girl,maid
שנא,ἐχθαίρω,0.250,sleep,hate
שנא,στυγέω,0.250,sleep,loathe
שנא,μῖσος,0.250,sleep,hate
שנא,μισέω,0.250,sleep,dislike
חצר,δικαστήριον,0.250,court,tribunal
חצר,αὐλή,0.250,court,courtyard
פרבר,δικαστήριον,0.250,court,tribunal
פרבר,αὐλή,0.250,court,courtyard
לעג,ἐμπαίζω,0.250,mock,mock
התל,ἐμπαίζω,0.250,mock,mock
תלל,ἐμπαίζω,0.250,mock,mock
תעע,ἐμπαίζω,0.250,mock,mock
מרמה,ἀπάτη,0.250,deceit,deception
מרמה,δόλος,0.250,deceit,deceit
מהתלות,ἀπάτη,0.250,deceit,deception
מהתלות,δόλος,0.250,deceit,deceit
חטה,πυρός,0.250,wheat,trough
חטה,σῖτος,0.250,wheat,meat
חנטה,πυρός,0.250,wheat,trough
חנטה,σῖτος,0.250,wheat,meat
נכרי,ξένος,0.250,foreign,guest
נכרי,βάρβαρος,0.250,foreign,foreign
נכרי,ἀλλότριος,0.250,foreign,belong
נכרי,ξενικός,0.250,foreign,mercenary force
פשע,ἀπόστασις,0.250,step,defection
מרדות,ἀπόστασις,0.250,rebellion,defection
מרי,ἀπόστασις,0.250,rebellion,defection
סרה,ἀπόστασις,0.250,rebellion,defection
שריר,νεῦρον,0.250,sinew,nerve
שריר,τένων,0.250,sinew,sinew
גיד,νεῦρον,0.250,sinew,nerve
גיד,τένων,0.250,sinew,sinew
שסה,λάφυρα,0.250,spoil,spoils taken
שסה,σκῦλον,0.250,spoil,spoil
בזז,λάφυρα,0.250,spoil,spoils taken
בזז,σκῦλον,0.250,spoil,spoil
מנין,πλῆθος,0.250,number,people
מנין,ἀριθμός,0.250,number,in number
מספר,πλῆθος,0.250,number,people
מספר,ἀριθμός,0.250,number,in number
דמעה,δάκρυον,0.250,tear,weep
נסח,δάκρυον,0.250,tear,weep
נתס,δάκρυον,0.250,tear,weep
קרע,δάκρυον,0.250,tear,weep
שק,πορθέω,0.250,leg,laid waste
שק,πέρθω,0.250,leg,sack
אמתחת,πορθέω,0.250,sack,laid waste
אמתחת,πέρθω,0.250,sack,sack
שרביט,βακτηρία,0.250,staff,staff
שרביט,σκῆπτρον,0.250,staff,staff
מטה,βακτηρία,0.250,staff,staff
מטה,σκῆπτρον,0.250,staff,staff
סהר,δεσμωτήριον,0.250,prison,jail
סהר,φυλακή,0.250,prison,watch
כלוא,δεσμωτήριον,0.250,prison,jail
כלוא,φυλακή,0.250,prison,watch
טנא,κάνεον,0.250,basket,basket
סל,κάνεον,0.250,basket,basket
כלוב,κάνεον,0.250,basket,basket
אגרטל,κάνεον,0.250,basket,basket
עמל,πονέω,0.250,labour,labour
עמל,πόνος,0.250,labour,exercise
יגב,πονέω,0.250,labour,labour
יגב,πόνος,0.250,labour,exercise
משגה,ἐξαμαρτάνω,0.250,mistake,offence
משגה,ἁμαρτία,0.250,mistake,mistake
משגה,ἁμάρτημα,0.250,mistake,blunder
משגה,ἁμαρτάνω,0.250,mistake,fault
נכת,κτῆμα,0.250,treasure,treasure
נכת,θησαυρός,0.250,treasure,treasure
מטמן,κτῆμα,0.250,treasure,treasure
מטמן,θησαυρός,0.250,treasure,treasure
חדר,μέγαρον,0.250,room,room
חדר,οἴκημα,0.250,room,room
חנות,μέγαρον,0.250,room,room
חנות,οἴκημα,0.250,room,room
חוס,οἰκτείρω,0.250,pity,sorry for
חוס,οἶκτος,0.250,pity,compassion
חוס,ἐλεέω,0.250,pity,compassion
חוס,ἔλεος,0.250,pity,commiseration
גויה,σωμάτιον,0.250,body,body
גויה,σῶμα,0.250,body,person
גף,σωμάτιον,0.250,body,body
גף,σῶμα,0.250,body,person
חק,μοῖρα,0.250,portion,part
חק,μέρος,0.250,portion,turn
מנת,μοῖρα,0.250,portion,part
מנת,μέρος,0.250,portion,turn
לבא,λέων,0.250,lion,like lion
ארי,λέων,0.250,lion,like lion
אריה,λέων,0.250,lion,like lion
לביא,λέων,0.250,lion,like lion
שפיפן,ὄφις,0.250,snake,serpent
שפיפן,δράκων,0.250,snake,snake
אפעה,ὄφις,0.250,snake,serpent
אפעה,δράκων,0.250,snake,snake
גבעה,λόφος,0.250,hill,plume
גבעה,ὄρος,0.250,hill,hill
נפת,λόφος,0.250,hill,plume
נפת,ὄρος,0.250,hill,hill
צוף,ῥέω,0.250,flow,which flows
נזל,ῥέω,0.250,flow,which flows
זוב,ῥέω,0.250,flow,which flows
דבב,ῥέω,0.250,flow,which flows
שטר,ἐγγράφω,0.250,side,inscribed on
שטר,ἀπογράφω,0.250,side,register
יחש,ἐγγράφω,0.250,register,inscribed on
יחש,ἀπογράφω,0.250,register,register
צלי,ὀπτάω,0.250,roast,bake
צלי,ὀπτός,0.250,roast,roast
קלה,ὀπτάω,0.250,roast,bake
קלה,ὀπτός,0.250,roast,roast
מפלצת,εἴδωλον,0.250,idol,ghost
שקוץ,εἴδωλον,0.250,idol,ghost
פסל,εἴδωλον,0.250,idol,ghost
פסיל,εἴδωλον,0.250,idol,ghost
שאת,ἐρημία,0.250,desolation,isolation
שאיה,ἐρημία,0.250,desolation,isolation
שממה,ἐρημία,0.250,desolation,isolation
משואה,ἐρημία,0.250,desolation,isolation
תרומה,εἰσφέρω,0.250,contribution,contribution
תרומה,ἔρανος,0.250,contribution,contribution
תרומיה,εἰσφέρω,0.250,contribution,contribution
תרומיה,ἔρανος,0.250,contribution,contribution
ניחוח,ὀργίζω,0.250,incense,incense
ניחוח,θυμίαμα,0.250,incense,incense
שחלת,ὀργίζω,0.250,incense,incense
שחלת,θυμίαμα,0.250,incense,incense
משטר,σύγγραμμα,0.250,writing,composition
משטר,γράμμα,0.250,writing,book
מכתב,σύγγραμμα,0.250,writing,composition
מכתב,γράμμα,0.250,writing,book
נצר,φυλακή,0.250,watch,watch
נצר,φυλάσσω,0.250,watch,preserve
רצד,φυλακή,0.250,watch,watch
רצד,φυλάσσω,0.250,watch,preserve
מיתר,χορδή,0.250,string,string
מיתר,ἐντανύω,0.250,string,string
מיתר,νευρή,0.250,string,neuri
מיתר,τανύω,0.250,string,string
חרש,πηλός,0.250,clay,clay
טיט,πηλός,0.250,clay,clay
טין,πηλός,0.250,clay,clay
חסף,πηλός,0.250,clay,clay
תנואה,ἐναντιόομαι,0.250,opposition,opposition
תנואה,ἀντιλέγω,0.250,opposition,oppose
קרי,ἐναντιόομαι,0.250,opposition,opposition
קרי,ἀντιλέγω,0.250,opposition,oppose
צנוע,ταπεινός,0.250,humble,low
צנוע,ταπεινόω,0.250,humble,humble
ענו,ταπεινός,0.250,humble,low
ענו,ταπεινόω,0.250,humble,humble
חידה,αἰνίσσομαι,0.250,riddle,riddle
חידה,αἴνιγμα,0.250,riddle,riddle
אחידה,αἰνίσσομαι,0.250,riddle,riddle
אחידה,αἴνιγμα,0.250,riddle,riddle
מבטא,ὑπόσχεσις,0.250,promise,promise
מבטא,ὑπισχνέομαι,0.250,promise,promise
מבטא,ἐπαγγέλλω,0.250,promise,promise
מבטא,ἐπαγγελία,0.250,promise,promise
שדד,ἕλκω,0.250,draw,draw
שדד,ἐρύω,0.250,draw,drew forth
תאה,ἕλκω,0.250,draw,draw
תאה,ἐρύω,0.250,draw,drew forth
מחסה,καταφεύγω,0.250,refuge,refuge
חסות,καταφεύγω,0.250,refuge,refuge
מנוס,καταφεύγω,0.250,refuge,refuge
מקלט,καταφεύγω,0.250,refuge,refuge
שנאה,ἔχθρη,0.250,hatred,quarrel
שנאה,μῖσος,0.250,hatred,hate
שנאה,ἔχθος,0.250,hatred,hatred
שנאה,μισέω,0.250,hatred,dislike
גז,χόρτος,0.250,grass,grass
גז,πόα,0.250,grass,grass
עמיר,χόρτος,0.250,grass,grass
עמיר,πόα,0.250,grass,grass
קרדם,πέλεκυς,0.250,axe,double axes
כשיל,πέλεκυς,0.250,axe,double axes
גרזן,πέλεκυς,0.250,axe,double axes
מגזרה,πέλεκυς,0.250,axe,double axes
משמרה,ὄνυξ,0.250,nail,its talons
טפר,ὄνυξ,0.250,nail,its talons
צפרן,ὄνυξ,0.250,nail,its talons
מסמר,ὄνυξ,0.250,nail,its talons
תחנה,ἱκέσιος,0.250,supplication,supplication
תחנה,ἱκετεία,0.250,supplication,supplication
תחנון,ἱκέσιος,0.250,supplication,supplication
תחנון,ἱκετεία,0.250,supplication,supplication
בקשה,δέω,0.250,request,ask
בעו,δέω,0.250,request,ask
שאלה,δέω,0.250,request,ask
משאלה,δέω,0.250,request,ask
אסור,πέδη,0.250,fetter,fetter
כבל,πέδη,0.250,fetter,fetter
חרצב,πέδη,0.250,fetter,fetter
עכס,πέδη,0.250,fetter,fetter
כתר,κυκλόω,0.250,surround,surround
כתר,κύκλος,0.250,surround,surround
עטר,κυκλόω,0.250,surround,surround
עטר,κύκλος,0.250,surround,surround
קובע,κυνέα,0.250,helmet,helmet
קובע,κράνος,0.250,helmet,helmet
כובע,κυνέα,0.250,helmet,helmet
כובע,κράνος,0.250,helmet,helmet
צנה,ἀσπίς,0.250,shield,buckler
צנה,σάκος,0.250,shield,shield
שלט,ἀσπίς,0.250,shield,buckler
שלט,σάκος,0.250,shield,shield
תו,σκοπός,0.250,mark,scout
תו,σημεῖον,0.250,mark,evidence
תוה,σκοπός,0.250,mark,scout
תוה,σημεῖον,0.250,mark,evidence
מצודה,τείχισμα,0.250,fortification,fortification
מצודה,ἔρυμα,0.250,fortification,stronghold
מצורה,τείχισμα,0.250,fortification,fortification
מצורה,ἔρυμα,0.250,fortification,stronghold
עטרה,στέφανος,0.250,wreath,wreath
לויה,στέφανος,0.250,wreath,wreath
ליה,στέφανος,0.250,wreath,wreath
עטרת,στέφανος,0.250,wreath,wreath
מדחפה,ὠθέω,0.250,thrust,push
מדחפה,οὐτάζω,0.250,thrust,thrust
דחח,ὠθέω,0.250,thrust,push
דחח,οὐτάζω,0.250,thrust,thrust
מטפחת,φᾶρος,0.250,cloak,cloak
מטפחת,χλαῖνα,0.250,cloak,cloak
מטפחת,ἱμάτιον,0.250,cloak,coat
מטפחת,τρίβων,0.250,cloak,cloak
תנומה,εὕδω,0.250,slumber,slumber
תנומה,ὕπνον,0.250,slumber,slumber
נום,εὕδω,0.250,slumber,slumber
נום,ὕπνον,0.250,slumber,slumber
צח,δῆλος,0.250,clear,plain
צח,φανερός,0.250,clear,obvious
צח,σαφής,0.250,clear,clear
צח,φαίνω,0.250,clear,prove
אויל,ἠλίθιος,0.250,foolish,foolish
אויל,ἄφρων,0.250,foolish,fool
אויל,μωρός,0.250,foolish,foolish
אויל,ἀνόητος,0.250,foolish,thoughtless
מבוכה,ταραχή,0.250,confusion,disorder
מבוכה,σύγχυσις,0.250,confusion,confusion
תועה,ταραχή,0.250,confusion,disorder
תועה,σύγχυσις,0.250,confusion,confusion
כלמה,ὑβρίζω,0.250,insult,insolence
כלמה,ὕβρις,0.250,insult,insolent
כלמות,ὑβρίζω,0.250,insult,insolence
כלמות,ὕβρις,0.250,insult,insolent
משוט,κώπη,0.250,oar,hilt
משוט,ἐρετμόν,0.250,oar,oar
שיט,κώπη,0.250,oar,hilt
שיט,ἐρετμόν,0.250,oar,oar
מפץ,ξύλον,0.250,club,stick
מפץ,ῥόπαλον,0.250,club,club
תותח,ξύλον,0.250,club,stick
תותח,ῥόπαλον,0.250,club,club
גנזך,δημόσιος,0.250,treasury,treasury
גנזך,θησαυρός,0.250,treasury,treasure
גנז,δημόσιος,0.250,treasury,treasury
גנז,θησαυρός,0.250,treasury,treasure
שגל,ἄνασσα,0.250,queen,queen
שגל,δέσποινα,0.250,queen,queen
שגל,βασιλεία,0.250,queen,royalty
שגל,βασίλεια,0.250,queen,royal palace
בטחות,σωτηρία,0.250,safety,save
בטחות,ἀσφαλής,0.250,safety,security
בטחות,σώζω,0.250,safety,escape
בטחות,ἀσφάλεια,0.250,safety,safety
רבד,ἑτοῖμος,0.250,prepare,prepare
רבד,παρασκευάζω,0.250,prepare,prepared for
עתד,ἑτοῖμος,0.250,prepare,prepare
עתד,παρασκευάζω,0.250,prepare,prepared for
בוזה,καταφρόνησις,0.250,contempt,contempt
בוזה,καταφρονέω,0.250,contempt,scorn
בזיון,καταφρόνησις,0.250,contempt,contempt
בזיון,καταφρονέω,0.250,contempt,scorn
פרשגן,ἀντίγραφος,0.250,copy,copy
פרשגן,μιμέομαι,0.250,copy,represent
פתשגן,ἀντίγραφος,0.250,copy,copy
פתשגן,μιμέομαι,0.250,copy,represent
לחנה,ἀμφίπολος,0.250,maid,handmaidens
לחנה,παρθένος,0.250,maid,maid
לחנה,δμωή,0.250,maid,maid
לחנה,κόρη,0.250,maid,maid
ממשל,ἡγεμονία,0.200,dominion,command
ממשלת,ἡγεμονία,0.200,dominion,command
משרה,ἡγεμονία,0.200,dominion,command
שלטן,ἡγεμονία,0.200,dominion,command
ממשלה,ἡγεμονία,0.200,dominion,command
קטן,ἐλάχιστος,0.200,small,small
קטן,βραχύς,0.200,small,small
קטן,ὀλίγος,0.200,small,almost
קטן,ἐλάσσων,0.200,small,inferior
קטן,μικρός,0.200,small,short
נהר,ῥοή,0.200,stream,stream
נהר,ῥόος,0.200,stream,stream
נהר,νᾶμα,0.200,stream,stream
נהר,ῥεῖθρον,0.200,stream,channel
נהר,ῥεῦμα,0.200,stream,current
שלח,ἀποπέμπω,0.200,send,sent off
שלח,ἐκπέμπω,0.200,send,dispatch
שלח,διαπέμπω,0.200,send,send
שלח,πέμπω,0.200,send,send
שלח,ἀποστέλλω,0.200,send,dispatch
מאה,τριακόσιοι,0.200,hundred,hundred
מאה,διακόσιοι,0.200,hundred,hundred
מאה,χίλιος,0.200,hundred,hundred
מאה,ἑκατόν,0.200,hundred,100
מאה,ἑκατοστός,0.200,hundred,hundred
מעשה,ἔργον,0.200,deed,fact
גמול,ἔργον,0.200,deed,fact
עלילה,ἔργον,0.200,deed,fact
מעלל,ἔργον,0.200,deed,fact
עליליה,ἔργον,0.200,deed,fact
נקא,καθαρός,0.200,pure,purity
ברור,καθαρός,0.200,pure,purity
זך,καθαρός,0.200,pure,purity
טהר,καθαρός,0.200,pure,purity
כתית,καθαρός,0.200,"beaten, pure",purity
מכסה,σκέπασμα,0.200,covering,covering
כסות,σκέπασμα,0.200,covering,covering
מסך,σκέπασμα,0.200,covering,covering
אפדה,σκέπασμα,0.200,covering,covering
כסוי,σκέπασμα,0.200,covering,covering
נגיד,μάλιστα,0.200,chief,great
שר,μάλιστα,0.200,bracelet,great
נשיא,μάλιστα,0.200,chief,great
אלוף,μάλιστα,0.200,chief,great
קצין,μάλιστα,0.200,chief,great
אלף,χίλιος,0.200,thousand,hundred
אלף,χιλιάς,0.200,thousand,thousand
אלף,χίλιοι,0.200,thousand,thousand drachmae
אלף,μυρίος,0.200,thousand,000
אלף,μυριάς,0.200,thousand,myriad
חץ,ἰός,0.200,arrow,arrow
חץ,τόξον,0.200,arrow,arrow
חץ,βέλος,0.200,arrow,bolt
חץ,τόξευμα,0.200,arrow,arrow
חץ,ὀιστός,0.200,arrow,arrow
אציל,ἐσθλός,0.200,noble,good
אציל,γενναῖος,0.200,noble,generous
אציל,καλός,0.200,noble,proper
אציל,εὐγενής,0.200,noble,noble
אציל,ἄριστος,0.200,noble,noble
בקרת,κολάζω,0.200,punishment,punishment
בקרת,ζημία,0.200,punishment,punishment
בקרת,δίκη,0.200,punishment,case
בקרת,κόλασις,0.200,punishment,punishment
בקרת,τιμωρία,0.200,punishment,punish
מפרש,ἀποπλέω,0.200,sail,sail
מפרש,πλέω,0.200,sail,voyage
מפרש,ἱστίον,0.200,sail,sail
מפרש,καταπλέω,0.200,sail,sail
מפרש,ἐκπλέω,0.200,sail,sail
תגמול,εὐεργεσία,0.200,benefit,service
תגמול,ὠφελέω,0.200,benefit,advantage
תגמול,εὖ,0.200,benefit,right
תגמול,ἀγαθός,0.200,benefit,benefit
תגמול,ὠφέλεια,0.200,benefit,advantage
ליל,νύκτωρ,0.167,night,night
