nt_book,nt_chap,nt_verse,lxx_chap,lxx_verse,votes,nt_v6_ref,lxx_v6_ref
Matt,15,11,9,5,11,sahidica.matthew.15.11,sahidic.psalms.9.5
Matt,15,11,9,6,11,sahidica.matthew.15.11,sahidic.psalms.9.6
Matt,15,11,9,7,11,sahidica.matthew.15.11,sahidic.psalms.9.7
Matt,15,11,9,8,11,sahidica.matthew.15.11,sahidic.psalms.9.8
Matt,15,11,9,9,11,sahidica.matthew.15.11,sahidic.psalms.9.9
Matt,15,11,9,10,11,sahidica.matthew.15.11,sahidic.psalms.9.10
Matt,15,11,9,11,11,sahidica.matthew.15.11,sahidic.psalms.9.11
Matt,15,11,9,12,11,sahidica.matthew.15.11,sahidic.psalms.9.12
Matt,15,11,9,13,11,sahidica.matthew.15.11,sahidic.psalms.9.13
Matt,15,11,9,14,11,sahidica.matthew.15.11,sahidic.psalms.9.14
Matt,15,11,9,15,11,sahidica.matthew.15.11,sahidic.psalms.9.15
Matt,15,11,9,16,11,sahidica.matthew.15.11,sahidic.psalms.9.16
Matt,15,11,9,17,11,sahidica.matthew.15.11,sahidic.psalms.9.17
Matt,15,11,9,18,11,sahidica.matthew.15.11,sahidic.psalms.9.18
Matt,15,11,9,19,11,sahidica.matthew.15.11,sahidic.psalms.9.19
Matt,15,11,9,20,11,sahidica.matthew.15.11,sahidic.psalms.9.20
Matt,15,11,9,21,11,sahidica.matthew.15.11,sahidic.psalms.9.21
Matt,15,11,9,22,11,sahidica.matthew.15.11,sahidic.psalms.9.22
Matt,15,11,9,23,11,sahidica.matthew.15.11,sahidic.psalms.9.23
Matt,15,11,9,24,11,sahidica.matthew.15.11,sahidic.psalms.9.24
Matt,15,11,9,25,11,sahidica.matthew.15.11,sahidic.psalms.9.25
Matt,15,11,9,26,11,sahidica.matthew.15.11,sahidic.psalms.9.26
Matt,15,11,9,27,11,sahidica.matthew.15.11,sahidic.psalms.9.27
Matt,15,11,9,28,11,sahidica.matthew.15.11,sahidic.psalms.9.28
Matt,15,11,9,29,11,sahidica.matthew.15.11,sahidic.psalms.9.29
Matt,15,11,9,30,11,sahidica.matthew.15.11,sahidic.psalms.9.30
Matt,15,11,9,31,11,sahidica.matthew.15.11,sahidic.psalms.9.31
Matt,15,11,9,32,11,sahidica.matthew.15.11,sahidic.psalms.9.32
Matt,15,11,9,33,11,sahidica.matthew.15.11,sahidic.psalms.9.33
Matt,15,11,9,34,11,sahidica.matthew.15.11,sahidic.psalms.9.34
Matt,15,11,9,35,11,sahidica.matthew.15.11,sahidic.psalms.9.35
Matt,15,11,9,36,11,sahidica.matthew.15.11,sahidic.psalms.9.36
Matt,15,11,9,37,11,sahidica.matthew.15.11,sahidic.psalms.9.37
Matt,15,11,9,38,11,sahidica.matthew.15.11,sahidic.psalms.9.38
Matt,17,2,103,2,11,sahidica.matthew.17.2,sahidic.psalms.103.2
Matt,18,12,118,176,11,sahidica.matthew.18.12,sahidic.psalms.118.176
Matt,18,15,140,5,11,sahidica.matthew.18.15,sahidic.psalms.140.5
Heb,5,7,21,1,11,sahidica.hebrews.5.7,sahidic.psalms.21.1
Heb,5,7,21,2,11,sahidica.hebrews.5.7,sahidic.psalms.21.2
Heb,5,7,21,3,11,sahidica.hebrews.5.7,sahidic.psalms.21.3
Heb,5,7,21,4,11,sahidica.hebrews.5.7,sahidic.psalms.21.4
Heb,5,7,21,5,11,sahidica.hebrews.5.7,sahidic.psalms.21.5
Heb,5,7,21,6,11,sahidica.hebrews.5.7,sahidic.psalms.21.6
Heb,5,7,21,7,11,sahidica.hebrews.5.7,sahidic.psalms.21.7
Heb,5,7,21,8,11,sahidica.hebrews.5.7,sahidic.psalms.21.8
Heb,5,7,21,9,11,sahidica.hebrews.5.7,sahidic.psalms.21.9
Heb,5,7,21,10,11,sahidica.hebrews.5.7,sahidic.psalms.21.10
Heb,5,7,21,11,11,sahidica.hebrews.5.7,sahidic.psalms.21.11
Heb,5,7,21,12,11,sahidica.hebrews.5.7,sahidic.psalms.21.12
Heb,5,7,21,13,11,sahidica.hebrews.5.7,sahidic.psalms.21.13
Heb,5,7,21,14,11,sahidica.hebrews.5.7,sahidic.psalms.21.14
Heb,5,7,21,15,11,sahidica.hebrews.5.7,sahidic.psalms.21.15
Heb,5,7,21,16,11,sahidica.hebrews.5.7,sahidic.psalms.21.16
Heb,5,7,21,17,11,sahidica.hebrews.5.7,sahidic.psalms.21.17
Heb,5,7,21,18,11,sahidica.hebrews.5.7,sahidic.psalms.21.18
Heb,5,7,21,19,11,sahidica.hebrews.5.7,sahidic.psalms.21.19
Heb,5,7,21,20,11,sahidica.hebrews.5.7,sahidic.psalms.21.20
Heb,5,7,21,21,11,sahidica.hebrews.5.7,sahidic.psalms.21.21
Heb,5,7,21,24,11,sahidica.hebrews.5.7,sahidic.psalms.21.24
Heb,6,18,45,1,11,sahidica.hebrews.6.18,sahidic.psalms.45.1
Heb,6,19,61,5,11,sahidica.hebrews.6.19,sahidic.psalms.61.5
Heb,6,19,61,6,11,sahidica.hebrews.6.19,sahidic.psalms.61.6
Heb,10,13,109,1,11,sahidica.hebrews.10.13,sahidic.psalms.109.1
Heb,10,38,146,1,11,sahidica.hebrews.10.38,sahidic.psalms.146.1
Heb,10,38,146,2,11,sahidica.hebrews.10.38,sahidic.psalms.146.2
Heb,10,38,146,3,11,sahidica.hebrews.10.38,sahidic.psalms.146.3
Heb,10,38,146,4,11,sahidica.hebrews.10.38,sahidic.psalms.146.4
Heb,10,38,146,5,11,sahidica.hebrews.10.38,sahidic.psalms.146.5
Heb,10,38,146,6,11,sahidica.hebrews.10.38,sahidic.psalms.146.6
Heb,10,38,146,7,11,sahidica.hebrews.10.38,sahidic.psalms.146.7
Heb,10,38,146,8,11,sahidica.hebrews.10.38,sahidic.psalms.146.8
Heb,10,38,146,9,11,sahidica.hebrews.10.38,sahidic.psalms.146.9
Heb,10,38,146,10,11,sahidica.hebrews.10.38,sahidic.psalms.146.10
Heb,10,38,146,11,11,sahidica.hebrews.10.38,sahidic.psalms.146.11
Heb,10,38,147,1,11,sahidica.hebrews.10.38,sahidic.psalms.147.1
Heb,10,38,147,2,11,sahidica.hebrews.10.38,sahidic.psalms.147.2
Heb,10,38,147,3,11,sahidica.hebrews.10.38,sahidic.psalms.147.3
Heb,10,38,147,4,11,sahidica.hebrews.10.38,sahidic.psalms.147.4
Heb,10,38,147,5,11,sahidica.hebrews.10.38,sahidic.psalms.147.5
Heb,10,38,147,6,11,sahidica.hebrews.10.38,sahidic.psalms.147.6
Heb,10,38,147,7,11,sahidica.hebrews.10.38,sahidic.psalms.147.7
Heb,10,38,147,8,11,sahidica.hebrews.10.38,sahidic.psalms.147.8
Heb,10,38,147,9,11,sahidica.hebrews.10.38,sahidic.psalms.147.9
Heb,12,2,21,6,11,sahidica.hebrews.12.2,sahidic.psalms.21.6
Heb,12,2,21,7,11,sahidica.hebrews.12.2,sahidic.psalms.21.7
Heb,12,2,21,8,11,sahidica.hebrews.12.2,sahidic.psalms.21.8
Heb,12,11,88,32,11,sahidica.hebrews.12.11,sahidic.psalms.88.32
Heb,12,14,119,6,11,sahidica.hebrews.12.14,sahidic.psalms.119.6
Heb,13,5,9,1,11,sahidica.hebrews.13.5,sahidic.psalms.9.1
Heb,13,5,9,2,11,sahidica.hebrews.13.5,sahidic.psalms.9.2
Heb,13,5,9,3,11,sahidica.hebrews.13.5,sahidic.psalms.9.3
Heb,13,5,9,4,11,sahidica.hebrews.13.5,sahidic.psalms.9.4
Heb,13,5,9,5,11,sahidica.hebrews.13.5,sahidic.psalms.9.5
Heb,13,5,9,6,11,sahidica.hebrews.13.5,sahidic.psalms.9.6
Heb,13,5,9,7,11,sahidica.hebrews.13.5,sahidic.psalms.9.7
Heb,13,5,9,8,11,sahidica.hebrews.13.5,sahidic.psalms.9.8
Heb,13,5,9,9,11,sahidica.hebrews.13.5,sahidic.psalms.9.9
Heb,13,5,9,10,11,sahidica.hebrews.13.5,sahidic.psalms.9.10
Heb,13,5,9,11,11,sahidica.hebrews.13.5,sahidic.psalms.9.11
Heb,13,5,9,12,11,sahidica.hebrews.13.5,sahidic.psalms.9.12
Heb,13,5,9,13,11,sahidica.hebrews.13.5,sahidic.psalms.9.13
Heb,13,5,9,14,11,sahidica.hebrews.13.5,sahidic.psalms.9.14
Heb,13,5,9,15,11,sahidica.hebrews.13.5,sahidic.psalms.9.15
Heb,13,5,9,16,11,sahidica.hebrews.13.5,sahidic.psalms.9.16
Heb,13,5,9,17,11,sahidica.hebrews.13.5,sahidic.psalms.9.17
Heb,13,5,9,18,11,sahidica.hebrews.13.5,sahidic.psalms.9.18
Heb,13,5,9,19,11,sahidica.hebrews.13.5,sahidic.psalms.9.19
Heb,13,5,9,20,11,sahidica.hebrews.13.5,sahidic.psalms.9.20
Heb,13,5,9,21,11,sahidica.hebrews.13.5,sahidic.psalms.9.21
Heb,13,5,9,22,11,sahidica.hebrews.13.5,sahidic.psalms.9.22
Heb,13,5,9,23,11,sahidica.hebrews.13.5,sahidic.psalms.9.23
Heb,13,5,9,24,11,sahidica.hebrews.13.5,sahidic.psalms.9.24
Heb,13,5,9,25,11,sahidica.hebrews.13.5,sahidic.psalms.9.25
Heb,13,5,9,26,11,sahidica.hebrews.13.5,sahidic.psalms.9.26
Heb,13,5,9,27,11,sahidica.hebrews.13.5,sahidic.psalms.9.27
Heb,13,5,9,28,11,sahidica.hebrews.13.5,sahidic.psalms.9.28
Heb,13,5,9,29,11,sahidica.hebrews.13.5,sahidic.psalms.9.29
Heb,13,5,9,30,11,sahidica.hebrews.13.5,sahidic.psalms.9.30
Heb,13,5,9,31,11,sahidica.hebrews.13.5,sahidic.psalms.9.31
Heb,13,5,9,32,11,sahidica.hebrews.13.5,sahidic.psalms.9.32
Heb,13,5,9,33,11,sahidica.hebrews.13.5,sahidic.psalms.9.33
Heb,13,5,9,34,11,sahidica.hebrews.13.5,sahidic.psalms.9.34
Heb,13,5,9,35,11,sahidica.hebrews.13.5,sahidic.psalms.9.35
Heb,13,5,9,36,11,sahidica.hebrews.13.5,sahidic.psalms.9.36
Heb,13,5,9,37,11,sahidica.hebrews.13.5,sahidic.psalms.9.37
Heb,13,5,9,38,11,sahidica.hebrews.13.5,sahidic.psalms.9.38
Matt,2,11,71,15,10,sahidica.matthew.2.11,sahidic.psalms.71.15
Matt,5,7,111,4,10,sahidica.matthew.5.7,sahidic.psalms.111.4
Matt,5,7,111,9,10,sahidica.matthew.5.7,sahidic.psalms.111.9
Matt,5,33,75,11,10,sahidica.matthew.5.33,sahidic.psalms.75.11
Matt,5,42,36,21,10,sahidica.matthew.5.42,sahidic.psalms.36.21
Matt,5,42,111,5,10,sahidica.matthew.5.42,sahidic.psalms.111.5
Matt,5,42,111,6,10,sahidica.matthew.5.42,sahidic.psalms.111.6
Matt,5,42,111,7,10,sahidica.matthew.5.42,sahidic.psalms.111.7
Matt,5,42,111,8,10,sahidica.matthew.5.42,sahidic.psalms.111.8
Matt,5,42,111,9,10,sahidica.matthew.5.42,sahidic.psalms.111.9
Matt,5,48,36,37,10,sahidica.matthew.5.48,sahidic.psalms.36.37
Matt,6,13,46,7,10,sahidica.matthew.6.13,sahidic.psalms.46.7
Matt,6,26,103,11,10,sahidica.matthew.6.26,sahidic.psalms.103.11
Matt,6,26,103,12,10,sahidica.matthew.6.26,sahidic.psalms.103.12
Matt,8,8,9,1,10,sahidica.matthew.8.8,sahidic.psalms.9.1
Matt,8,8,9,2,10,sahidica.matthew.8.8,sahidic.psalms.9.2
Matt,8,8,9,3,10,sahidica.matthew.8.8,sahidic.psalms.9.3
Matt,8,8,9,4,10,sahidica.matthew.8.8,sahidic.psalms.9.4
Matt,8,8,9,5,10,sahidica.matthew.8.8,sahidic.psalms.9.5
Matt,8,8,9,6,10,sahidica.matthew.8.8,sahidic.psalms.9.6
Matt,8,8,9,7,10,sahidica.matthew.8.8,sahidic.psalms.9.7
Matt,8,8,9,8,10,sahidica.matthew.8.8,sahidic.psalms.9.8
Matt,8,8,9,9,10,sahidica.matthew.8.8,sahidic.psalms.9.9
Matt,8,8,9,10,10,sahidica.matthew.8.8,sahidic.psalms.9.10
Matt,8,8,9,11,10,sahidica.matthew.8.8,sahidic.psalms.9.11
Matt,8,8,9,12,10,sahidica.matthew.8.8,sahidic.psalms.9.12
Matt,8,8,9,13,10,sahidica.matthew.8.8,sahidic.psalms.9.13
Matt,8,8,9,14,10,sahidica.matthew.8.8,sahidic.psalms.9.14
Matt,8,8,9,15,10,sahidica.matthew.8.8,sahidic.psalms.9.15
Matt,8,8,9,16,10,sahidica.matthew.8.8,sahidic.psalms.9.16
Matt,8,8,9,17,10,sahidica.matthew.8.8,sahidic.psalms.9.17
Matt,8,8,9,18,10,sahidica.matthew.8.8,sahidic.psalms.9.18
Matt,8,8,9,19,10,sahidica.matthew.8.8,sahidic.psalms.9.19
Matt,8,8,9,20,10,sahidica.matthew.8.8,sahidic.psalms.9.20
Matt,8,8,9,21,10,sahidica.matthew.8.8,sahidic.psalms.9.21
Matt,8,8,9,22,10,sahidica.matthew.8.8,sahidic.psalms.9.22
Matt,8,8,9,23,10,sahidica.matthew.8.8,sahidic.psalms.9.23
Matt,8,8,9,24,10,sahidica.matthew.8.8,sahidic.psalms.9.24
Matt,8,8,9,25,10,sahidica.matthew.8.8,sahidic.psalms.9.25
Matt,8,8,9,26,10,sahidica.matthew.8.8,sahidic.psalms.9.26
Matt,8,8,9,27,10,sahidica.matthew.8.8,sahidic.psalms.9.27
Matt,8,8,9,28,10,sahidica.matthew.8.8,sahidic.psalms.9.28
Matt,8,8,9,29,10,sahidica.matthew.8.8,sahidic.psalms.9.29
Matt,8,8,9,30,10,sahidica.matthew.8.8,sahidic.psalms.9.30
Matt,8,8,9,31,10,sahidica.matthew.8.8,sahidic.psalms.9.31
Matt,8,8,9,32,10,sahidica.matthew.8.8,sahidic.psalms.9.32
Matt,8,8,9,33,10,sahidica.matthew.8.8,sahidic.psalms.9.33
Matt,8,8,9,34,10,sahidica.matthew.8.8,sahidic.psalms.9.34
Matt,8,8,9,35,10,sahidica.matthew.8.8,sahidic.psalms.9.35
Matt,8,8,9,36,10,sahidica.matthew.8.8,sahidic.psalms.9.36
Matt,8,8,9,37,10,sahidica.matthew.8.8,sahidic.psalms.9.37
Matt,8,8,9,38,10,sahidica.matthew.8.8,sahidic.psalms.9.38
Matt,9,38,67,11,10,sahidica.matthew.9.38,sahidic.psalms.67.11
Matt,12,20,146,1,10,sahidica.matthew.12.20,sahidic.psalms.146.1
Matt,12,20,146,2,10,sahidica.matthew.12.20,sahidic.psalms.146.2
Matt,12,20,146,3,10,sahidica.matthew.12.20,sahidic.psalms.146.3
Matt,12,20,146,4,10,sahidica.matthew.12.20,sahidic.psalms.146.4
Matt,12,20,146,5,10,sahidica.matthew.12.20,sahidic.psalms.146.5
Matt,12,20,146,6,10,sahidica.matthew.12.20,sahidic.psalms.146.6
Matt,12,20,146,7,10,sahidica.matthew.12.20,sahidic.psalms.146.7
Matt,12,20,146,8,10,sahidica.matthew.12.20,sahidic.psalms.146.8
Matt,12,20,146,9,10,sahidica.matthew.12.20,sahidic.psalms.146.9
Matt,12,20,146,10,10,sahidica.matthew.12.20,sahidic.psalms.146.10
Matt,12,20,146,11,10,sahidica.matthew.12.20,sahidic.psalms.146.11
Matt,12,20,147,1,10,sahidica.matthew.12.20,sahidic.psalms.147.1
Matt,12,20,147,2,10,sahidica.matthew.12.20,sahidic.psalms.147.2
Matt,12,20,147,3,10,sahidica.matthew.12.20,sahidic.psalms.147.3
Matt,12,20,147,4,10,sahidica.matthew.12.20,sahidic.psalms.147.4
Matt,12,20,147,5,10,sahidica.matthew.12.20,sahidic.psalms.147.5
Matt,12,20,147,6,10,sahidica.matthew.12.20,sahidic.psalms.147.6
Matt,12,20,147,7,10,sahidica.matthew.12.20,sahidic.psalms.147.7
Matt,12,20,147,8,10,sahidica.matthew.12.20,sahidic.psalms.147.8
Matt,12,20,147,9,10,sahidica.matthew.12.20,sahidic.psalms.147.9
Matt,13,22,51,7,10,sahidica.matthew.13.22,sahidic.psalms.51.7
Matt,16,18,68,12,10,sahidica.matthew.16.18,sahidic.psalms.68.12
Matt,25,1,44,14,10,sahidica.matthew.25.1,sahidic.psalms.44.14
Matt,25,32,95,13,10,sahidica.matthew.25.32,sahidic.psalms.95.13
Matt,28,18,88,19,10,sahidica.matthew.28.18,sahidic.psalms.88.19
Heb,5,7,68,1,10,sahidica.hebrews.5.7,sahidic.psalms.68.1
Heb,12,2,68,19,10,sahidica.hebrews.12.2,sahidic.psalms.68.19
Heb,12,2,68,20,10,sahidica.hebrews.12.2,sahidic.psalms.68.20
Heb,12,2,109,1,10,sahidica.hebrews.12.2,sahidic.psalms.109.1
Heb,12,2,15,9,10,sahidica.hebrews.12.2,sahidic.psalms.15.9
Heb,12,2,15,10,10,sahidica.hebrews.12.2,sahidic.psalms.15.10
Heb,12,2,15,11,10,sahidica.hebrews.12.2,sahidic.psalms.15.11
Heb,12,28,18,14,10,sahidica.hebrews.12.28,sahidic.psalms.18.14
Heb,12,29,49,3,10,sahidica.hebrews.12.29,sahidic.psalms.49.3
Heb,13,15,49,23,10,sahidica.hebrews.13.15,sahidic.psalms.49.23
Heb,13,16,50,19,10,sahidica.hebrews.13.16,sahidic.psalms.50.19
Matt,3,12,1,4,9,sahidica.matthew.3.12,sahidic.psalms.1.4
Matt,4,8,48,16,9,sahidica.matthew.4.8,sahidic.psalms.48.16
Matt,4,8,48,17,9,sahidica.matthew.4.8,sahidic.psalms.48.17
Matt,6,13,9,1,9,sahidica.matthew.6.13,sahidic.psalms.9.1
Matt,6,13,9,2,9,sahidica.matthew.6.13,sahidic.psalms.9.2
Matt,6,13,9,3,9,sahidica.matthew.6.13,sahidic.psalms.9.3
Matt,6,13,9,4,9,sahidica.matthew.6.13,sahidic.psalms.9.4
Matt,6,13,9,5,9,sahidica.matthew.6.13,sahidic.psalms.9.5
Matt,6,13,9,6,9,sahidica.matthew.6.13,sahidic.psalms.9.6
Matt,6,13,9,7,9,sahidica.matthew.6.13,sahidic.psalms.9.7
Matt,6,13,9,8,9,sahidica.matthew.6.13,sahidic.psalms.9.8
Matt,6,13,9,9,9,sahidica.matthew.6.13,sahidic.psalms.9.9
Matt,6,13,9,10,9,sahidica.matthew.6.13,sahidic.psalms.9.10
Matt,6,13,9,11,9,sahidica.matthew.6.13,sahidic.psalms.9.11
Matt,6,13,9,12,9,sahidica.matthew.6.13,sahidic.psalms.9.12
Matt,6,13,9,13,9,sahidica.matthew.6.13,sahidic.psalms.9.13
Matt,6,13,9,14,9,sahidica.matthew.6.13,sahidic.psalms.9.14
Matt,6,13,9,15,9,sahidica.matthew.6.13,sahidic.psalms.9.15
Matt,6,13,9,16,9,sahidica.matthew.6.13,sahidic.psalms.9.16
Matt,6,13,9,17,9,sahidica.matthew.6.13,sahidic.psalms.9.17
Matt,6,13,9,18,9,sahidica.matthew.6.13,sahidic.psalms.9.18
Matt,6,13,9,19,9,sahidica.matthew.6.13,sahidic.psalms.9.19
Matt,6,13,9,20,9,sahidica.matthew.6.13,sahidic.psalms.9.20
Matt,6,13,9,21,9,sahidica.matthew.6.13,sahidic.psalms.9.21
Matt,6,13,9,22,9,sahidica.matthew.6.13,sahidic.psalms.9.22
Matt,6,13,9,23,9,sahidica.matthew.6.13,sahidic.psalms.9.23
Matt,6,13,9,24,9,sahidica.matthew.6.13,sahidic.psalms.9.24
Matt,6,13,9,25,9,sahidica.matthew.6.13,sahidic.psalms.9.25
Matt,6,13,9,26,9,sahidica.matthew.6.13,sahidic.psalms.9.26
Matt,6,13,9,27,9,sahidica.matthew.6.13,sahidic.psalms.9.27
Matt,6,13,9,28,9,sahidica.matthew.6.13,sahidic.psalms.9.28
Matt,6,13,9,29,9,sahidica.matthew.6.13,sahidic.psalms.9.29
Matt,6,13,9,30,9,sahidica.matthew.6.13,sahidic.psalms.9.30
Matt,6,13,9,31,9,sahidica.matthew.6.13,sahidic.psalms.9.31
Matt,6,13,9,32,9,sahidica.matthew.6.13,sahidic.psalms.9.32
Matt,6,13,9,33,9,sahidica.matthew.6.13,sahidic.psalms.9.33
Matt,6,13,9,34,9,sahidica.matthew.6.13,sahidic.psalms.9.34
Matt,6,13,9,35,9,sahidica.matthew.6.13,sahidic.psalms.9.35
Matt,6,13,9,36,9,sahidica.matthew.6.13,sahidic.psalms.9.36
Matt,6,13,9,37,9,sahidica.matthew.6.13,sahidic.psalms.9.37
Matt,6,13,9,38,9,sahidica.matthew.6.13,sahidic.psalms.9.38
Matt,6,16,34,13,9,sahidica.matthew.6.16,sahidic.psalms.34.13
Matt,6,27,38,5,9,sahidica.matthew.6.27,sahidic.psalms.38.5
Matt,6,27,38,6,9,sahidica.matthew.6.27,sahidic.psalms.38.6
Matt,6,31,77,18,9,sahidica.matthew.6.31,sahidic.psalms.77.18
Matt,6,31,77,19,9,sahidica.matthew.6.31,sahidic.psalms.77.19
Matt,6,31,77,20,9,sahidica.matthew.6.31,sahidic.psalms.77.20
Matt,6,31,77,21,9,sahidica.matthew.6.31,sahidic.psalms.77.21
Matt,6,31,77,22,9,sahidica.matthew.6.31,sahidic.psalms.77.22
Matt,6,31,77,23,9,sahidica.matthew.6.31,sahidic.psalms.77.23
Matt,6,31,77,24,9,sahidica.matthew.6.31,sahidic.psalms.77.24
Matt,6,31,77,25,9,sahidica.matthew.6.31,sahidic.psalms.77.25
Matt,6,31,77,26,9,sahidica.matthew.6.31,sahidic.psalms.77.26
Matt,6,31,77,27,9,sahidica.matthew.6.31,sahidic.psalms.77.27
Matt,6,31,77,28,9,sahidica.matthew.6.31,sahidic.psalms.77.28
Matt,6,31,77,29,9,sahidica.matthew.6.31,sahidic.psalms.77.29
Matt,6,31,77,30,9,sahidica.matthew.6.31,sahidic.psalms.77.30
Matt,6,31,77,31,9,sahidica.matthew.6.31,sahidic.psalms.77.31
Matt,7,2,17,25,9,sahidica.matthew.7.2,sahidic.psalms.17.25
Matt,7,2,17,26,9,sahidica.matthew.7.2,sahidic.psalms.17.26
Matt,7,13,13,2,9,sahidica.matthew.7.13,sahidic.psalms.13.2
Matt,7,13,13,3,9,sahidica.matthew.7.13,sahidic.psalms.13.3
Matt,9,12,146,1,9,sahidica.matthew.9.12,sahidic.psalms.146.1
Matt,9,12,146,2,9,sahidica.matthew.9.12,sahidic.psalms.146.2
Matt,9,12,146,3,9,sahidica.matthew.9.12,sahidic.psalms.146.3
Matt,9,12,146,4,9,sahidica.matthew.9.12,sahidic.psalms.146.4
Matt,9,12,146,5,9,sahidica.matthew.9.12,sahidic.psalms.146.5
Matt,9,12,146,6,9,sahidica.matthew.9.12,sahidic.psalms.146.6
Matt,9,12,146,7,9,sahidica.matthew.9.12,sahidic.psalms.146.7
Matt,9,12,146,8,9,sahidica.matthew.9.12,sahidic.psalms.146.8
Matt,9,12,146,9,9,sahidica.matthew.9.12,sahidic.psalms.146.9
Matt,9,12,146,10,9,sahidica.matthew.9.12,sahidic.psalms.146.10
Matt,9,12,146,11,9,sahidica.matthew.9.12,sahidic.psalms.146.11
Matt,9,12,147,1,9,sahidica.matthew.9.12,sahidic.psalms.147.1
Matt,9,12,147,2,9,sahidica.matthew.9.12,sahidic.psalms.147.2
Matt,9,12,147,3,9,sahidica.matthew.9.12,sahidic.psalms.147.3
Matt,9,12,147,4,9,sahidica.matthew.9.12,sahidic.psalms.147.4
Matt,9,12,147,5,9,sahidica.matthew.9.12,sahidic.psalms.147.5
Matt,9,12,147,6,9,sahidica.matthew.9.12,sahidic.psalms.147.6
Matt,9,12,147,7,9,sahidica.matthew.9.12,sahidic.psalms.147.7
Matt,9,12,147,8,9,sahidica.matthew.9.12,sahidic.psalms.147.8
Matt,9,12,147,9,9,sahidica.matthew.9.12,sahidic.psalms.147.9
Matt,13,20,105,12,9,sahidica.matthew.13.20,sahidic.psalms.105.12
Matt,13,20,105,13,9,sahidica.matthew.13.20,sahidic.psalms.105.13
Matt,15,11,57,3,9,sahidica.matthew.15.11,sahidic.psalms.57.3
Matt,15,11,57,4,9,sahidica.matthew.15.11,sahidic.psalms.57.4
Matt,15,28,144,19,9,sahidica.matthew.15.28,sahidic.psalms.144.19
Matt,18,4,130,1,9,sahidica.matthew.18.4,sahidic.psalms.130.1
Matt,18,4,130,2,9,sahidica.matthew.18.4,sahidic.psalms.130.2
Matt,23,12,137,6,9,sahidica.matthew.23.12,sahidic.psalms.137.6
Matt,23,37,35,7,9,sahidica.matthew.23.37,sahidic.psalms.35.7
Matt,23,37,62,7,9,sahidica.matthew.23.37,sahidic.psalms.62.7
Matt,24,6,111,7,9,sahidica.matthew.24.6,sahidic.psalms.111.7
Matt,24,6,45,1,9,sahidica.matthew.24.6,sahidic.psalms.45.1
Matt,24,6,45,2,9,sahidica.matthew.24.6,sahidic.psalms.45.2
Matt,24,6,45,3,9,sahidica.matthew.24.6,sahidic.psalms.45.3
Matt,25,32,1,5,9,sahidica.matthew.25.32,sahidic.psalms.1.5
Matt,25,32,49,3,9,sahidica.matthew.25.32,sahidic.psalms.49.3
Matt,25,32,49,4,9,sahidica.matthew.25.32,sahidic.psalms.49.4
Matt,25,32,49,5,9,sahidica.matthew.25.32,sahidic.psalms.49.5
Matt,26,31,68,20,9,sahidica.matthew.26.31,sahidic.psalms.68.20
Matt,26,41,118,32,9,sahidica.matthew.26.41,sahidic.psalms.118.32
Heb,1,14,103,4,9,sahidica.hebrews.1.14,sahidic.psalms.103.4
Heb,2,8,8,6,9,sahidica.hebrews.2.8,sahidic.psalms.8.6
Heb,2,15,54,4,9,sahidica.hebrews.2.15,sahidic.psalms.54.4
Heb,5,7,68,13,9,sahidica.hebrews.5.7,sahidic.psalms.68.13
Heb,5,7,68,14,9,sahidica.hebrews.5.7,sahidic.psalms.68.14
Heb,5,7,68,15,9,sahidica.hebrews.5.7,sahidic.psalms.68.15
Heb,5,7,68,16,9,sahidica.hebrews.5.7,sahidic.psalms.68.16
Heb,6,13,104,9,9,sahidica.hebrews.6.13,sahidic.psalms.104.9
Heb,6,13,104,10,9,sahidica.hebrews.6.13,sahidic.psalms.104.10
Heb,9,27,88,48,9,sahidica.hebrews.9.27,sahidic.psalms.88.48
Heb,10,26,18,12,9,sahidica.hebrews.10.26,sahidic.psalms.18.12
Heb,10,26,18,13,9,sahidica.hebrews.10.26,sahidic.psalms.18.13
Heb,10,30,95,13,9,sahidica.hebrews.10.30,sahidic.psalms.95.13
Heb,10,30,134,14,9,sahidica.hebrews.10.30,sahidic.psalms.134.14
Heb,11,8,104,9,9,sahidica.hebrews.11.8,sahidic.psalms.104.9
Heb,11,8,104,10,9,sahidica.hebrews.11.8,sahidic.psalms.104.10
Heb,11,8,104,11,9,sahidica.hebrews.11.8,sahidic.psalms.104.11
Heb,12,5,117,18,9,sahidica.hebrews.12.5,sahidic.psalms.117.18
Heb,12,5,118,109,9,sahidica.hebrews.12.5,sahidic.psalms.118.109
Heb,12,6,31,1,9,sahidica.hebrews.12.6,sahidic.psalms.31.1
Heb,12,6,31,2,9,sahidica.hebrews.12.6,sahidic.psalms.31.2
Heb,12,6,31,3,9,sahidica.hebrews.12.6,sahidic.psalms.31.3
Heb,12,6,31,4,9,sahidica.hebrews.12.6,sahidic.psalms.31.4
Heb,12,6,31,5,9,sahidica.hebrews.12.6,sahidic.psalms.31.5
Heb,12,22,47,2,9,sahidica.hebrews.12.22,sahidic.psalms.47.2
Matt,2,10,66,4,8,sahidica.matthew.2.10,sahidic.psalms.66.4
Matt,3,10,91,13,8,sahidica.matthew.3.10,sahidic.psalms.91.13
Matt,3,10,91,14,8,sahidica.matthew.3.10,sahidic.psalms.91.14
