nt_book,nt_chap,nt_verse,lxx_chap,lxx_verse,votes,nt_v6_ref,lxx_v6_ref
Matt,26,54,68,6,4,sahidica.matthew.26.54,sahidic.psalms.68.6
Matt,26,54,68,7,4,sahidica.matthew.26.54,sahidic.psalms.68.7
Matt,26,54,68,8,4,sahidica.matthew.26.54,sahidic.psalms.68.8
Matt,26,54,68,9,4,sahidica.matthew.26.54,sahidic.psalms.68.9
Matt,26,54,68,10,4,sahidica.matthew.26.54,sahidic.psalms.68.10
Matt,26,54,68,11,4,sahidica.matthew.26.54,sahidic.psalms.68.11
Matt,26,54,68,12,4,sahidica.matthew.26.54,sahidic.psalms.68.12
Matt,26,54,68,13,4,sahidica.matthew.26.54,sahidic.psalms.68.13
Matt,26,54,68,14,4,sahidica.matthew.26.54,sahidic.psalms.68.14
Matt,26,54,68,15,4,sahidica.matthew.26.54,sahidic.psalms.68.15
Matt,26,54,68,16,4,sahidica.matthew.26.54,sahidic.psalms.68.16
Matt,26,54,68,17,4,sahidica.matthew.26.54,sahidic.psalms.68.17
Matt,26,54,68,18,4,sahidica.matthew.26.54,sahidic.psalms.68.18
Matt,26,54,68,19,4,sahidica.matthew.26.54,sahidic.psalms.68.19
Matt,26,54,68,20,4,sahidica.matthew.26.54,sahidic.psalms.68.20
Matt,26,54,68,21,4,sahidica.matthew.26.54,sahidic.psalms.68.21
Matt,26,54,68,22,4,sahidica.matthew.26.54,sahidic.psalms.68.22
Matt,26,54,68,23,4,sahidica.matthew.26.54,sahidic.psalms.68.23
Matt,26,54,68,24,4,sahidica.matthew.26.54,sahidic.psalms.68.24
Matt,26,54,68,25,4,sahidica.matthew.26.54,sahidic.psalms.68.25
Matt,26,54,68,26,4,sahidica.matthew.26.54,sahidic.psalms.68.26
Matt,26,54,68,27,4,sahidica.matthew.26.54,sahidic.psalms.68.27
Matt,26,54,68,28,4,sahidica.matthew.26.54,sahidic.psalms.68.28
Matt,26,54,68,29,4,sahidica.matthew.26.54,sahidic.psalms.68.29
Matt,26,54,68,30,4,sahidica.matthew.26.54,sahidic.psalms.68.30
Matt,26,54,68,31,4,sahidica.matthew.26.54,sahidic.psalms.68.31
Matt,26,54,68,32,4,sahidica.matthew.26.54,sahidic.psalms.68.32
Matt,26,54,68,33,4,sahidica.matthew.26.54,sahidic.psalms.68.33
Matt,26,54,68,34,4,sahidica.matthew.26.54,sahidic.psalms.68.34
Matt,26,54,68,35,4,sahidica.matthew.26.54,sahidic.psalms.68.35
Matt,26,54,68,36,4,sahidica.matthew.26.54,sahidic.psalms.68.36
Matt,26,60,34,11,4,sahidica.matthew.26.60,sahidic.psalms.34.11
Matt,26,60,26,12,4,sahidica.matthew.26.60,sahidic.psalms.26.12
Matt,27,1,2,2,4,sahidica.matthew.27.1,sahidic.psalms.2.2
Matt,27,25,108,12,4,sahidica.matthew.27.25,sahidic.psalms.108.12
Matt,27,25,108,13,4,sahidica.matthew.27.25,sahidic.psalms.108.13
Matt,27,25,108,14,4,sahidica.matthew.27.25,sahidic.psalms.108.14
Matt,27,25,108,15,4,sahidica.matthew.27.25,sahidic.psalms.108.15
Matt,27,25,108,16,4,sahidica.matthew.27.25,sahidic.psalms.108.16
Matt,27,25,108,17,4,sahidica.matthew.27.25,sahidic.psalms.108.17
Matt,27,25,108,18,4,sahidica.matthew.27.25,sahidic.psalms.108.18
Matt,27,25,108,19,4,sahidica.matthew.27.25,sahidic.psalms.108.19
Matt,27,29,68,19,4,sahidica.matthew.27.29,sahidic.psalms.68.19
Matt,27,29,68,20,4,sahidica.matthew.27.29,sahidic.psalms.68.20
Matt,27,35,21,16,4,sahidica.matthew.27.35,sahidic.psalms.21.16
Matt,28,17,2,12,4,sahidica.matthew.28.17,sahidic.psalms.2.12
Matt,28,17,44,11,4,sahidica.matthew.28.17,sahidic.psalms.44.11
Heb,1,8,98,4,4,sahidica.hebrews.1.8,sahidic.psalms.98.4
Heb,1,9,118,128,4,sahidica.hebrews.1.9,sahidic.psalms.118.128
Heb,1,9,118,104,4,sahidica.hebrews.1.9,sahidic.psalms.118.104
Heb,1,11,9,1,4,sahidica.hebrews.1.11,sahidic.psalms.9.1
Heb,1,11,9,2,4,sahidica.hebrews.1.11,sahidic.psalms.9.2
Heb,1,11,9,3,4,sahidica.hebrews.1.11,sahidic.psalms.9.3
Heb,1,11,9,4,4,sahidica.hebrews.1.11,sahidic.psalms.9.4
Heb,1,11,9,5,4,sahidica.hebrews.1.11,sahidic.psalms.9.5
Heb,1,11,9,6,4,sahidica.hebrews.1.11,sahidic.psalms.9.6
Heb,1,11,9,7,4,sahidica.hebrews.1.11,sahidic.psalms.9.7
Heb,1,11,9,8,4,sahidica.hebrews.1.11,sahidic.psalms.9.8
Heb,1,11,9,9,4,sahidica.hebrews.1.11,sahidic.psalms.9.9
Heb,1,11,9,10,4,sahidica.hebrews.1.11,sahidic.psalms.9.10
Heb,1,11,9,11,4,sahidica.hebrews.1.11,sahidic.psalms.9.11
Heb,1,11,9,12,4,sahidica.hebrews.1.11,sahidic.psalms.9.12
Heb,1,11,9,13,4,sahidica.hebrews.1.11,sahidic.psalms.9.13
Heb,1,11,9,14,4,sahidica.hebrews.1.11,sahidic.psalms.9.14
Heb,1,11,9,15,4,sahidica.hebrews.1.11,sahidic.psalms.9.15
Heb,1,11,9,16,4,sahidica.hebrews.1.11,sahidic.psalms.9.16
Heb,1,11,9,17,4,sahidica.hebrews.1.11,sahidic.psalms.9.17
Heb,1,11,9,18,4,sahidica.hebrews.1.11,sahidic.psalms.9.18
Heb,1,11,9,19,4,sahidica.hebrews.1.11,sahidic.psalms.9.19
Heb,1,11,9,20,4,sahidica.hebrews.1.11,sahidic.psalms.9.20
Heb,1,11,9,21,4,sahidica.hebrews.1.11,sahidic.psalms.9.21
Heb,1,11,9,22,4,sahidica.hebrews.1.11,sahidic.psalms.9.22
Heb,1,11,9,23,4,sahidica.hebrews.1.11,sahidic.psalms.9.23
Heb,1,11,9,24,4,sahidica.hebrews.1.11,sahidic.psalms.9.24
Heb,1,11,9,25,4,sahidica.hebrews.1.11,sahidic.psalms.9.25
Heb,1,11,9,26,4,sahidica.hebrews.1.11,sahidic.psalms.9.26
Heb,1,11,9,27,4,sahidica.hebrews.1.11,sahidic.psalms.9.27
Heb,1,11,9,28,4,sahidica.hebrews.1.11,sahidic.psalms.9.28
Heb,1,11,9,29,4,sahidica.hebrews.1.11,sahidic.psalms.9.29
Heb,1,11,9,30,4,sahidica.hebrews.1.11,sahidic.psalms.9.30
Heb,1,11,9,31,4,sahidica.hebrews.1.11,sahidic.psalms.9.31
Heb,1,11,9,32,4,sahidica.hebrews.1.11,sahidic.psalms.9.32
Heb,1,11,9,33,4,sahidica.hebrews.1.11,sahidic.psalms.9.33
Heb,1,11,9,34,4,sahidica.hebrews.1.11,sahidic.psalms.9.34
Heb,1,11,9,35,4,sahidica.hebrews.1.11,sahidic.psalms.9.35
Heb,1,11,9,36,4,sahidica.hebrews.1.11,sahidic.psalms.9.36
Heb,1,11,9,37,4,sahidica.hebrews.1.11,sahidic.psalms.9.37
Heb,1,11,9,38,4,sahidica.hebrews.1.11,sahidic.psalms.9.38
Heb,1,13,20,8,4,sahidica.hebrews.1.13,sahidic.psalms.20.8
Heb,1,13,20,9,4,sahidica.hebrews.1.13,sahidic.psalms.20.9
Heb,2,9,20,3,4,sahidica.hebrews.2.9,sahidic.psalms.20.3
Heb,2,9,20,4,4,sahidica.hebrews.2.9,sahidic.psalms.20.4
Heb,2,9,20,5,4,sahidica.hebrews.2.9,sahidic.psalms.20.5
Heb,2,12,110,1,4,sahidica.hebrews.2.12,sahidic.psalms.110.1
Heb,2,15,32,19,4,sahidica.hebrews.2.15,sahidic.psalms.32.19
Heb,3,8,105,14,4,sahidica.hebrews.3.8,sahidic.psalms.105.14
Heb,3,10,77,8,4,sahidica.hebrews.3.10,sahidic.psalms.77.8
Heb,3,10,66,2,4,sahidica.hebrews.3.10,sahidic.psalms.66.2
Heb,3,16,77,17,4,sahidica.hebrews.3.16,sahidic.psalms.77.17
Heb,6,6,50,10,4,sahidica.hebrews.6.6,sahidic.psalms.50.10
Heb,6,18,61,8,4,sahidica.hebrews.6.18,sahidic.psalms.61.8
Heb,6,19,41,5,4,sahidica.hebrews.6.19,sahidic.psalms.41.5
Heb,8,1,109,1,4,sahidica.hebrews.8.1,sahidic.psalms.109.1
Heb,8,12,64,3,4,sahidica.hebrews.8.12,sahidic.psalms.64.3
Heb,9,5,98,1,4,sahidica.hebrews.9.5,sahidic.psalms.98.1
Heb,9,5,79,1,4,sahidica.hebrews.9.5,sahidic.psalms.79.1
Heb,10,39,43,18,4,sahidica.hebrews.10.39,sahidic.psalms.43.18
Heb,11,25,72,18,4,sahidica.hebrews.11.25,sahidic.psalms.72.18
Heb,11,25,72,19,4,sahidica.hebrews.11.25,sahidic.psalms.72.19
Heb,11,25,72,20,4,sahidica.hebrews.11.25,sahidic.psalms.72.20
Heb,11,26,88,50,4,sahidica.hebrews.11.26,sahidic.psalms.88.50
Heb,11,26,88,51,4,sahidica.hebrews.11.26,sahidic.psalms.88.51
Heb,11,33,143,10,4,sahidica.hebrews.11.33,sahidic.psalms.143.10
Heb,12,10,16,15,4,sahidica.hebrews.12.10,sahidic.psalms.16.15
Heb,12,23,95,13,4,sahidica.hebrews.12.23,sahidic.psalms.95.13
Heb,13,4,49,16,4,sahidica.hebrews.13.4,sahidic.psalms.49.16
Heb,13,4,49,17,4,sahidica.hebrews.13.4,sahidic.psalms.49.17
Heb,13,4,49,18,4,sahidica.hebrews.13.4,sahidic.psalms.49.18
Heb,13,4,49,19,4,sahidica.hebrews.13.4,sahidic.psalms.49.19
Heb,13,4,49,20,4,sahidica.hebrews.13.4,sahidic.psalms.49.20
Heb,13,4,49,21,4,sahidica.hebrews.13.4,sahidic.psalms.49.21
Heb,13,4,49,22,4,sahidica.hebrews.13.4,sahidic.psalms.49.22
Heb,13,15,17,49,4,sahidica.hebrews.13.15,sahidic.psalms.17.49
Heb,13,15,117,19,4,sahidica.hebrews.13.15,sahidic.psalms.117.19
Heb,13,21,137,8,4,sahidica.hebrews.13.21,sahidic.psalms.137.8
Matt,1,19,111,4,3,sahidica.matthew.1.19,sahidic.psalms.111.4
Matt,1,19,111,5,3,sahidica.matthew.1.19,sahidic.psalms.111.5
Matt,2,2,44,11,3,sahidica.matthew.2.2,sahidic.psalms.44.11
Matt,2,7,54,21,3,sahidica.matthew.2.7,sahidic.psalms.54.21
Matt,2,7,63,4,3,sahidica.matthew.2.7,sahidic.psalms.63.4
Matt,2,7,63,5,3,sahidica.matthew.2.7,sahidic.psalms.63.5
Matt,2,7,63,6,3,sahidica.matthew.2.7,sahidic.psalms.63.6
Matt,2,19,75,10,3,sahidica.matthew.2.19,sahidic.psalms.75.10
Matt,2,19,138,7,3,sahidica.matthew.2.19,sahidic.psalms.138.7
Matt,2,22,120,8,3,sahidica.matthew.2.22,sahidic.psalms.120.8
Matt,2,22,72,24,3,sahidica.matthew.2.22,sahidic.psalms.72.24
Matt,2,22,106,6,3,sahidica.matthew.2.22,sahidic.psalms.106.6
Matt,2,22,106,7,3,sahidica.matthew.2.22,sahidic.psalms.106.7
Matt,2,22,47,14,3,sahidica.matthew.2.22,sahidic.psalms.47.14
Matt,4,9,71,11,3,sahidica.matthew.4.9,sahidic.psalms.71.11
Matt,5,12,18,11,3,sahidica.matthew.5.12,sahidic.psalms.18.11
Matt,5,18,118,152,3,sahidica.matthew.5.18,sahidic.psalms.118.152
Matt,5,33,49,14,3,sahidica.matthew.5.33,sahidic.psalms.49.14
Matt,5,35,98,5,3,sahidica.matthew.5.35,sahidic.psalms.98.5
Matt,6,2,111,9,3,sahidica.matthew.6.2,sahidic.psalms.111.9
Matt,6,4,138,12,3,sahidica.matthew.6.4,sahidic.psalms.138.12
Matt,7,28,44,2,3,sahidica.matthew.7.28,sahidic.psalms.44.2
Matt,8,25,43,22,3,sahidica.matthew.8.25,sahidic.psalms.43.22
Matt,8,25,43,23,3,sahidica.matthew.8.25,sahidic.psalms.43.23
Matt,9,16,124,3,3,sahidica.matthew.9.16,sahidic.psalms.124.3
Matt,9,30,145,8,3,sahidica.matthew.9.30,sahidic.psalms.145.8
Matt,11,5,145,8,3,sahidica.matthew.11.5,sahidic.psalms.145.8
Matt,11,6,31,1,3,sahidica.matthew.11.6,sahidic.psalms.31.1
Matt,11,6,31,2,3,sahidica.matthew.11.6,sahidic.psalms.31.2
Matt,11,6,1,1,3,sahidica.matthew.11.6,sahidic.psalms.1.1
Matt,11,6,1,2,3,sahidica.matthew.11.6,sahidic.psalms.1.2
Matt,11,6,118,1,3,sahidica.matthew.11.6,sahidic.psalms.118.1
Matt,11,20,80,11,3,sahidica.matthew.11.20,sahidic.psalms.80.11
Matt,11,20,80,12,3,sahidica.matthew.11.20,sahidic.psalms.80.12
Matt,11,20,80,13,3,sahidica.matthew.11.20,sahidic.psalms.80.13
Matt,12,7,93,21,3,sahidica.matthew.12.7,sahidic.psalms.93.21
Matt,12,7,108,31,3,sahidica.matthew.12.7,sahidic.psalms.108.31
Matt,12,43,62,1,3,sahidica.matthew.12.43,sahidic.psalms.62.1
Matt,12,44,80,11,3,sahidica.matthew.12.44,sahidic.psalms.80.11
Matt,12,44,80,12,3,sahidica.matthew.12.44,sahidic.psalms.80.12
Matt,13,32,103,12,3,sahidica.matthew.13.32,sahidic.psalms.103.12
Matt,13,45,4,6,3,sahidica.matthew.13.45,sahidic.psalms.4.6
Matt,13,45,4,7,3,sahidica.matthew.13.45,sahidic.psalms.4.7
Matt,13,45,38,6,3,sahidica.matthew.13.45,sahidic.psalms.38.6
Matt,13,45,38,7,3,sahidica.matthew.13.45,sahidic.psalms.38.7
Matt,13,54,39,9,3,sahidica.matthew.13.54,sahidic.psalms.39.9
Matt,13,54,39,10,3,sahidica.matthew.13.54,sahidic.psalms.39.10
Matt,15,6,118,126,3,sahidica.matthew.15.6,sahidic.psalms.118.126
Matt,15,9,38,6,3,sahidica.matthew.15.9,sahidic.psalms.38.6
Matt,15,22,4,1,3,sahidica.matthew.15.22,sahidic.psalms.4.1
Matt,15,27,50,4,3,sahidica.matthew.15.27,sahidic.psalms.50.4
Matt,15,27,50,5,3,sahidica.matthew.15.27,sahidic.psalms.50.5
Matt,15,30,102,3,3,sahidica.matthew.15.30,sahidic.psalms.102.3
Matt,17,23,21,22,3,sahidica.matthew.17.23,sahidic.psalms.21.22
Matt,17,23,21,23,3,sahidica.matthew.17.23,sahidic.psalms.21.23
Matt,17,23,21,24,3,sahidica.matthew.17.23,sahidic.psalms.21.24
Matt,17,23,21,25,3,sahidica.matthew.17.23,sahidic.psalms.21.25
Matt,17,23,21,26,3,sahidica.matthew.17.23,sahidic.psalms.21.26
Matt,17,23,21,27,3,sahidica.matthew.17.23,sahidic.psalms.21.27
Matt,17,23,21,28,3,sahidica.matthew.17.23,sahidic.psalms.21.28
Matt,17,23,21,29,3,sahidica.matthew.17.23,sahidic.psalms.21.29
Matt,17,23,21,30,3,sahidica.matthew.17.23,sahidic.psalms.21.30
Matt,17,23,21,31,3,sahidica.matthew.17.23,sahidic.psalms.21.31
Matt,17,23,21,15,3,sahidica.matthew.17.23,sahidic.psalms.21.15
Matt,18,10,16,15,3,sahidica.matthew.18.10,sahidic.psalms.16.15
Matt,20,19,34,16,3,sahidica.matthew.20.19,sahidic.psalms.34.16
Matt,20,19,21,7,3,sahidica.matthew.20.19,sahidic.psalms.21.7
Matt,20,19,21,8,3,sahidica.matthew.20.19,sahidic.psalms.21.8
Matt,20,21,44,9,3,sahidica.matthew.20.21,sahidic.psalms.44.9
Matt,21,3,23,1,3,sahidica.matthew.21.3,sahidic.psalms.23.1
Matt,21,5,2,6,3,sahidica.matthew.21.5,sahidic.psalms.2.6
Matt,21,5,2,7,3,sahidica.matthew.21.5,sahidic.psalms.2.7
Matt,21,5,2,8,3,sahidica.matthew.21.5,sahidic.psalms.2.8
Matt,21,5,2,9,3,sahidica.matthew.21.5,sahidic.psalms.2.9
Matt,21,5,2,10,3,sahidica.matthew.21.5,sahidic.psalms.2.10
Matt,21,5,2,11,3,sahidica.matthew.21.5,sahidic.psalms.2.11
Matt,21,5,2,12,3,sahidica.matthew.21.5,sahidic.psalms.2.12
Matt,21,5,44,1,3,sahidica.matthew.21.5,sahidic.psalms.44.1
Matt,21,5,44,2,3,sahidica.matthew.21.5,sahidic.psalms.44.2
Matt,21,5,44,3,3,sahidica.matthew.21.5,sahidic.psalms.44.3
Matt,21,5,44,4,3,sahidica.matthew.21.5,sahidic.psalms.44.4
Matt,21,5,44,5,3,sahidica.matthew.21.5,sahidic.psalms.44.5
Matt,21,5,44,6,3,sahidica.matthew.21.5,sahidic.psalms.44.6
Matt,21,5,44,7,3,sahidica.matthew.21.5,sahidic.psalms.44.7
Matt,21,5,44,8,3,sahidica.matthew.21.5,sahidic.psalms.44.8
Matt,21,5,44,9,3,sahidica.matthew.21.5,sahidic.psalms.44.9
Matt,21,5,44,10,3,sahidica.matthew.21.5,sahidic.psalms.44.10
Matt,21,5,44,11,3,sahidica.matthew.21.5,sahidic.psalms.44.11
Matt,21,5,44,12,3,sahidica.matthew.21.5,sahidic.psalms.44.12
Matt,21,5,44,13,3,sahidica.matthew.21.5,sahidic.psalms.44.13
Matt,21,5,44,14,3,sahidica.matthew.21.5,sahidic.psalms.44.14
Matt,21,5,44,15,3,sahidica.matthew.21.5,sahidic.psalms.44.15
Matt,21,5,44,16,3,sahidica.matthew.21.5,sahidic.psalms.44.16
Matt,21,5,44,17,3,sahidica.matthew.21.5,sahidic.psalms.44.17
Matt,22,3,80,10,3,sahidica.matthew.22.3,sahidic.psalms.80.10
Matt,22,3,80,11,3,sahidica.matthew.22.3,sahidic.psalms.80.11
Matt,22,3,80,12,3,sahidica.matthew.22.3,sahidic.psalms.80.12
Matt,22,15,55,5,3,sahidica.matthew.22.15,sahidic.psalms.55.5
Matt,22,15,55,6,3,sahidica.matthew.22.15,sahidic.psalms.55.6
Matt,22,15,55,7,3,sahidica.matthew.22.15,sahidic.psalms.55.7
Matt,22,15,2,2,3,sahidica.matthew.22.15,sahidic.psalms.2.2
Matt,22,29,15,9,3,sahidica.matthew.22.29,sahidic.psalms.15.9
Matt,22,29,15,10,3,sahidica.matthew.22.29,sahidic.psalms.15.10
Matt,22,29,15,11,3,sahidica.matthew.22.29,sahidic.psalms.15.11
Matt,22,44,2,8,3,sahidica.matthew.22.44,sahidic.psalms.2.8
Matt,22,44,2,9,3,sahidica.matthew.22.44,sahidic.psalms.2.9
Matt,23,3,49,16,3,sahidica.matthew.23.3,sahidic.psalms.49.16
Matt,23,3,49,17,3,sahidica.matthew.23.3,sahidic.psalms.49.17
Matt,23,3,49,18,3,sahidica.matthew.23.3,sahidic.psalms.49.18
Matt,23,3,49,19,3,sahidica.matthew.23.3,sahidic.psalms.49.19
Matt,23,3,49,20,3,sahidica.matthew.23.3,sahidic.psalms.49.20
Matt,23,22,10,4,3,sahidica.matthew.23.22,sahidic.psalms.10.4
Matt,24,31,66,7,3,sahidica.matthew.24.31,sahidic.psalms.66.7
Matt,24,31,80,3,3,sahidica.matthew.24.31,sahidic.psalms.80.3
Matt,25,4,44,7,3,sahidica.matthew.25.4,sahidic.psalms.44.7
Matt,25,6,95,13,3,sahidica.matthew.25.6,sahidic.psalms.95.13
Matt,25,6,49,3,3,sahidica.matthew.25.6,sahidic.psalms.49.3
Matt,25,6,49,4,3,sahidica.matthew.25.6,sahidic.psalms.49.4
Matt,25,6,49,5,3,sahidica.matthew.25.6,sahidic.psalms.49.5
Matt,25,6,49,6,3,sahidica.matthew.25.6,sahidic.psalms.49.6
Matt,25,41,118,115,3,sahidica.matthew.25.41,sahidic.psalms.118.115
Matt,25,41,118,21,3,sahidica.matthew.25.41,sahidic.psalms.118.21
Matt,25,41,138,19,3,sahidica.matthew.25.41,sahidic.psalms.138.19
Matt,25,46,15,10,3,sahidica.matthew.25.46,sahidic.psalms.15.10
Matt,25,46,15,11,3,sahidica.matthew.25.46,sahidic.psalms.15.11
Matt,26,3,2,1,3,sahidica.matthew.26.3,sahidic.psalms.2.1
Matt,26,3,2,2,3,sahidica.matthew.26.3,sahidic.psalms.2.2
Matt,26,4,2,2,3,sahidica.matthew.26.4,sahidic.psalms.2.2
Matt,26,13,111,6,3,sahidica.matthew.26.13,sahidic.psalms.111.6
Matt,26,21,54,12,3,sahidica.matthew.26.21,sahidic.psalms.54.12
Matt,26,21,54,13,3,sahidica.matthew.26.21,sahidic.psalms.54.13
Matt,26,21,54,14,3,sahidica.matthew.26.21,sahidic.psalms.54.14
Matt,26,24,21,1,3,sahidica.matthew.26.24,sahidic.psalms.21.1
Matt,26,24,21,2,3,sahidica.matthew.26.24,sahidic.psalms.21.2
Matt,26,24,21,3,3,sahidica.matthew.26.24,sahidic.psalms.21.3
Matt,26,24,21,4,3,sahidica.matthew.26.24,sahidic.psalms.21.4
Matt,26,24,21,5,3,sahidica.matthew.26.24,sahidic.psalms.21.5
Matt,26,24,21,6,3,sahidica.matthew.26.24,sahidic.psalms.21.6
Matt,26,24,21,7,3,sahidica.matthew.26.24,sahidic.psalms.21.7
Matt,26,24,21,8,3,sahidica.matthew.26.24,sahidic.psalms.21.8
Matt,26,24,21,9,3,sahidica.matthew.26.24,sahidic.psalms.21.9
Matt,26,24,21,10,3,sahidica.matthew.26.24,sahidic.psalms.21.10
Matt,26,24,21,11,3,sahidica.matthew.26.24,sahidic.psalms.21.11
Matt,26,24,21,12,3,sahidica.matthew.26.24,sahidic.psalms.21.12
Matt,26,24,21,13,3,sahidica.matthew.26.24,sahidic.psalms.21.13
Matt,26,24,21,14,3,sahidica.matthew.26.24,sahidic.psalms.21.14
Matt,26,24,21,15,3,sahidica.matthew.26.24,sahidic.psalms.21.15
Matt,26,24,21,16,3,sahidica.matthew.26.24,sahidic.psalms.21.16
Matt,26,24,21,17,3,sahidica.matthew.26.24,sahidic.psalms.21.17
Matt,26,24,21,18,3,sahidica.matthew.26.24,sahidic.psalms.21.18
Matt,26,24,21,19,3,sahidica.matthew.26.24,sahidic.psalms.21.19
Matt,26,24,21,20,3,sahidica.matthew.26.24,sahidic.psalms.21.20
Matt,26,24,21,21,3,sahidica.matthew.26.24,sahidic.psalms.21.21
Matt,26,24,21,22,3,sahidica.matthew.26.24,sahidic.psalms.21.22
Matt,26,24,21,23,3,sahidica.matthew.26.24,sahidic.psalms.21.23
Matt,26,24,21,24,3,sahidica.matthew.26.24,sahidic.psalms.21.24
Matt,26,24,21,25,3,sahidica.matthew.26.24,sahidic.psalms.21.25
Matt,26,24,21,26,3,sahidica.matthew.26.24,sahidic.psalms.21.26
Matt,26,24,21,27,3,sahidica.matthew.26.24,sahidic.psalms.21.27
Matt,26,24,21,28,3,sahidica.matthew.26.24,sahidic.psalms.21.28
Matt,26,24,21,29,3,sahidica.matthew.26.24,sahidic.psalms.21.29
Matt,26,24,21,30,3,sahidica.matthew.26.24,sahidic.psalms.21.30
Matt,26,24,21,31,3,sahidica.matthew.26.24,sahidic.psalms.21.31
Matt,26,36,68,13,3,sahidica.matthew.26.36,sahidic.psalms.68.13
Matt,26,36,68,14,3,sahidica.matthew.26.36,sahidic.psalms.68.14
Matt,26,36,68,15,3,sahidica.matthew.26.36,sahidic.psalms.68.15
Matt,26,36,21,1,3,sahidica.matthew.26.36,sahidic.psalms.21.1
Matt,26,36,21,2,3,sahidica.matthew.26.36,sahidic.psalms.21.2
Matt,26,38,87,14,3,sahidica.matthew.26.38,sahidic.psalms.87.14
Matt,26,38,87,15,3,sahidica.matthew.26.38,sahidic.psalms.87.15
Matt,26,38,87,16,3,sahidica.matthew.26.38,sahidic.psalms.87.16
Matt,26,42,21,1,3,sahidica.matthew.26.42,sahidic.psalms.21.1
Matt,26,42,21,2,3,sahidica.matthew.26.42,sahidic.psalms.21.2
Matt,26,42,68,17,3,sahidica.matthew.26.42,sahidic.psalms.68.17
Matt,26,42,68,18,3,sahidica.matthew.26.42,sahidic.psalms.68.18
Matt,26,42,68,1,3,sahidica.matthew.26.42,sahidic.psalms.68.1
Matt,26,42,68,2,3,sahidica.matthew.26.42,sahidic.psalms.68.2
Matt,26,42,68,3,3,sahidica.matthew.26.42,sahidic.psalms.68.3
Matt,26,61,21,6,3,sahidica.matthew.26.61,sahidic.psalms.21.6
Matt,26,61,21,7,3,sahidica.matthew.26.61,sahidic.psalms.21.7
Matt,27,41,34,26,3,sahidica.matthew.27.41,sahidic.psalms.34.26
Matt,28,4,47,6,3,sahidica.matthew.28.4,sahidic.psalms.47.6
Matt,28,5,104,3,3,sahidica.matthew.28.5,sahidic.psalms.104.3
Matt,28,5,104,4,3,sahidica.matthew.28.5,sahidic.psalms.104.4
Heb,1,2,2,6,3,sahidica.hebrews.1.2,sahidic.psalms.2.6
Heb,1,2,2,7,3,sahidica.hebrews.1.2,sahidic.psalms.2.7
Heb,1,2,2,8,3,sahidica.hebrews.1.2,sahidic.psalms.2.8
Heb,1,2,2,9,3,sahidica.hebrews.1.2,sahidic.psalms.2.9
Heb,1,9,10,5,3,sahidica.hebrews.1.9,sahidic.psalms.10.5
Heb,1,9,32,5,3,sahidica.hebrews.1.9,sahidic.psalms.32.5
Heb,1,9,88,20,3,sahidica.hebrews.1.9,sahidic.psalms.88.20
Heb,1,11,89,2,3,sahidica.hebrews.1.11,sahidic.psalms.89.2
Heb,2,2,67,17,3,sahidica.hebrews.2.2,sahidic.psalms.67.17
Heb,2,8,2,6,3,sahidica.hebrews.2.8,sahidic.psalms.2.6
Heb,2,13,17,2,3,sahidica.hebrews.2.13,sahidic.psalms.17.2
Heb,2,13,35,7,3,sahidica.hebrews.2.13,sahidic.psalms.35.7
Heb,2,13,35,8,3,sahidica.hebrews.2.13,sahidic.psalms.35.8
Heb,2,15,72,19,3,sahidica.hebrews.2.15,sahidic.psalms.72.19
Heb,3,6,2,12,3,sahidica.hebrews.3.6,sahidic.psalms.2.12
Heb,3,11,94,11,3,sahidica.hebrews.3.11,sahidic.psalms.94.11
Heb,4,8,77,55,3,sahidica.hebrews.4.8,sahidic.psalms.77.55
Heb,4,9,46,9,3,sahidica.hebrews.4.9,sahidic.psalms.46.9
Heb,7,2,44,4,3,sahidica.hebrews.7.2,sahidic.psalms.44.4
Heb,7,2,44,5,3,sahidica.hebrews.7.2,sahidic.psalms.44.5
Heb,7,2,44,6,3,sahidica.hebrews.7.2,sahidic.psalms.44.6
Heb,7,2,44,7,3,sahidica.hebrews.7.2,sahidic.psalms.44.7
Heb,7,2,84,10,3,sahidica.hebrews.7.2,sahidic.psalms.84.10
Heb,7,2,84,11,3,sahidica.hebrews.7.2,sahidic.psalms.84.11
Heb,7,25,67,31,3,sahidica.hebrews.7.25,sahidic.psalms.67.31
Heb,7,25,67,32,3,sahidica.hebrews.7.25,sahidic.psalms.67.32
Heb,7,28,109,4,3,sahidica.hebrews.7.28,sahidic.psalms.109.4
Heb,8,1,103,1,3,sahidica.hebrews.8.1,sahidic.psalms.103.1
Heb,8,1,44,3,3,sahidica.hebrews.8.1,sahidic.psalms.44.3
Heb,8,1,44,4,3,sahidica.hebrews.8.1,sahidic.psalms.44.4
Heb,8,1,20,5,3,sahidica.hebrews.8.1,sahidic.psalms.20.5
Heb,8,9,76,20,3,sahidica.hebrews.8.9,sahidic.psalms.76.20
Heb,8,9,104,43,3,sahidica.hebrews.8.9,sahidic.psalms.104.43
Heb,8,9,77,57,3,sahidica.hebrews.8.9,sahidic.psalms.77.57
Heb,8,9,77,10,3,sahidica.hebrews.8.9,sahidic.psalms.77.10
Heb,8,9,77,11,3,sahidica.hebrews.8.9,sahidic.psalms.77.11
